Date,EZA_Open,EZA_High,EZA_Low,EZA_Close,EZA_Volume,EZA_ATRPercentOfClose20,EZA_SQN25,EZA_SQN50,EZA_SQN100,EZA_SQN200,EZA_MACD,EZA_MACD_Avg,EZA_MACD_Diff,EZA_LinReg10,EZA_LinReg30,EZA_LinReg90,EZA_LinReg270
5/17/2017, 59.84, 60.07, 59.37, 59.43, 493069, 1.65828620127344, 1.00868164318665, 0.485505938065974, 0, 0, 0.673743878537827, 0.491789762960746, 0.181954115577081, 60.4912727272731, 60.0050107526882, 58.76431990232, 58.8603045912655
5/18/2017, 58.58, 59.24, 58.21, 58.5, 1416401, 1.7046897691384, 0.432483797895178, 0.554045020655796, 0, 0, 0.582594947516974, 0.509950799871992, 0.0726441476449819, 60.0138181818186, 59.8748172043011, 58.7755750915752, 58.8921250000001
5/19/2017, 59.73, 60.4, 59.67, 60.08, 461061, 1.73498891344652, 0.689746366834761, 0.935045933550696, 0, 0, 0.630582594751154, 0.534077158847824, 0.0965054359033295, 60.2141818181822, 59.9230322580646, 58.8522075702077, 58.9873711340207
5/22/2017, 60.34, 60.46, 60.16, 60.3, 233349, 1.67373511150702, 0.516670336701575, 0.731384335768937, 0, 0, 0.678543485379059, 0.562970424154071, 0.115573061224988, 60.2125454545458, 59.9701505376344, 58.94915995116, 59.0879128971176
5/23/2017, 61.11, 61.69, 61, 61.59, 335409, 1.66958785294171, 1.01369503323767, 0.772334689245118, 0, 0, 0.811292975353865, 0.61263493439403, 0.198658040959835, 60.641454545455, 60.1173548387097, 59.1091037851039, 59.2365182436612
5/24/2017, 61.74, 62.3, 61.67, 62.26, 486975, 1.62605878685425, 1.23705396587266, 0.953599242914538, 0, 0, 0.959500775472542, 0.682008102609732, 0.277492672862809, 61.3020000000004, 60.387870967742, 59.305684981685, 59.4063494949495
5/25/2017, 61.94, 62.2, 61.64, 61.77, 347143, 1.60719603474289, 0.886898257078762, 0.550165419545157, 0, 0, 1.02559519692767, 0.75072552147332, 0.274869675454348, 61.6560000000004, 60.655311827957, 59.4745543345544, 59.5507445544555
5/26/2017, 61.85, 62.15, 61.83, 62.1, 303351, 1.54931842371602, 1.03794984363847, 0.486287042975666, 1.18323605267997, 0, 1.09201566733351, 0.818983550645357, 0.273032116688149, 61.9940000000005, 60.9542795698925, 59.6405372405373, 59.7028130460105
5/30/2017, 60.69, 60.94, 60.55, 60.7, 308665, 1.63347677771214, 0.385670295840469, 0.275554925903758, 0.934168625944315, 0, 1.01992896275308, 0.859172633066901, 0.160756329686176, 61.8961818181823, 61.1112043010753, 59.7320195360196, 59.7953588425662
5/31/2017, 59.9, 59.9, 59.21, 59.47, 610414, 1.70917165607484, 0.104362212701356, -0.081659269963835, 0.815904507597641, 0, 0.853707995201425, 0.858079705493806, -0.00437171029238059, 61.4638181818186, 61.0345376344086, 59.7638608058608, 59.8374533233757
6/1/2017, 59.62, 60.53, 59.39, 60.52, 588348, 1.68972598260793, 0.539821680022507, 0.174092204147217, 0.856948977463875, 0, 0.797509710137291, 0.845965706422503, -0.048455996285212, 61.1912727272732, 61.0555698924731, 59.8625811965812, 59.9176923076923
6/2/2017, 60.61, 60.81, 60.22, 60.65, 258018, 1.65043867508756, 0.654472479064905, 0.137734609390899, 0.884041835634908, 0, 0.754761655341888, 0.82772489620638, -0.0729632408644924, 60.7181818181823, 61.142064516129, 59.982231990232, 59.9999083557952
6/5/2017, 61.18, 61.46, 61.13, 61.2, 332869, 1.62000245689309, 0.636416482657421, 0.175688278709923, 0.945027730704929, 0, 0.756542961068092, 0.813488509178723, -0.0569455481106302, 60.6338181818187, 61.2607741935484, 60.1305885225885, 60.0996438017987
6/6/2017, 60.02, 60.16, 59.67, 59.77, 286543, 1.7038136664508, 0.304402367899433, -0.0313592671644075, 0.694703968822821, 0, 0.635242924687567, 0.777839392280491, -0.142596467592924, 60.0383636363641, 61.2715913978495, 60.201177045177, 60.1431775700935
