Date,IXJ_Open,IXJ_High,IXJ_Low,IXJ_Close,IXJ_Volume,IXJ_ATRPercentOfClose20,IXJ_SQN25,IXJ_SQN50,IXJ_SQN100,IXJ_SQN200,IXJ_MACD,IXJ_MACD_Avg,IXJ_MACD_Diff,IXJ_LinReg10,IXJ_LinReg30,IXJ_LinReg90,IXJ_LinReg270
3/23/2017, 102.82, 103.24, 102.45, 102.69, 24533, 0.71895042448311, 0.806633482149864, 1.24729323480961, 0, 0, 0.777229789088707, 1.08585247637422, -0.308622687285513, 102.747818181819, 104.335225806452, 104.389360902256, 104.389360902256
3/24/2017, 102.72, 103.1, 102.4, 102.68, 32945, 0.717155903152143, 0.650488798484464, 1.60576956956941, 0, 0, 0.686796224969584, 1.00604122609329, -0.319245001123709, 102.536000000001, 104.152408602151, 104.427961282517, 104.427961282517
3/27/2017, 102.3, 103.33, 102.3, 103.21, 14354, 0.727697797973829, 0.811595781050736, 1.79998998930602, 0, 0, 0.650396182141549, 0.934912217302944, -0.284516035161395, 102.584363636365, 104.024602150538, 104.498568088837, 104.498568088837
3/28/2017, 103.19, 103.43, 102.87, 103.41, 32661, 0.717052560124117, 0.763973207991939, 1.78531608072306, 0, 0, 0.630420123719119, 0.874013798586179, -0.24359367486706, 102.660363636365, 103.925075268817, 104.577, 104.577
3/29/2017, 103.16, 103.45, 103.16, 103.21, 13176, 0.69656898537267, 0.722104454129609, 1.82870289914273, 0, 0, 0.591630674827243, 0.817537173834392, -0.225906499007149, 102.891636363638, 103.80135483871, 104.63668852459, 104.63668852459
3/30/2017, 103.13, 103.44, 103.12, 103.12, 9275, 0.677833986921039, 0.433796934930751, 1.89719177533022, 0, 0, 0.547318363874041, 0.763493411842322, -0.216175047968281, 103.049090909092, 103.703935483871, 104.686044420941, 104.686044420941
3/31/2017, 103.01, 103.17, 102.79, 102.79, 56437, 0.6644939069436, 0.200823569993347, 1.98970767152172, 0, 0, 0.480038708695631, 0.706802471212983, -0.226763762517353, 103.068545454547, 103.574688172043, 104.710706605223, 104.710706605223
4/3/2017, 102.91, 103.35, 102.53, 103.03, 57116, 0.669592956032185, 0.220610930476231, 2.09356317598057, 0, 0, 0.441001500693204, 0.653642277109028, -0.212640776415823, 103.183272727274, 103.471849462366, 104.747767857143, 104.747767857143
4/4/2017, 102.93, 103.13, 102.78, 103.05, 49265, 0.652971898563767, 0.286866893096764, 2.26044387356567, 0, 0, 0.406986577036676, 0.604311137094557, -0.197324560057881, 103.14490909091, 103.381268817204, 104.782961538462, 104.782961538462
4/5/2017, 103.08, 103.52, 102.58, 102.59, 12932, 0.668918183445232, -0.253484297568324, 2.33121413103978, 0, 0, 0.33900352770992, 0.55124961521763, -0.21224608750771, 102.946363636365, 103.215978494624, 104.787566433566, 104.787566433566
