Date,KXI_Open,KXI_High,KXI_Low,KXI_Close,KXI_Volume,KXI_ATRPercentOfClose20,KXI_SQN25,KXI_SQN50,KXI_SQN100,KXI_SQN200,KXI_MACD,KXI_MACD_Avg,KXI_MACD_Diff,KXI_LinReg10,KXI_LinReg30,KXI_LinReg90,KXI_LinReg270
2/23/2017, 98.23, 98.64, 98.16, 98.41, 10238, 0.595594007892703, 2.6046889065901, 0, 0, 0, 1.17949584243371, 0.916502376173772, 0.262993466259937, 98.1578181818182, 97.312172043011, 97.0921621621623, 97.0921621621623
2/24/2017, 98.13, 98.45, 98.12, 98.45, 10345, 0.582344195031842, 2.69818512758979, 0, 0, 0, 1.23976784969125, 0.981155470877268, 0.25861237881398, 98.6129090909092, 97.6207096774196, 97.3708534850641, 97.3708534850641
2/27/2017, 98.21, 98.21, 97.97, 98.08, 16423, 0.579783816281001, 2.17875016442673, 0, 0, 0, 1.24334542973983, 1.03359346264978, 0.209751967090052, 98.772, 97.8461290322583, 97.5853441295548, 97.5853441295548
2/28/2017, 97.84, 98.3, 97.84, 98.17, 50491, 0.573718415664648, 2.11487767661826, 0, 0, 0, 1.23915868556436, 1.0747065072327, 0.164452178331665, 98.8481818181818, 98.0527741935486, 97.7881794871796, 97.7881794871796
3/1/2017, 98.15, 98.8, 98.01, 98.51, 22969, 0.583248807456183, 2.06317869077214, 0, 0, 0, 1.24887951351161, 1.10954110848848, 0.139338405023131, 98.8498181818182, 98.3090322580648, 98.0046951219512, 98.0046951219512
3/2/2017, 98.03, 98.28, 97.9, 98.14, 29669, 0.587253393329765, 1.68534989286289, 0, 0, 0, 1.21274763211972, 1.13018241321473, 0.0825652189049881, 98.6627272727273, 98.4834193548389, 98.1666202090593, 98.1666202090593
3/3/2017, 97.98, 98.23, 97.7, 98.09, 20931, 0.585191106334122, 2.07814639884754, 0, 0, 0, 1.16663008821303, 1.13747194821439, 0.0291581399986391, 98.4085454545455, 98.612860215054, 98.3090365448506, 98.3090365448506
3/6/2017, 97.89, 97.97, 97.76, 97.94, 33743, 0.573630037158447, 2.13318222973343, 0, 0, 0, 1.10523736762275, 1.13102503209606, -0.0257876644733104, 98.196, 98.729677419355, 98.4249471458774, 98.4249471458774
3/7/2017, 97.53, 97.97, 97.53, 97.82, 22127, 0.56810733538472, 2.22573067723479, 0, 0, 0, 1.03496971054918, 1.11181396778668, -0.0768442572375059, 97.9834545454545, 98.8177204301077, 98.5196363636364, 98.5196363636364
3/8/2017, 97.52, 97.64, 97.37, 97.53, 14632, 0.564376566902149, 1.83896045557355, 0, 0, 0, 0.944988273120615, 1.07844882885347, -0.133460555732855, 97.7419999999999, 98.8742150537636, 98.5805700483093, 98.5805700483093
3/9/2017, 97.49, 97.7, 97.48, 97.69, 13117, 0.54653970970896, 2.04388215620661, 0, 0, 0, 0.876484431566951, 1.03805594939617, -0.161571517829215, 97.6547272727271, 98.9504301075271, 98.6488714153563, 98.6488714153563
3/10/2017, 98.15, 98.42, 98.04, 98.23, 16633, 0.553516146079557, 2.01156502044053, 0, 0, 0, 0.855901827140954, 1.00162512494512, -0.145723297804169, 97.8012727272726, 99.0361505376346, 98.7552127659576, 98.7552127659576
3/13/2017, 98.27, 98.54, 98.25, 98.54, 13530, 0.539915734502995, 1.90946614598705, 0, 0, 0, 0.854751332765701, 0.972250366509239, -0.117499033743538, 97.992909090909, 99.1195698924733, 98.8775595238097, 98.8775595238097
3/14/2017, 98.29, 98.42, 98.14, 98.31, 11427, 0.534463753982595, 2.23916418033478, 0, 0, 0, 0.825761614007135, 0.942952616008818, -0.117191002001683, 98.0979999999999, 99.127419354839, 98.971730612245, 98.971730612245
3/15/2017, 98.3, 99.32, 98.29, 99.28, 10727, 0.554653254143105, 2.30398909473721, 0, 0, 0, 0.871017400005314, 0.928565572808118, -0.0575481728028032, 98.5985454545454, 99.2532258064519, 99.1333882352942, 99.1333882352942
3/16/2017, 99.36, 99.49, 99.36, 99.43, 10448, 0.536685872651725, 2.08410043816144, 2.73818641340584, 0, 0, 0.908513900146289, 0.924555238275752, -0.0160413381294628, 99.034909090909, 99.3518064516132, 99.2942684766215, 99.2942684766215
3/17/2017, 99.64, 100, 99.61, 99.61, 8521, 0.537541838187661, 2.13823605235206, 2.66166698324681, 0, 0, 0.941897039571302, 0.928023598534862, 0.0138734410364397, 99.4530909090909, 99.4788387096777, 99.4566763425255, 99.4566763425255
3/20/2017, 99.61, 99.79, 99.61, 99.66, 9843, 0.519439247208302, 2.24870214669576, 2.50350741429901, 0, 0, 0.961306655478978, 0.934680209923685, 0.0266264455552928, 99.7756363636363, 99.616731182796, 99.6109433962265, 99.6109433962265
3/21/2017, 100.08, 100.17, 99.64, 99.64, 7087, 0.520162079565841, 2.17706738306162, 2.57016814068307, 0, 0, 0.963963116312883, 0.940536791201525, 0.0234263251113577, 99.9734545454545, 99.683290322581, 99.752686868687, 99.752686868687
3/22/2017, 99.62, 99.88, 99.48, 99.59, 56231, 0.51448440734555, 2.38556388279684, 2.67825719960528, 0, 0, 0.951070450398547, 0.942643523040929, 0.00842692735761719, 99.9967272727272, 99.7444301075272, 99.8807857142858, 99.8807857142858
3/23/2017, 99.41, 99.93, 99.28, 99.48, 8599, 0.521970516899539, 2.04110470427877, 2.90840368769485, 0, 0, 0.921356020404147, 0.938386022513573, -0.0170300021094258, 99.9016363636362, 99.8122150537638, 99.992142857143, 99.992142857143
3/24/2017, 99.75, 99.78, 99.42, 99.59, 8825, 0.513398390100491, 1.91700490196188, 2.82043220843333, 0, 0, 0.896350629150362, 0.929978943840931, -0.0336283146905688, 99.8549090909089, 99.8748387096777, 100.103097398669, 100.103097398669
3/27/2017, 99.43, 99.8, 99.43, 99.8, 11585, 0.505239262390806, 1.69400923618742, 2.88512401002972, 0, 0, 0.883296825414192, 0.920642520155583, -0.0373456947413913, 99.8685454545453, 99.9321290322584, 100.220409117475, 100.220409117475
3/28/2017, 99.5, 100, 99.5, 99.86, 153773, 0.504723958214223, 1.5001276670688, 2.87000427356165, 0, 0, 0.867789750402508, 0.910071966204968, -0.0422822158024598, 99.7881818181817, 99.9763225806454, 100.333694915254, 100.333694915254
3/29/2017, 99.64, 100.03, 99.64, 99.92, 10719, 0.498715449798926, 1.29739128631134, 2.68822883814152, 0, 0, 0.850537315559706, 0.898165036075916, -0.0476277205162101, 99.8379999999998, 99.981612903226, 100.443256830601, 100.443256830601
