Date,IJJ_Open,IJJ_High,IJJ_Low,IJJ_Close,IJJ_Volume,IJJ_ATRPercentOfClose20,IJJ_SQN25,IJJ_SQN50,IJJ_SQN100,IJJ_SQN200,IJJ_MACD,IJJ_MACD_Avg,IJJ_MACD_Diff,IJJ_LinReg10,IJJ_LinReg30,IJJ_LinReg90,IJJ_LinReg270
2/28/2017, 151.19, 151.31, 149.94, 149.98, 163251, 0.99842304531279, 0.884873805824471, 0, 0, 0, 0.972648755774458, 0.973287440583024, -0.000638684808566437, 150.880363636363, 151.514172043011, 150.843282051282, 150.843282051282
3/1/2017, 151.58, 152.99, 151.57, 152.69, 251115, 1.03023324329826, 0.90582498936483, 0, 0, 0, 1.08115935364745, 0.994861823195909, 0.086297530451541, 151.438909090909, 151.844344086021, 151.138951219512, 151.138951219512
3/2/2017, 152.49, 152.49, 150.67, 150.81, 141665, 1.05789402707547, 0.310114101825219, 0, 0, 0, 1.00388236504486, 0.996665931565699, 0.00721643347915979, 151.289636363636, 151.934580645161, 151.231742160279, 151.231742160279
3/3/2017, 150.74, 151.18, 150.21, 150.84, 109239, 1.03695272018091, 0.394765557033703, 0, 0, 0, 0.934290623375631, 0.984190869927686, -0.0499002465520548, 151.106, 151.923290322581, 151.318294573644, 151.318294573644
3/6/2017, 150.12, 150.14, 149.21, 149.71, 118494, 1.04697916569691, 0.350063067401029, 0, 0, 0, 0.778977542314266, 0.943148204405002, -0.164170662090736, 150.500909090909, 151.776752688172, 151.295031712474, 151.295031712474
3/7/2017, 149.55, 149.68, 148.63, 148.78, 171217, 1.03714268283143, 0.459359598273277, 0, 0, 0, 0.57422823330819, 0.86936421018564, -0.295135976877449, 149.900545454545, 151.450365591398, 151.190484848485, 151.190484848485
3/8/2017, 148.91, 149.15, 147.77, 147.84, 128312, 1.03822229392639, 0.138650491765606, 0, 0, 0, 0.332282441542105, 0.761947856456933, -0.429665414914828, 149.056, 151.147720430107, 151.011768115942, 151.011768115942
3/9/2017, 147.78, 148.34, 146.63, 147.27, 133918, 1.04818527016618, 0.0990603407310869, 0, 0, 0, 0.0934669928188896, 0.628251683729324, -0.534784690910435, 148.058727272727, 150.850301075269, 150.797178538391, 150.797178538391
3/10/2017, 148.31, 148.44, 147.13, 148.03, 121131, 1.03491138620891, 0.211897335752616, 0, 0, 0, -0.034077498264196, 0.49578584733062, -0.529863345594816, 147.498727272727, 150.633892473118, 150.659813829787, 150.659813829787
3/13/2017, 148, 148.69, 147.85, 148.16, 84147, 1.01065089008828, -0.142078989007112, 0, 0, 0, -0.123246800414591, 0.371979317781578, -0.495226118196169, 147.321090909091, 150.379612903226, 150.54181122449, 150.54181122449
3/14/2017, 147.69, 147.88, 146.71, 147.61, 245859, 1.01281169352825, -0.0661002939392251, 0, 0, 0, -0.235578911211462, 0.25046767198297, -0.486046583194432, 146.812727272727, 149.957268817204, 150.387657142857, 150.387657142857
3/15/2017, 148.32, 150.09, 148.16, 149.72, 135502, 1.03143252322749, 0.441617589182723, 0, 0, 0, -0.152584651451633, 0.169857207296049, -0.322441858747683, 147.704545454545, 149.844559139785, 150.407129411765, 150.407129411765
3/16/2017, 150.15, 150.32, 149.51, 149.69, 292212, 1.00711319065227, 0.436013958917645, 0.457322650952044, 0, 0, -0.0882149647286496, 0.11824277289111, -0.206457737619759, 148.372, 149.687784946237, 150.422315233786, 150.422315233786
