Date,EXI_Open,EXI_High,EXI_Low,EXI_Close,EXI_Volume,EXI_ATRPercentOfClose20,EXI_SQN25,EXI_SQN50,EXI_SQN100,EXI_SQN200,EXI_MACD,EXI_MACD_Avg,EXI_MACD_Diff,EXI_LinReg10,EXI_LinReg30,EXI_LinReg90,EXI_LinReg270
1/19/2017, 77.02, 77.29, 76.74, 77.01, 13837, 0, 0, 0, 0, 0, 0.300669590569512, 0.231817392508723, 0.0688521980607896, 77.1027272727273, 77.1788461538461, 77.1788461538461, 77.1788461538461
1/20/2017, 77.22, 77.23, 77.08, 77.23, 13324, 0, 0, 0, 0, 0, 0.318765843246666, 0.249207082656312, 0.0695587605903547, 77.1965454545455, 77.2540659340659, 77.2540659340659, 77.2540659340659
1/23/2017, 77.32, 77.32, 76.84, 76.99, 5442, 0, 0, 0, 0, 0, 0.310165860663275, 0.261398838257704, 0.048767022405571, 77.181090909091, 77.248, 77.248, 77.248
1/24/2017, 77.09, 77.96, 77.09, 77.76, 33768, 0, 0, 0, 0, 0, 0.361317830312601, 0.281382636668684, 0.079935193643917, 77.3785454545455, 77.4273333333333, 77.4273333333333, 77.4273333333333
1/25/2017, 78.46, 78.77, 78.37, 78.77, 219022, 0, 0, 0, 0, 0, 0.477846378267898, 0.320675384988527, 0.157170993279372, 77.8625454545455, 77.7984558823529, 77.7984558823529, 77.7984558823529
1/26/2017, 78.59, 78.83, 78.39, 78.68, 10995, 0, 0, 0, 0, 0, 0.556518643722711, 0.367844036735363, 0.188674606987348, 78.2701818181819, 78.0764705882353, 78.0764705882353, 78.0764705882353
1/27/2017, 78.66, 78.66, 78.31, 78.48, 7239, 0, 0, 0, 0, 0, 0.595859949777378, 0.413447219343766, 0.182412730433611, 78.5376363636364, 78.2601754385964, 78.2601754385964, 78.2601754385964
1/30/2017, 78, 78, 77.47, 77.9, 9628, 0, 0, 0, 0, 0, 0.573624677315607, 0.445482710938134, 0.128141966377472, 78.5816363636363, 78.2963157894737, 78.2963157894737, 78.2963157894737
1/31/2017, 77.64, 77.64, 77.17, 77.59, 18401, 0, 0, 0, 0, 0, 0.524937501713751, 0.461373669093258, 0.0635638326204933, 78.4123636363637, 78.2662857142857, 78.2662857142857, 78.2662857142857
2/1/2017, 78.1, 78.18, 77.44, 77.8, 22407, 0, 0, 0, 0, 0, 0.497562221664282, 0.468611379607463, 0.0289508420568193, 78.2641818181818, 78.2759307359308, 78.2759307359308, 78.2759307359308
2/2/2017, 77.71, 77.71, 77.37, 77.38, 8633, 0.713520935642284, 0, 0, 0, 0, 0.436939854427067, 0.462277074571383, -0.0253372201443168, 77.9496363636364, 78.2106719367589, 78.2106719367589, 78.2106719367589
2/3/2017, 77.76, 77.93, 77.76, 77.93, 2933, 0.708348999101758, 0, 0, 0, 0, 0.428338970073966, 0.4554894536719, -0.0271504835979338, 77.8489090909091, 78.2427173913043, 78.2427173913043, 78.2427173913043
2/6/2017, 77.54, 77.72, 77.37, 77.53, 67125, 0.712518452534503, 0, 0, 0, 0, 0.384810197773675, 0.441353602492255, -0.0565434047185803, 77.5238181818182, 78.2060333333334, 78.2060333333334, 78.2060333333334
2/7/2017, 77.83, 77.85, 77.67, 77.68, 15761, 0.696182773477729, 0, 0, 0, 0, 0.358286969358673, 0.424740275865539, -0.0664533065068656, 77.3750909090909, 78.1954153846154, 78.1954153846154, 78.1954153846154
2/8/2017, 77.55, 77.83, 77.55, 77.79, 2652, 0.678435582357148, 1.03774937443084, 0, 0, 0, 0.342198548584975, 0.408231930409426, -0.0660333818244512, 77.4707272727272, 78.2008547008547, 78.2008547008547, 78.2008547008547
