Date,EXI_Open,EXI_High,EXI_Low,EXI_Close,EXI_Volume,EXI_ATRPercentOfClose20,EXI_SQN25,EXI_SQN50,EXI_SQN100,EXI_SQN200,EXI_MACD,EXI_MACD_Avg,EXI_MACD_Diff,EXI_LinReg10,EXI_LinReg30,EXI_LinReg90,EXI_LinReg270
6/16/2017, 85.65, 85.98, 85.65, 85.98, 6751, 0.62009595667918, 1.27151313661527, 1.79428184997922, 1.87209608379449, 0, 0.711173097031164, 0.694675737108382, 0.0164973599227823, 85.5969090909086, 85.5625376344087, 85.093186813187, 85.0438695652174
6/19/2017, 86.18, 86.57, 86.18, 86.47, 65947, 0.619868831242189, 1.45639976540469, 1.83357148912484, 1.77513809459147, 0, 0.766184129254043, 0.708977415537514, 0.0572067137165291, 86.0423636363631, 85.8360860215055, 85.2202319902322, 85.1664146772768
6/20/2017, 85.47, 85.63, 84.82, 84.87, 20441, 0.697184575770431, 0.562709652799443, 1.22773382920293, 1.36371355844495, 0, 0.67291717012094, 0.701765366454199, -0.0288481963332595, 85.8121818181813, 85.8710322580646, 85.2776459096461, 85.231006808634
6/21/2017, 84.88, 84.95, 84.43, 84.52, 13293, 0.695830007079444, 0.325305999099157, 1.10438713327457, 1.33314602431811, 0, 0.564255966582209, 0.674263486479801, -0.110007519897592, 85.4276363636358, 85.8457634408603, 85.3267936507938, 85.2816707021792
6/22/2017, 84.53, 84.61, 84.39, 84.52, 24221, 0.674053177809239, 0.987877230797697, 1.07624057694173, 1.47840704410708, 0, 0.472692277580833, 0.633949244700008, -0.161256967119174, 85.0758181818177, 85.7935053763442, 85.3842930402931, 85.3305462184874
6/23/2017, 84.44, 84.86, 84.44, 84.68, 23036, 0.663939842454122, 0.977861373790549, 1.25793761563991, 1.58840721726595, 0, 0.408331070783987, 0.588825609916804, -0.180494539132816, 84.8269090909086, 85.7438924731184, 85.4446666666667, 85.3829683195593
6/26/2017, 85.01, 85.16, 84.76, 84.79, 18124, 0.658229797925041, 0.688811941783972, 1.46073108401403, 1.56408507270983, 0, 0.362027207102301, 0.543465929353903, -0.181438722251602, 84.620545454545, 85.6993118279571, 85.51315995116, 85.4371751795149
6/27/2017, 84.61, 84.61, 84.26, 84.29, 9672, 0.66046671417441, 0.325227926529351, 1.1245689161231, 1.55358175912641, 0, 0.281737545162486, 0.49112025251562, -0.209382707353134, 84.3501818181814, 85.5944516129033, 85.5572698412699, 85.4733466613354
6/28/2017, 84.56, 84.92, 84.56, 84.92, 3701, 0.659882270029121, 0.527933002595105, 1.37419873719237, 1.55894942024931, 0, 0.265878265350239, 0.446071855082543, -0.180193589732305, 84.3647272727269, 85.5846021505377, 85.6210231990232, 85.528440860215
6/29/2017, 84.61, 84.61, 83.76, 84.11, 48663, 0.701882561554266, 0.118113230843309, 1.13031162073006, 1.46380276992331, 0, 0.185807567316715, 0.394018997529378, -0.208211430212663, 84.1074545454542, 85.367053763441, 85.6546446886448, 85.5558851612903
6/30/2017, 84.38, 84.87, 84.25, 84.66, 17885, 0.707342016769582, 0.209466994418261, 1.06211720519727, 1.53749098835315, 0, 0.164831293161484, 0.348181456655799, -0.183350163494315, 84.2323636363633, 85.2189032258066, 85.7035946275947, 85.5996685714285
7/3/2017, 84.6, 84.96, 84.6, 84.76, 14275, 0.692418550999613, 0.307193473016486, 1.09782829604291, 1.53342063376649, 0, 0.154495679015227, 0.309444301127685, -0.154948622112458, 84.561818181818, 85.1280000000002, 85.7520610500611, 85.6450981127359
7/5/2017, 84.64, 85, 84.64, 84.94, 7483, 0.677595085514373, 0.356824059046758, 0.77567440106619, 1.50474608044575, 0, 0.158996315464577, 0.279354703995063, -0.120358388530486, 84.726727272727, 85.0709247311829, 85.7985421245422, 85.6946075295275
7/6/2017, 84.41, 84.58, 84.22, 84.22, 4409, 0.691963669382704, 0.0233954763218261, 0.407544407078303, 1.22558848315233, 0, 0.103274633874008, 0.244138689970852, -0.140864056096844, 84.5690909090906, 84.9216559139787, 85.817811965812, 85.7202579941861
7/7/2017, 84.3, 84.82, 84.17, 84.7, 4017, 0.692010876312169, -0.0447631257259751, 0.552600277795466, 1.20186031919258, 0, 0.0967317251192981, 0.214657297000541, -0.117925571881243, 84.5936363636361, 84.8405376344088, 85.8509084249085, 85.7596553369112
7/10/2017, 84.71, 84.97, 84.69, 84.87, 24274, 0.67258931498125, -0.326857871555806, 0.607330959592666, 1.23893249556052, 0, 0.104064412275946, 0.192538720055622, -0.0884743077796763, 84.6990909090906, 84.7961720430109, 85.9124713064713, 85.8029007633587
7/11/2017, 84.77, 84.96, 84.35, 84.96, 4551, 0.674182231689451, -0.114523245841309, 0.712927959183514, 1.18683134868076, 0, 0.115802963042242, 0.177191568652946, -0.0613886056107043, 84.8472727272725, 84.7486451612906, 85.9588107448108, 85.8474496877169
7/12/2017, 85.55, 85.64, 85.44, 85.64, 5005, 0.675088700188218, 0.269400347548346, 0.845810467037035, 1.303121735504, 0, 0.177925155659224, 0.177338286054202, 0.000586869605022439, 85.1210909090906, 84.7846021505379, 86.0364566544566, 85.9109364319891
7/13/2017, 85.5, 85.52, 85.21, 85.45, 8088, 0.66792119917979, 0.274001474854095, 0.655420411522636, 1.30859751739484, 0, 0.20941205693282, 0.183753040229925, 0.0256590167028943, 85.3816363636361, 84.7955913978497, 86.095724053724, 85.9668544495567
7/14/2017, 85.72, 86.07, 85.52, 86.03, 5255, 0.666281217556868, 0.455200574246545, 0.877840107806415, 1.33141502201737, 0, 0.277962625657921, 0.202594957315524, 0.0753676683423961, 85.6516363636361, 84.916107526882, 86.1704346764347, 86.0381857379767
7/17/2017, 85.74, 85.87, 85.6, 85.81, 62083, 0.65964531510426, 0.316439551254178, 0.739590328902541, 1.34222323480551, 0, 0.310952813398004, 0.22426652853202, 0.0866862848659832, 85.8509090909088, 85.0591612903229, 86.2290036630037, 86.1009793028322
7/18/2017, 85.63, 85.71, 85.56, 85.69, 2258, 0.642128092713755, 0.297457112643108, 0.522675614203505, 1.32833145952239, 0, 0.323683555206941, 0.244149933867004, 0.0795336213399364, 85.9659999999997, 85.1564731182799, 86.2696825396825, 86.1584242164019
7/19/2017, 85.67, 85.84, 85.59, 85.84, 26890, 0.623517689322106, 0.165600145037151, 0.652772652125236, 1.42104705941145, 0, 0.341934893601888, 0.263706925813981, 0.0782279677879067, 86.1181818181815, 85.2508387096777, 86.325431013431, 86.2184925420501
7/20/2017, 85.86, 85.86, 85.52, 85.72, 1029738, 0.613003039300503, 0.111557297024724, 0.65369589487606, 1.31571098214368, 0, 0.342765031733521, 0.279518546997889, 0.0632464847356317, 86.0358181818178, 85.3111612903229, 86.3738876678877, 86.2733583567928
7/21/2017, 85.1, 85.34, 84.92, 85.28, 10864, 0.632261837504657, -0.0150758059821453, 0.616134218516147, 1.25857335156211, 0, 0.304409555549086, 0.284496748708128, 0.0199128068409572, 85.8156363636361, 85.3156559139788, 86.3838998778999, 86.3140791366906
7/24/2017, 85.14, 85.14, 84.98, 85.11, 11524, 0.619472741478995, -0.325450767338391, 0.608249451427382, 1.00635870859912, 0, 0.257328660469554, 0.279063131060413, -0.0217344705908595, 85.5390909090906, 85.3053333333336, 86.4039902319903, 86.3487386018236
7/25/2017, 85.39, 85.4, 84.99, 85, 11269, 0.613378338540159, -0.571919416533763, 0.570218013432332, 1.15860459458361, 0, 0.208734470188219, 0.264997398885975, -0.0562629286977557, 85.2294545454543, 85.2758064516132, 86.4178534798535, 86.3792138647487
7/26/2017, 85.33, 85.35, 85.14, 85.31, 7716, 0.601105390190104, 0.235209479981443, 0.596556987637706, 1.16952194214866, 0, 0.193012703213512, 0.250600459751482, -0.0575877565379702, 85.160727272727, 85.3186236559143, 86.4486691086691, 86.4173446272037
7/27/2017, 85.38, 85.38, 84.75, 84.88, 100005, 0.611054262432397, 0.193992819702206, 0.377891201829157, 1.13642540967492, 0, 0.144193510248002, 0.229319069850786, -0.0851255596027843, 84.9234545454543, 85.3091182795702, 86.456757020757, 86.4424096736596
7/28/2017, 84.92, 85.15, 84.79, 85.11, 26698, 0.600081911708363, 0.308507547502561, 0.957355306482899, 1.24606265975906, 0, 0.122649202252248, 0.207985096331078, -0.0853358940788305, 84.9127272727271, 85.3252688172046, 86.4541562881563, 86.4729588122605
7/31/2017, 85.21, 85.25, 85.02, 85.12, 31887, 0.583521181041163, 0.233334709102595, 0.902270971487318, 1.26683785702459, 0, 0.105169767756976, 0.187422030616258, -0.0822522628592816, 84.9116363636361, 85.3856344086025, 86.4502808302808, 86.5028181388757
8/1/2017, 85.63, 85.63, 85.27, 85.35, 20374, 0.582728257571325, 0.292019984838747, 0.710474230131768, 1.4027313940538, 0, 0.108624116596772, 0.171662447812361, -0.0630383312155887, 85.0036363636361, 85.5133978494628, 86.4554798534799, 86.5379759575062
8/2/2017, 85.32, 85.64, 85.3, 85.62, 41182, 0.571701284098657, 0.698956909799578, 0.695733999497864, 1.3316367423463, 0, 0.131631095128299, 0.163656177275548, -0.0320250821472497, 85.2374545454543, 85.575978494624, 86.4694285714286, 86.57935006435
8/3/2017, 85.57, 85.85, 85.53, 85.85, 21354, 0.560298319712296, 0.510606837287782, 0.729591243564774, 1.35468580452054, 0, 0.166504014546106, 0.16422574472966, 0.00227826981644635, 85.538727272727, 85.6395698924734, 86.4864322344322, 86.6256838382005
8/4/2017, 85.64, 85.99, 85.64, 85.99, 5845, 0.551767998720032, 1.15617000433624, 0.721941953532896, 1.55912233197703, 0, 0.203096711929888, 0.171999938169706, 0.0310967737601823, 85.7932727272724, 85.7123440860219, 86.5198485958486, 86.6744375838926
8/7/2017, 85.86, 85.99, 85.82, 85.9, 11019, 0.534624024440498, 0.796158749553679, 0.591337902554284, 1.33976130872252, 0, 0.222272224559006, 0.182054395447566, 0.0402178291114406, 85.9439999999997, 85.7748817204305, 86.5453382173382, 86.7194675496688
8/8/2017, 85.88, 86.04, 85.81, 85.81, 9097, 0.521827217276155, 0.673473529499588, 0.612570074697664, 1.29570644086828, 0, 0.227583270356078, 0.191160170429268, 0.0364230999268099, 85.9985454545452, 85.8254623655918, 86.5663003663003, 86.7608844545137
8/9/2017, 85.38, 85.58, 85.29, 85.58, 12153, 0.527449098372791, 0.41047782210649, 0.518775288053876, 1.17182543872292, 0, 0.210803226232926, 0.19508878159, 0.0157144446429263, 85.9914545454542, 85.8069462365595, 86.566568986569, 86.7951470588235
8/10/2017, 85.21, 85.21, 84.48, 84.48, 8629, 0.572705245582461, 0.156607763770333, 0.106291246342289, 0.905026984393315, 0, 0.107504864299031, 0.177571998131806, -0.070067133832775, 85.503636363636, 85.682537634409, 86.5145006105007, 86.7999414311178
8/11/2017, 84.51, 84.67, 84.42, 84.62, 6994, 0.557941765415575, -0.0360888127825754, -0.0572129383008108, 1.135587658839, 0, 0.0365160637605157, 0.149360811257548, -0.112844747497032, 85.1319999999997, 85.5247311827961, 86.4682002442003, 86.8080192710515
8/14/2017, 85.15, 85.26, 85.15, 85.19, 4839, 0.564061281605736, 0.186765411895597, -0.154870457638615, 1.23002298067238, 0, 0.0259520056319218, 0.124679050132423, -0.098727044500501, 84.9859999999997, 85.4726236559144, 86.4371159951161, 86.8302779156327
8/15/2017, 84.99, 85.11, 84.96, 85.11, 4687, 0.549873828586453, 0.0932078903478908, -0.0371023078847068, 1.18209932798321, 0, 0.0109978061792475, 0.101942801341788, -0.0909449951625402, 84.8545454545452, 85.4136129032262, 86.4057533577534, 86.8498056508247
8/16/2017, 85.43, 85.57, 85.41, 85.45, 7565, 0.547217945856564, -0.0996615321794786, 0.167378255196148, 1.24450332701625, 0, 0.0262787290447903, 0.0868099868823883, -0.0605312578375979, 84.9076363636361, 85.4074838709682, 86.3854236874238, 86.8772804966539
8/17/2017, 85.24, 85.28, 84.48, 84.52, 7712, 0.5829600662538, -0.469169710180916, -0.0656351641546748, 1.05053217198602, 0, -0.0362365448246322, 0.0622006805409842, -0.0984372253656164, 84.694727272727, 85.2320645161295, 86.3225714285715, 86.8806305230474
8/18/2017, 84.28, 84.52, 84.28, 84.31, 3448, 0.569424689358114, -0.923313979808116, -0.159415333023493, 0.863108756242891, 0, -0.101554932673011, 0.0294495578981851, -0.131004490571196, 84.5098181818179, 85.0600645161295, 86.2498534798535, 86.8784779874213
8/21/2017, 84.27, 84.34, 84.04, 84.32, 13147, 0.55867867388275, -0.801673984740125, -0.20016196766577, 0.865289219306901, 0, -0.150775265800135, -0.00659540684147892, -0.144179858958656, 84.4019999999997, 84.9031827956994, 86.1648913308914, 86.8764270186335
8/22/2017, 84.61, 85.13, 84.61, 85.13, 4725, 0.573269076620508, -0.263849622542365, 0.0739003122384145, 0.993413848419334, 0, -0.123004583597165, -0.0298772421926162, -0.093127341404549, 84.6421818181814, 84.8586236559145, 86.1005396825398, 86.8941683919944
8/23/2017, 84.81, 84.81, 84.52, 84.57, 4001, 0.584276654464569, -0.596882392345498, -0.245639297164169, 0.939311516961034, 0, -0.14451752963646, -0.0528052996813849, -0.0917122299550747, 84.6799999999997, 84.7872473118285, 86.023264957265, 86.8976422025296
8/24/2017, 84.62, 84.62, 84.15, 84.21, 1008696, 0.585342154550115, -0.706410982477415, -0.358838422489247, 0.864376759808084, 0, -0.188443427192752, -0.0799329251836582, -0.108510502009094, 84.4285454545451, 84.6644301075273, 85.9207326007327, 86.8921038455782
8/25/2017, 84.48, 84.72, 84.48, 84.67, 3860, 0.583170895156867, -0.274644443753183, -0.184932361882204, 0.931794222786142, 0, -0.184015644056601, -0.100749468958247, -0.0832661750983538, 84.3787272727269, 84.6466451612908, 85.8346153846154, 86.897618625277
8/28/2017, 84.73, 84.73, 84.54, 84.58, 125616, 0.565833834337731, -0.237867596032697, -0.402229730903695, 0.98166199639751, 0, -0.185629025997727, -0.117725380366143, -0.0679036456315843, 84.4090909090906, 84.6115483870973, 85.7594017094018, 86.9006761591821
8/29/2017, 84.14, 84.74, 84.14, 84.7, 34610, 0.572199698026813, -0.129048921405512, -0.517971327944119, 0.939527537828599, 0, -0.175204991609746, -0.129221302614863, -0.0459836889948828, 84.4981818181815, 84.5916129032263, 85.6860488400489, 86.9063588485678
8/30/2017, 84.7, 84.9, 84.54, 84.89, 2988, 0.563576966683089, -0.186569719640582, 0.023937405961728, 0.983706135118701, 0, -0.149884679862922, -0.133353978064475, -0.0165307017984465, 84.7432727272723, 84.6121720430112, 85.6532844932845, 86.9162596236097
8/31/2017, 85.24, 85.63, 85.22, 85.44, 17443, 0.575256861735031, 0.274506780891391, 0.333146534477678, 1.07577579674782, 0, -0.0844640973847817, -0.123576001928536, 0.0391119045437548, 85.0229090909087, 84.7006451612909, 85.6536410256411, 86.9387630318398
9/1/2017, 85.76, 85.88, 85.59, 85.59, 7409, 0.571240202749258, 0.237220205367392, 0.384020198431628, 1.08475553800588, 0, -0.0202802894901168, -0.102916859440853, 0.0826365699507357, 85.2621818181815, 84.7806236559145, 85.6580341880342, 86.9641531500173
9/5/2017, 85.58, 85.58, 84.97, 85.12, 3425, 0.582093826429083, 0.0128574759480913, 0.166649611985046, 1.08651196903093, 0, -0.00725559339610982, -0.083784606231904, 0.0765290128357942, 85.2712727272724, 84.7876344086027, 85.639452991453, 86.9778947368419
9/6/2017, 85.45, 85.52, 85.32, 85.32, 13717, 0.575134026961572, -0.000880583192365577, 0.196615988690297, 1.25563727455, 0, 0.0189860413601082, -0.0632304767135016, 0.0822165180736097, 85.4678181818179, 84.8126236559145, 85.6221807081807, 86.9958289133685
9/7/2017, 85.64, 85.76, 85.52, 85.71, 3363, 0.569559134539066, 0.0536159786479258, 0.50158358024379, 1.18982542452762, 0, 0.0704404726778307, -0.0364962868352351, 0.106936759513066, 85.6767272727269, 84.9056989247317, 85.6237411477411, 87.0222281220593
9/8/2017, 85.83, 86.08, 85.53, 85.93, 5543, 0.571698682070012, 0.0490128263105273, 0.366553228883512, 1.30452869568677, 0, 0.127500890688268, -0.00369685133053458, 0.131197742018802, 85.8274545454543, 84.9954408602156, 85.643431013431, 87.0529778752241
9/11/2017, 86.51, 86.75, 86.49, 86.7, 4125, 0.585579750435552, 0.315673368045219, 0.924354863809521, 1.45789046296043, 0, 0.232177846215677, 0.0434780881787078, 0.188699758036969, 86.2423636363634, 85.1914408602157, 85.6899267399268, 87.100502463054
9/12/2017, 86.88, 87.03, 86.83, 87.03, 5903, 0.573150363605931, 0.490888065859861, 0.852201160181231, 1.36024073181801, 0, 0.337868590902772, 0.102356188723521, 0.235512402179252, 86.6425454545452, 85.4197204301082, 85.7539365079365, 87.1544025974024
9/13/2017, 86.86, 86.86, 86.64, 86.64, 4052, 0.569450742583022, 0.360269914931811, 0.673378116134333, 1.28019658194196, 0, 0.38571326447925, 0.159027603874667, 0.226685660604583, 86.7983636363634, 85.6015268817211, 85.8128253968254, 87.1982916024651
9/14/2017, 86.55, 87.09, 86.55, 87.09, 4672, 0.569185345281012, 0.638998870695575, 0.758657264051653, 1.08210039220721, 0, 0.454700250734561, 0.218162133246645, 0.236538117487916, 87.0418181818179, 85.8501075268823, 85.8829694749695, 87.2512454770518
9/15/2017, 87.07, 87.31, 86.96, 87.29, 12960, 0.559535274767983, 1.356805307748, 1.11831696888877, 1.01709240915266, 0, 0.519522530555847, 0.278434212708486, 0.241088317847361, 87.3443636363634, 86.1299139784953, 85.9566764346764, 87.3074659468958
9/18/2017, 87.46, 87.81, 87.46, 87.81, 7574, 0.55802007092327, 1.50738384531286, 1.12485024235751, 1.13279010269425, 0, 0.605870213828283, 0.343921412932445, 0.261948800895838, 87.7556363636362, 86.4757419354845, 86.0434774114773, 87.3739627560519
9/19/2017, 87.85, 87.96, 87.81, 87.94, 8403, 0.537863944807638, 1.32648714309424, 1.10922787561224, 1.16574102336964, 0, 0.676987399140558, 0.410534610174068, 0.26645278896649, 87.9967272727271, 86.8203225806458, 86.1294945054945, 87.441885819521
9/20/2017, 87.92, 88.36, 87.85, 88.1, 5135, 0.538987145755557, 1.44667780878992, 1.13198682683752, 1.26362307560776, 0, 0.737754568269651, 0.475978601793184, 0.261775966476467, 88.1792727272726, 87.1660430107533, 86.2193968253968, 87.5118572035697
9/21/2017, 88.07, 88.38, 88.07, 88.37, 14310, 0.528013230327162, 1.41294819681606, 1.00314531471717, 1.2820386334566, 0, 0.798495175783685, 0.540481916591284, 0.258013259192401, 88.3814545454544, 87.5159139784952, 86.3221123321123, 87.5862241037649
9/22/2017, 88.38, 88.6, 88.38, 88.56, 6438, 0.513521936605812, 2.29055474156339, 1.14408559420606, 1.21750156714852, 0, 0.852141005878337, 0.602813734448695, 0.249327271429642, 88.5481818181817, 87.7985591397856, 86.4365445665445, 87.6631444523638
9/25/2017, 88.42, 88.51, 88.16, 88.48, 21853, 0.510890908346747, 2.40049435041447, 0.917707506204581, 1.25296002525275, 0, 0.878078439646188, 0.657866675488194, 0.220211764157995, 88.6978181818181, 88.0540645161297, 86.5116532356532, 87.736733842538
9/26/2017, 88.47, 88.47, 88.22, 88.36, 6044, 0.500718042009894, 2.30656884248666, 0.959304127362742, 1.16688558190679, 0, 0.878820549411358, 0.702057450272827, 0.176763099138532, 88.774909090909, 88.3074408602158, 86.5809084249085, 87.8062144725369
9/27/2017, 88.44, 88.53, 88.29, 88.36, 5339, 0.489262945703876, 1.98374939778303, 1.00627346688592, 1.02425899009828, 0, 0.869386925444914, 0.735523345307244, 0.13386358013767, 88.7014545454545, 88.5350322580652, 86.6655531135531, 87.8742447242825
9/28/2017, 88.34, 88.66, 88.34, 88.6, 9603, 0.481599437790911, 2.7488479577393, 1.03577876227662, 1.14706922371593, 0, 0.871233665352165, 0.762665409316228, 0.108568256035936, 88.7070909090909, 88.7947741935491, 86.7638412698413, 87.945951757879
9/29/2017, 88.53, 88.93, 88.45, 88.9, 57468, 0.482972156117671, 3.42886959771637, 1.1881671116587, 1.24043180323186, 0, 0.886683576500559, 0.787469042753094, 0.0992145337474646, 88.7739999999999, 89.0102580645168, 86.8742246642247, 88.0225143532589
10/2/2017, 88.73, 89.21, 88.67, 89.08, 184995, 0.488206257801054, 3.28648572214408, 1.44403115758648, 1.35691445370508, 0, 0.903042525958696, 0.810583739394215, 0.0924587865644815, 88.9192727272727, 89.2063225806458, 86.9922148962149, 88.101297688666
10/3/2017, 89.16, 89.47, 89.16, 89.47, 9614, 0.483569272076361, 3.67845174421175, 1.64997090893374, 1.47350746030598, 0, 0.936679394896458, 0.835802870494664, 0.100876524401795, 89.156, 89.4217634408609, 87.1303101343102, 88.1866354367593
10/4/2017, 89.52, 89.59, 89.37, 89.46, 17009, 0.471738158216392, 3.54252881899898, 1.69226927569577, 1.46647574935421, 0, 0.951560937284782, 0.858954483852687, 0.0926064534320946, 89.3378181818182, 89.6567096774201, 87.2607448107449, 88.2700621727747
10/5/2017, 89.31, 89.4, 89.18, 89.4, 36517, 0.464111978214054, 3.30065145153665, 1.55435410528784, 1.40426001915724, 0, 0.947589941295163, 0.876681575341183, 0.0709083659539808, 89.4787272727273, 89.8187741935491, 87.3856752136753, 88.3505882987909
10/6/2017, 89.08, 89.35, 89.05, 89.35, 5582, 0.460739007383544, 2.94016114620786, 1.7336457975995, 1.32027076170441, 0, 0.929691412342677, 0.887283542741482, 0.0424078696011957, 89.5841818181818, 89.9193333333341, 87.5076190476191, 88.4284861919768
10/9/2017, 89.29, 89.36, 89.02, 89.04, 7327, 0.45831849499364, 2.46130933392194, 1.51271128767556, 1.69588656856633, 0, 0.880344229689399, 0.885895680131065, -0.00555145044166616, 89.5234545454546, 89.9780645161298, 87.6269059829061, 88.4984964314035
10/10/2017, 89.54, 89.72, 89.37, 89.61, 76973, 0.470575213196317, 3.42065727167276, 1.69455765791691, 1.77258003071828, 0, 0.87711957969394, 0.88414046004364, -0.00702088034970061, 89.605090909091, 90.0749247311836, 87.7873797313798, 88.5787127158555
10/11/2017, 89.61, 89.79, 89.55, 89.75, 10509, 0.459719583418339, 3.36737398475602, 1.65957607192618, 1.61576563412118, 0, 0.875765570954528, 0.882465482225818, -0.0066999112712901, 89.6669090909092, 90.1650967741943, 87.9411306471308, 88.6601932041851
10/12/2017, 89.62, 90.1, 89.62, 89.99, 57392, 0.462238481844717, 3.28655627335097, 1.64522052272782, 1.5953579432164, 0, 0.883869802615052, 0.882746346303665, 0.00112345631138777, 89.7838181818183, 90.2658064516137, 88.0956532356533, 88.7449238578679
10/13/2017, 90.26, 90.79, 89.97, 89.97, 10810, 0.484794919774878, 3.07102419681368, 1.55127065433443, 1.5599993349316, 0, 0.878551239926125, 0.881907325028157, -0.00335608510203178, 89.8780000000002, 90.3677419354847, 88.2411941391942, 88.8276178874168
10/16/2017, 90.03, 90.14, 89.86, 89.98, 4937, 0.476063002728812, 2.81942787377342, 1.50135030524907, 1.52213125189854, 0, 0.865170015711996, 0.878559863164925, -0.0133898474529286, 89.9532727272729, 90.4517204301084, 88.3853772893774, 88.9089190954773
10/17/2017, 89.84, 89.84, 89.65, 89.74, 5736, 0.471855822779826, 2.26396099319244, 1.44138382741329, 1.38633476987843, 0, 0.825681364083138, 0.867984163348568, -0.0423027992654293, 89.9745454545456, 90.4455913978503, 88.5184444444445, 88.9838955223879
10/18/2017, 89.97, 90.15, 89.97, 90, 25495, 0.469745827327206, 3.08704723924933, 1.56995867518399, 1.48601068630472, 1.71084489060502, 0.806074228315978, 0.85560217634205, -0.0495279480260714, 90.0689090909093, 90.4559784946245, 88.6578632478633, 89.0625639131076
10/19/2017, 89.76, 90.14, 89.74, 90.14, 2710, 0.467753142184115, 2.92997081666585, 1.72020169895301, 1.50615422453185, 1.65917584715585, 0.79269457233525, 0.84302065554069, -0.0503260832054395, 90.170181818182, 90.4799354838719, 88.8108131868133, 89.1424835389942
10/20/2017, 90.08, 90.7, 90.08, 90.7, 9182, 0.475800494207854, 3.03196332273211, 2.60244426802858, 1.5922319524731, 1.69546197208479, 0.817850744175601, 0.837986673267672, -0.0201359290920711, 90.4145454545456, 90.5610322580654, 88.9852503052504, 89.2318414952187
10/23/2017, 90.75, 90.75, 90.16, 90.33, 10964, 0.48651997767541, 2.1864915130029, 2.34787213875263, 1.34944329597256, 1.64611685611619, 0.798724089700926, 0.830134156554323, -0.0314100668533971, 90.3954545454547, 90.6157419354848, 89.1372380952382, 89.3123285509324
10/24/2017, 90.56, 90.85, 90.53, 90.53, 8365, 0.489892655520256, 2.23621585960829, 2.2279484250864, 1.20370387136034, 1.69104391978616, 0.790590966227029, 0.822225518488864, -0.0316345522618352, 90.4890909090911, 90.6944086021514, 89.3081050061051, 89.3951787828557
10/25/2017, 90.57, 90.57, 89.87, 90.2, 12996, 0.505903359191089, 1.71140785191074, 2.10330437759119, 1.2431478903745, 1.64671141072275, 0.748884490955717, 0.807557312982235, -0.0586728220265176, 90.4465454545456, 90.6826236559149, 89.4721025641027, 89.4701238215842
10/26/2017, 90.45, 90.56, 90.3, 90.43, 8295, 0.499290709378353, 1.68267463946576, 2.05951528471292, 1.37653279800497, 1.62403301426331, 0.726021759720865, 0.791250202329961, -0.0652284426090959, 90.5069090909093, 90.7070537634418, 89.6078656898658, 89.5480773875881
10/27/2017, 90.39, 90.49, 90.34, 90.48, 3585, 0.482353181991934, 1.57266222790443, 2.74924892336369, 1.44300140576166, 1.61292358816596, 0.703824215195326, 0.773765004903034, -0.0699407897077085, 90.5565454545457, 90.7296129032268, 89.7339633699635, 89.6255378174456
10/30/2017, 90.41, 90.51, 90.25, 90.36, 11383, 0.473230966260499, 1.53501155666342, 2.81304930132209, 1.38957785735819, 1.56452888571004, 0.668839538257131, 0.752779911573854, -0.0839403733167221, 90.5389090909094, 90.7510322580655, 89.8504493284496, 89.6992850307586
10/31/2017, 90.47, 90.57, 90.18, 90.19, 24525, 0.472037837961345, 1.48678460312648, 2.7124060783171, 1.31085642030436, 1.5969156226052, 0.620246534521996, 0.726273236163482, -0.106026701641486, 90.3938181818185, 90.7430967741945, 89.9587814407816, 89.7684522681109
11/1/2017, 90.66, 90.86, 90.16, 90.23, 57695, 0.487026908738192, 1.52093752535138, 2.48694600339413, 1.33912986645379, 1.61209991612163, 0.57829763946431, 0.696678116823648, -0.118380477359338, 90.2900000000003, 90.7363870967752, 90.06726984127, 89.8370893320217
11/2/2017, 90.2, 90.61, 90.11, 90.48, 28984, 0.489027587054318, 1.52405385852877, 3.05243524579196, 1.2782480660064, 1.61980037382909, 0.558784429496441, 0.669099379358207, -0.110314949861765, 90.2880000000003, 90.7656559139795, 90.17158974359, 89.9091416423065
11/3/2017, 90.55, 90.56, 90.38, 90.54, 4161, 0.474208695304186, 1.35130985802641, 3.3835179376875, 1.28769914524148, 1.59875882345214, 0.541914713088602, 0.643662446104286, -0.101747733015684, 90.4001818181822, 90.8015913978504, 90.2879975579978, 89.9809942521169
11/6/2017, 90.66, 90.7, 90.48, 90.7, 6252, 0.461831449936041, 1.3345400710339, 3.2695799786751, 1.3554383393708, 1.64932703494775, 0.535285565326461, 0.621987069948721, -0.0867015046222597, 90.502363636364, 90.8397204301085, 90.3892820512823, 90.0545072810257
11/7/2017, 90.66, 90.86, 90.58, 90.7, 4959, 0.454175379093043, 1.05160307101108, 3.33521651111414, 1.20895596195575, 1.56317253569662, 0.523991668187165, 0.60238798959641, -0.0783963214092449, 90.6243636363641, 90.8555268817215, 90.4979609279612, 90.1266899224805
11/8/2017, 90.63, 90.77, 90.45, 90.61, 43142, 0.449553267184108, 0.978771557286849, 3.20027954639184, 1.06695422097314, 1.44484385641653, 0.501992271075892, 0.582308845892306, -0.0803165748164143, 90.6400000000005, 90.8448172043021, 90.6005030525033, 90.1959144051885
