Date,TICK_Open,TICK_High,TICK_Low,TICK_Close,TICK_Volume,TICK_ATRPercentOfClose20,TICK_SQN25,TICK_SQN50,TICK_SQN100,TICK_SQN200,TICK_MACD,TICK_MACD_Avg,TICK_MACD_Diff,TICK_LinReg10,TICK_LinReg30,TICK_LinReg90,TICK_LinReg270
3/3/2017, 6, 815, -851, 815, 0, 177.734572595009, 1.57719448260501, 0, 0, 0, 31.3788879170141, 22.6134195679375, 8.76546834907662, 589.690909090909, 672.062365591398, 637.426356589147, 637.426356589147
3/6/2017, -666, 680, -765, 30, 0, 4850.36642772285, 0.964428770452052, 0, 0, 0, -15.4352057489007, 15.0036945045699, -30.4389002534706, 422.109090909091, 569.486021505376, 590.637420718816, 590.637420718816
3/7/2017, -509, 538, -805, 159, 0, 911.638007484913, 1.45862771235333, 0, 0, 0, -41.6464163902996, 3.67367232559597, -45.3200887158956, 296.854545454546, 502.941935483871, 558.730303030303, 558.730303030303
3/8/2017, -105, 616, -1066, -343, 0, -425.985192509026, 0.656993205253352, 0, 0, 0, -101.753246193216, -17.4117113781663, -84.3415348150492, 35.3272727272727, 394.862365591398, 486.013526570048, 486.013526570048
3/9/2017, -394, 875, -916, 66, 0, 2238.82234816767, 0.525489898602618, 0, 0, 0, -115.059129985321, -36.9411950995973, -78.1179348857237, -79.0909090909091, 349.931182795699, 453.081406105458, 453.081406105458
3/10/2017, 963, 980, -974, -376, 0, -399.319577739662, -0.428398976182618, 0, 0, 0, -159.43201181691, -61.4393584430598, -97.9926533738501, -267.327272727273, 216.748387096774, 386.079787234043, 386.079787234043
3/13/2017, 42, 645, -757, -102, 0, -1467.12699184909, -0.548099211011964, 0, 0, 0, -170.522651293888, -83.2560170132255, -87.2666342806626, -285.4, 149.161290322581, 345.977040816327, 345.977040816327
3/14/2017, -970, 945, -1001, 72, 0, 2109.64729875246, -0.69385191354865, 0, 0, 0, -163.388278789596, -99.2824693684996, -64.1058094210963, -289.472727272727, 102.550537634409, 322.462040816327, 322.462040816327
3/15/2017, 879, 969, -1276, 556, 0, 279.720998623504, 0.0241956031474556, 0, 0, 0, -117.32700940544, -102.891377375888, -14.4356320295522, -11.3454545454545, 131.449462365591, 338.157647058824, 338.157647058824
3/16/2017, 655, 740, -848, 603, 0, 258.190101945165, -0.00515287783897522, -1.2372435795627, 0, 0, -76.152772601267, -97.5436564209635, 21.3908838196965, 192.181818181818, 149.569892473118, 356.401960784314, 356.401960784314
3/17/2017, 503, 710, -695, 211, 0, 734.261610897099, -0.0436224249675451, -1.24476225180915, 0, 0, -74.2965725683537, -92.8942396504416, 18.5976670820879, 347.345454545455, 130.262365591398, 344.161103047895, 344.161103047895
3/20/2017, 16, 730, -897, 226, 0, 687.246636744794, -0.0145100964743564, -1.22702763309486, 0, 0, -70.7990190090244, -88.4751955221581, 17.6761765131337, 383.636363636364, 128.851612903226, 333.825995807128, 333.825995807128
3/21/2017, 838, 898, -1086, 282, 0, 558.41082591882, -0.0121715503034123, -1.21983241077471, 0, 0, -62.7847075991906, -83.3370979375646, 20.552390338374, 454.381818181818, 123.845161290322, 328.19797979798, 328.19797979798
3/22/2017, -321, 819, -887, -66, 0, -2395.88273126745, -0.128035124730835, -1.21750907963763, 0, 0, -83.5508772057403, -83.3798537911998, -0.171023414540528, 297.8, 74.8537634408602, 298.307142857143, 298.307142857143
3/23/2017, -83, 900, -1020, -207, 0, -772.086218601301, 0.0744742266105019, -0.977559978242051, 0, 0, -110.116384707103, -88.7271599743804, -21.3892247327223, 159.2, 26.5720430107526, 260.460526315789, 260.460526315789
3/24/2017, 655, 1052, -934, -459, 0, -352.419945289643, 0.201407757154272, -0.967474267401309, 0, 0, -149.777493037719, -100.937226587048, -48.8402664506707, -139.963636363636, -57.6752688172044, 207.691470054446, 207.691470054446
3/27/2017, -774, 839, -800, 359, 0, 450.885005970888, -0.0704634874483429, -0.980767409799505, 0, 0, -113.890583689481, -103.527898007535, -10.3626856819464, -97.2181818181818, -41.8795698924731, 213.05902980713, 213.05902980713
3/28/2017, -334, 878, -623, -58, 0, -2780.67812562709, -0.143929950669621, -0.911641361928166, 0, 0, -117.74111814668, -106.370542035364, -11.370576111316, -188.872727272727, -72.1032258064516, 190.589830508475, 190.589830508475
3/29/2017, -338, 676, -784, 195, 0, 823.155716523347, -0.48950624329177, -0.998261035023894, 0, 0, -99.2338033408189, -104.943194296455, 5.7093909556358, -89.2363636363636, -62.2924731182796, 185.89781420765, 185.89781420765
3/30/2017, 28, 722, -671, 480, 0, 332.197076012396, -0.34221102137384, -0.0761526995797932, 0, 0, -60.86785808448, -96.1281270540598, 35.2602689695798, 137.945454545455, -23.1526881720431, 199.747223691169, 199.747223691169
3/31/2017, -160, 871, -680, 718, 0, 221.778365824029, -0.362938893260716, -0.00594257724800796, 0, 0, -11.1296632758443, -79.1284342984167, 67.9987710225724, 375.654545454545, 37.0709677419355, 227.857142857143, 227.857142857143
4/3/2017, 459, 747, -883, 233, 0, 684.227567933776, -0.424750467460802, 0.0464022369693904, 0, 0, -10.7236170494107, -65.4474708486155, 54.7238537992048, 421.163636363636, 64.0430107526882, 224.395337301587, 224.395337301587
4/4/2017, -406, 793, -784, 673, 0, 236.75894823498, -0.227591952403925, 0.36314082812838, 0, 0, 24.8164318977884, -47.3946902993347, 72.2111221971231, 629.490909090909, 135.978494623656, 248.014423076923, 248.014423076923
4/5/2017, 821, 901, -1062, 321, 0, 502.13966839263, -0.396581088497461, 0.210886170872047, 0, 0, 24.2986191709753, -33.0560284052727, 57.354647576248, 625.290909090909, 167.554838709677, 249.241958041958, 249.241958041958
4/6/2017, 355, 815, -856, 328, 0, 492.324670354673, -0.345201948804794, 0.201111145005172, 0, 0, 24.1744226565664, -21.6099381929049, 45.7843608494713, 574.2, 186.144086021505, 250.843962008141, 250.843962008141
4/7/2017, -294, 895, -755, 183, 0, 883.379056188612, -0.522319141047087, 0.231897181530561, 0, 0, 12.2346741320972, -14.8410157279045, 27.0756898600017, 393.436363636364, 207.006451612903, 243.920544337138, 243.920544337138
4/10/2017, 445, 1004, -855, 267, 0, 610.001681342285, -0.410296774137646, -0.14784361469046, 0, 0, 9.44159851740369, -9.98449287884283, 19.4260913962465, 370.272727272727, 247.421505376344, 242.203324808184, 242.203324808184
4/11/2017, -280, 866, -967, 64, 0, 2560.81135113235, -0.867842216914495, -0.193825718571196, 0, 0, -9.04803734615851, -9.79720177230596, 0.749164426147454, 198.6, 233.901075268817, 229.07784679089, 229.07784679089
4/12/2017, -352, 1037, -908, 33, 0, 5012.7978832984, -0.660625356909358, -0.262809522671014, 0, 0, -25.904042226771, -13.018569863199, -12.885472363572, 60.1636363636363, 251.993548387097, 214.886116700201, 214.886116700201
4/13/2017, -451, 884, -1076, -208, 0, -802.650065583677, -1.02479317648793, -0.68885176461644, 0, 0, -58.0401823215327, -22.0228923548657, -36.017289966667, -95.690909090909, 209.470967741936, 188.111502347418, 188.111502347418
4/17/2017, 795, 845, -818, 711, 0, 234.766037917489, -0.915387214203339, -0.988447813252865, 0, 0, -9.24610197045951, -19.4675342779845, 10.221432307525, 151.054545454545, 321.404301075269, 212.649543378995, 212.649543378995
4/18/2017, -628, 759, -968, 122, 0, 1370.55508451941, -0.92318547965834, -1.06633497478487, 0, 0, -17.8975079407531, -19.1535290105382, 1.25602106978513, 97.7090909090909, 306.941935483871, 204.435024065161, 204.435024065161
4/19/2017, 802, 817, -974, 148, 0, 1133.7995560527, -0.772551254741048, -1.03402777059884, 0, 0, -22.3976407329688, -19.8023513550243, -2.59528937794446, 147.4, 303.784946236559, 198.003243243243, 198.003243243243
4/20/2017, 702, 721, -672, 86, 0, 1934.6188090815, -1.65770754615392, -1.05839938423358, 0, 0, -30.6140109749273, -21.9646832790049, -8.64932769592241, 133.909090909091, 259.365591397849, 188.648771929825, 188.648771929825
4/21/2017, -21, 853, -938, 76, 0, 2197.54416713104, -1.67976127678514, -1.09435233481633, 0, 0, -37.5001812673458, -25.0717828766731, -12.4283983906727, 131.181818181818, 238.176344086022, 179.225905673274, 179.225905673274
4/24/2017, 956, 956, -742, 228, 0, 733.125828363425, -1.37144985846571, -0.942134541540077, 0, 0, -30.3426203139148, -26.1259503641214, -4.21666994979334, 165.709090909091, 206.741935483871, 177.993006993007, 177.993006993007
4/25/2017, 640, 654, -688, 63, 0, 2627.06435592886, -1.45046215842489, -0.970885460300496, 0, 0, -37.5514529536606, -28.4110508820293, -9.14040207163135, 157.581818181818, 168.741935483871, 168.537487828627, 168.537487828627
4/26/2017, -160, 802, -959, -39, 0, -4257.30260775236, -1.62862333512375, -1.08490056265002, 0, 0, -50.9082141049867, -32.9104835266208, -17.997730578366, 84.7454545454545, 128.335483870968, 154.450632911392, 154.450632911392
4/27/2017, 410, 743, -652, -117, 0, -1407.76121040363, -1.28053818512519, -0.95546749296212, 0, 0, -67.0149846468521, -39.731383750667, -27.2836008961851, -15.6181818181819, 111.015053763441, 137.167592592593, 137.167592592593
4/28/2017, 243, 695, -607, 579, 0, 281.489911116345, -1.88262595167298, -1.23999577670061, 0, 0, -23.3491782662982, -36.4549426537933, 13.1057643874951, 84.4363636363636, 189.479569892473, 154.387533875339, 154.387533875339
5/1/2017, 701, 802, -996, -258, 0, -634.974905463355, -2.14735172897446, -1.30576178337989, 0, 0, -55.6412196688123, -40.2921980567971, -15.3490216120153, 36.2181818181818, 135.765591397849, 130.816044666471, 130.816044666471
5/2/2017, 338, 786, -531, 561, 0, 289.157485435059, -2.23454303335984, -1.57021078179911, 0, 0, -14.9738307999124, -35.2285246054202, 20.2546938055077, 205.981818181818, 189.993548387097, 147.013769363167, 147.013769363167
5/3/2017, -438, 671, -634, 215, 0, 747.123171454022, -2.18628109437677, -1.59038131843578, 0, 0, -10.5424140986386, -30.2913025040639, 19.7488884054252, 237.472727272727, 201.89247311828, 146.38431372549, 146.38431372549
5/4/2017, 96, 603, -820, -26, 0, -6142.88106805708, -1.99483881048315, -1.66452472735557, 0, 0, -26.1754361805621, -29.4681292393635, 3.29269305880139, 169.654545454545, 160.445161290323, 134.659370725034, 134.659370725034
5/5/2017, 752, 814, -747, 131, 0, 1217.81803344282, -2.48807286873671, -1.90366489504599, 0, 0, -25.6010183110656, -28.6947070537039, 3.09368874263836, 160.181818181818, 129.260215053763, 130.603849238172, 130.603849238172
5/8/2017, -23, 575, -829, 320, 0, 495.554544568623, -2.37471869210876, -1.8580625784191, 0, 0, -9.78230324737379, -24.9122262924379, 15.1299230450641, 243.4, 103.075268817204, 135.273249738767, 135.273249738767
5/9/2017, 300, 555, -869, 207, 0, 762.167060622519, -2.34473785687008, -1.88589192816658, 0, 0, -6.29148884422642, -21.1880788027956, 14.8965899585692, 249.563636363636, 112.060215053763, 134.731358529111, 134.731358529111
5/10/2017, -43, 614, -627, -101, 0, -1545.39754922196, -2.71385712283156, -1.93352047522384, 0, 0, -28.0546229859859, -22.5613876394337, -5.49323534655221, 121.072727272727, 55.1462365591398, 120.619475655431, 120.619475655431
5/11/2017, -548, 752, -778, -36, 0, -4331.41374577354, -2.72583558392045, -2.07766380828799, 0, 0, -39.6006155701451, -25.969233225576, -13.6313823445692, 2.81818181818187, 23.6236559139784, 109.9115995116, 109.9115995116
5/12/2017, -350, 795, -582, 172, 0, 901.275291310785, -3.03596618859988, -2.27881967034538, 0, 0, -31.6027394971058, -27.0959344798819, -4.50680501722391, 91.2, 38.9827956989247, 115.962148962149, 108.625656951744
5/15/2017, 709, 762, -812, 347, 0, 447.084676081217, -2.87040837475556, -2.32999372312532, 0, 0, -11.016338135071, -23.8800152109197, 12.8636770758487, 94.8363636363636, 94.4, 123.37264957265, 114.895511921459
5/16/2017, 372, 574, -796, 251, 0, 614.467981952881, -2.95014138635808, -2.29153044443798, 0, 0, -2.41996854219391, -19.5880058771746, 17.1680373349807, 196.109090909091, 107.696774193548, 120.324053724054, 116.889956531686
5/17/2017, -911, 720, -923, -566, 0, -273.383198404001, -3.12570688736414, -2.79447412406121, 0, 0, -60.8311323250715, -27.836631166754, -32.9945011583175, -37.1454545454546, 46.5483870967742, 81.4935286935287, 84.6138857782754
5/18/2017, -620, 837, -830, 382, 0, 406.631271680187, -3.2328263056576, -2.7295320518611, 0, 0, -30.2777007324534, -28.3248450798938, -1.95285565255951, 51.4909090909091, 90.210752688172, 78.3628815628815, 92.8249999999999
5/19/2017, 381, 745, -1142, 452, 0, 347.348425868893, -2.94451926096768, -2.6463693625899, 0, 0, -0.410736370915458, -22.7420233380982, 22.3312869671827, 173.454545454545, 142.827956989247, 88.9172161172161, 103.632946735395
5/22/2017, 723, 749, -737, 413, 0, 379.131753191532, -2.6530881577755, -2.40431192950875, 0, 0, 19.8828765775364, -14.2170433549713, 34.0999199325076, 302.236363636364, 180.030107526882, 105.901831501832, 112.491689459289
5/23/2017, 837, 899, -652, 5, 0, 31301.4686729395, -2.66869375660448, -2.41970494960135, 0, 0, 3.00883684680727, -10.7718673146156, 13.7807041614228, 262.4, 169.58064516129, 82.7289377289377, 104.655534941249
5/24/2017, 308, 649, -833, 469, 0, 332.818712572415, 0.686637058685855, 0.574374362873324, 0, 0, 26.7683916236229, -3.26381552696787, 30.0322071505907, 332.272727272727, 206.161290322581, 98.7802197802199, 115.577373737374
5/25/2017, 649, 754, -728, 345, 0, 451.296746048231, 0.688339091264858, 0.50103601106214, 0, 0, 35.1866366296907, 4.42627490436384, 30.7603617253269, 341.218181818182, 222.329032258065, 95.0654456654457, 121.252475247525
5/26/2017, -84, 570, -619, 364, 0, 422.685462959636, 0.690222462275574, 0.50072107040105, 0.0136132700264416, 0, 42.896809934961, 12.1203819104833, 30.7764280244777, 377.545454545455, 222.827956989247, 104.738217338217, 127.490972626675
5/30/2017, -530, 681, -751, -283, 0, -541.783155800149, 0.648809497322746, 0.488590797001414, -0.00020668801685599, 0, -3.16384414136525, 9.06353670011357, -12.2273808414788, 214.890909090909, 198.810752688172, 79.6285714285714, 108.530363601751
5/31/2017, 499, 814, -821, 214, 0, 718.847670265748, 0.637409385073274, 0.46898304008585, -0.0119078485270793, 0, 0.431527669391869, 7.33713489396923, -6.90560722457736, 239.090909090909, 205, 68.2866910866911, 109.244958924571
6/1/2017, 664, 745, -582, 288, 0, 530.47476168412, 0.659024448550988, 0.470028326606304, -0.00840740679131012, 0, 9.14663062460738, 7.69903404009686, 1.44759658451052, 127.472727272727, 221.718279569892, 66.8051282051282, 112.757142857143
6/2/2017, 347, 832, -715, 832, 0, 183.741460092278, 0.657822905331369, 0.503343203771925, 0.0232390438490162, 0, 59.2664790296953, 18.0125230380165, 41.2539559916787, 346.8, 302.423655913979, 96.3450549450549, 136.599460916442
6/5/2017, -433, 720, -796, -66, 0, -2323.77651601419, 0.712737365767566, 0.469073463348687, 0.0832447426253338, 0, 26.2234374208074, 19.6547059145747, 6.56873150623272, 245.363636363636, 263.709677419355, 88.2942612942613, 126.265561629342
6/6/2017, -710, 725, -772, -70, 0, -2188.36839362985, 0.729455157022106, 0.456757126423794, 0.0752913142838511, 0, -0.282916402917294, 15.6671814510763, -15.9500978539936, 163, 235.537634408602, 68.6735042735043, 116.131879543095
6/7/2017, 198, 720, -888, 479, 0, 320.598117278466, 0.67595685478286, 0.39080268901507, 0.0104520720892641, 0, 22.7480931813772, 17.0833637971365, 5.66472938424071, 215.036363636364, 267.94623655914, 82.4664224664224, 126.390248046211
6/8/2017, -111, 749, -820, 474, 0, 324.33158917208, 0.682623988226498, 0.403067310342112, 0.0478832038520975, 0, 40.1342335316777, 21.6935377440447, 18.440695787633, 332.290909090909, 290.236559139785, 94.4058608058608, 136.155129274395
6/9/2017, 467, 827, -863, 498, 0, 310.23396506865, 0.695538584122946, 0.450485175934985, 0.0585119212925437, 0, 55.2130131960821, 28.3974328344522, 26.8155803616299, 432.763636363636, 307.062365591398, 111.308913308913, 146.485995085995
6/12/2017, 71, 693, -767, -39, 0, -3950.5561249738, 0.751707098130335, 0.423457023985819, 0.406336664984129, 0, 23.5600569423125, 27.4299576560243, -3.86990071371178, 343.181818181818, 298.184946236559, 99.143833943834, 137.413931788932
6/13/2017, 515, 622, -572, 126, 0, 1209.03257484349, 0.688482705185046, 0.372790803159612, 0.367207405947769, 0, 11.6546347270535, 24.2748930702301, -12.6202583431766, 203.181818181818, 258.430107526882, 99.1362637362637, 134.448324905183
6/14/2017, 319, 799, -912, 42, 0, 3649.43331449441, 0.685023795141333, 0.372884765585307, 0.375349264691633, 0, -4.50664632167704, 18.5185851918487, -23.0252315135257, 111.254545454546, 260.139784946237, 100.368253968254, 128.650675360969
6/15/2017, -1097, 851, -1122, -146, 0, -1064.91362498854, 0.651553358338895, 0.305031626146102, 0.356353641471238, 0, -32.1144118576149, 8.39198578195596, -40.5063976395709, -21.4363636363637, 218.277419354839, 89.1958485958486, 116.530129672006
6/16/2017, -94, 629, -577, 181, 0, 849.356462905584, 0.633919258444674, 0.286761670404516, 0.315125515230185, 0, -27.2929813019239, 1.25499236517998, -28.5479736671039, 91.3090909090909, 204.167741935484, 92.3130647130647, 116.013193403298
6/19/2017, 771, 799, -702, 579, 0, 265.201802757539, 0.722617512323701, 0.309745969201886, 0.336345840846879, 0, 8.54481165540579, 2.71295622322515, 5.83185543218065, 197.454545454545, 249.688172043011, 118.011477411477, 129.071618037135
6/20/2017, -570, 582, -693, -78, 0, -1951.91348213826, 0.698898011704635, 0.302389343195944, 0.333670907429064, 0, -15.8847786105656, -1.006590743533, -14.8781878670326, 40.6545454545454, 221.556989247312, 111.735042735043, 119.578444154715
6/21/2017, 393, 687, -777, -714, 0, -212.82463449082, 0.788987460384943, 0.382550757488361, 0.358274593239558, 0, -85.5787906011636, -17.9210307150591, -67.6577598861044, -225.618181818182, 107.763440860215, 74.6383394383394, 89.0873095000712
6/22/2017, 217, 738, -727, -309, 0, -490.886568204281, 0.819220162669671, 0.384597348890842, 0.353915080487145, 0, -106.899412068428, -35.7167069857329, -71.182705082695, -287.909090909091, 30.7655913978494, 58.2200244200244, 72.9390756302521
6/23/2017, 317, 628, -578, 239, 0, 628.157958562204, 0.81811122879571, 0.370911083997418, 0.330893351786028, 0, -78.6702760434249, -44.3074207972713, -34.3628552461537, -113.381818181818, 28.9741935483871, 67.7489621489621, 75.3100550964187
6/26/2017, 965, 1043, -769, 302, 0, 502.262465203803, 0.819000424790579, 0.45228645735784, 0.338114854813471, 0, -50.631263191432, -45.5721892761034, -5.0590739153286, -10.3636363636364, 47.2688172043011, 77.1577533577534, 79.6828343042948
6/27/2017, 18, 599, -1122, -248, 0, -615.742343818432, 0.79962722178203, 0.480312924117598, 0.312622107967049, 0, -71.9610250516492, -50.8499564312126, -21.1110686204366, -82.9454545454546, 6.60645161290324, 59.6571428571429, 66.1307477009196
6/28/2017, 1140, 1159, -516, 549, 0, 279.497078695123, 0.774604332470371, 0.45470248993476, 0.275013193326869, 0, -24.2739606965299, -45.5347572842761, 21.2607965877462, 123.4, 64.5075268817205, 87.6984126984127, 78.5780225544191
6/29/2017, 122, 696, -1028, -55, 0, -2807.12184351712, -1.60199711731289, 0.440723513916068, 0.266441014666984, 0, -34.8180104388549, -43.3914079151918, 8.57339747633692, 55.8363636363636, -10.6172043010753, 84.7076923076923, 71.4392258064515
6/30/2017, 917, 1002, -713, 595, 0, 260.919523233226, -1.92924345137328, 0.317379510790231, 0.142631474973336, 0, 9.16962022386886, -32.8792022873797, 42.0488225112486, 273.254545454545, 56.6344086021506, 112.250549450549, 85.0624761904762
