Date,SMH_Open,SMH_High,SMH_Low,SMH_Close,SMH_Volume,SMH_ATRPercentOfClose20,SMH_SQN25,SMH_SQN50,SMH_SQN100,SMH_SQN200,SMH_MACD,SMH_MACD_Avg,SMH_MACD_Diff,SMH_LinReg10,SMH_LinReg30,SMH_LinReg90,SMH_LinReg270
1/3/2017, 72.84, 72.84, 71.32, 71.76, 2870740, 0, 0, 0, 0, 0, 0, 0, 0, 71.76, 71.76, 71.76, 71.76
1/4/2017, 72.08, 72.3, 71.78, 71.99, 1935225, 0, 0, 0, 0, 0, 0.018347578347587, 0.00366951566951741, 0.0146780626780696, 71.99, 71.99, 71.99, 71.99
1/5/2017, 72.16, 72.42, 71.57, 71.57, 1508335, 0, 0, 0, 0, 0, -0.000990901047870807, 0.00273743232603977, -0.00372833337391057, 71.6783333333333, 71.6783333333333, 71.6783333333333, 71.6783333333333
1/6/2017, 71.67, 72.22, 71.39, 71.94, 2593994, 0, 0, 0, 0, 0, 0.0133848304918445, 0.00486691195920071, 0.00851791853264376, 71.833, 71.833, 71.833, 71.833
1/9/2017, 72.04, 72.97, 72.04, 72.77, 2354399, 0, 0, 0, 0, 0, 0.0907061605529691, 0.0220347616779544, 0.0686713988750147, 72.4, 72.4, 72.4, 72.4
1/10/2017, 72.72, 73.21, 72.72, 73.05, 1771042, 0, 0, 0, 0, 0, 0.172588044098831, 0.0521454181621296, 0.120442625936701, 72.8342857142857, 72.8342857142857, 72.8342857142857, 72.8342857142857
1/11/2017, 72.85, 73.38, 72.76, 73.36, 2212901, 0, 0, 0, 0, 0, 0.259503046374363, 0.0936169438045762, 0.165886102569786, 73.2185714285714, 73.2185714285714, 73.2185714285714, 73.2185714285714
1/12/2017, 72.88, 72.88, 71.79, 72.14, 3917954, 0, 0, 0, 0, 0, 0.227319608882283, 0.120357476820118, 0.106962132062165, 72.9383333333333, 72.9383333333333, 72.9383333333333, 72.9383333333333
1/13/2017, 72.85, 73.35, 72.73, 73.21, 1130673, 0, 0, 0, 0, 0, 0.284870253481003, 0.153260032152295, 0.131610221328708, 73.1504444444444, 73.1504444444444, 73.1504444444444, 73.1504444444444
1/17/2017, 73, 73.07, 72.17, 72.35, 1565652, 0, 0, 0, 0, 0, 0.258109416588468, 0.174229909039529, 0.0838795075489386, 72.9932727272727, 72.9932727272727, 72.9932727272727, 72.9932727272727
1/18/2017, 72.73, 73.63, 72.6, 73.63, 2001051, 0, 0, 0, 0, 0, 0.336309793193024, 0.206645885870228, 0.129663907322796, 73.2825454545454, 73.2836363636363, 73.2836363636363, 73.2836363636363
1/19/2017, 73.13, 73.64, 72.93, 73.07, 1067148, 0, 0, 0, 0, 0, 0.349072939613194, 0.235131296618821, 0.113941642994373, 73.3223636363636, 73.3276923076923, 73.3276923076923, 73.3276923076923
1/20/2017, 73.76, 74.25, 73.66, 73.77, 2720985, 0, 0, 0, 0, 0, 0.410934972396944, 0.270292031774446, 0.140642940622498, 73.4610909090909, 73.5491208791208, 73.5491208791208, 73.5491208791208
1/23/2017, 73.56, 73.68, 72.76, 73.12, 1664337, 0, 0, 0, 0, 0, 0.402867505519296, 0.296807126523416, 0.10606037899588, 73.3292727272726, 73.5485714285714, 73.5485714285714, 73.5485714285714
1/24/2017, 73.44, 74.55, 73.44, 74.55, 4116704, 0, 0, 0, 0, 0, 0.506029831976747, 0.338651667614082, 0.167378164362665, 73.7930909090908, 73.8901666666667, 73.8901666666667, 73.8901666666667
1/25/2017, 75.26, 75.52, 74.87, 75.47, 2740210, 0, 0, 0, 0, 0, 0.654478608181563, 0.401817055727578, 0.252661552453985, 74.5336363636362, 74.3684558823529, 74.3684558823529, 74.3684558823529
1/26/2017, 75.55, 75.55, 74.62, 74.89, 2616556, 0, 0, 0, 0, 0, 0.717058377479589, 0.464865320077981, 0.252193057401608, 75.0038181818181, 74.6256862745097, 74.6256862745097, 74.6256862745097
1/27/2017, 75.25, 75.85, 75.25, 75.85, 1689866, 0, 0, 0, 0, 0, 0.834497702399915, 0.538791796542367, 0.295705905857548, 75.4781818181817, 75.0283040935672, 75.0283040935672, 75.0283040935672
1/30/2017, 75.62, 75.62, 74.65, 75.49, 1784671, 0, 0, 0, 0, 0, 0.88828067545829, 0.608689572325552, 0.279591103132738, 75.839818181818, 75.2867368421052, 75.2867368421052, 75.2867368421052
1/31/2017, 75.09, 75.36, 74.16, 74.44, 2182845, 0, 0, 0, 0, 0, 0.836534791951792, 0.6542586162508, 0.182276175700992, 75.5423636363635, 75.3031428571428, 75.3031428571428, 75.3031428571428
2/1/2017, 75.31, 75.52, 74.71, 75.2, 1706646, 0, 0, 0, 0, 0, 0.847086765934435, 0.692824246187527, 0.154262519746908, 75.6494545454543, 75.4477922077921, 75.4477922077921, 75.4477922077921
2/2/2017, 74.75, 75.44, 74.5, 75.28, 1145116, 1.37139678533475, 0, 0, 0, 0, 0.852082337961477, 0.724675864542317, 0.12740647341916, 75.5865454545452, 75.5804743083003, 75.5804743083003, 75.5804743083003
2/3/2017, 75.65, 75.8, 75.44, 75.61, 1645287, 1.33152774103954, 0, 0, 0, 0, 0.872610693960297, 0.754262830425913, 0.118347863534384, 75.6570909090907, 75.7442391304347, 75.7442391304347, 75.7442391304347
2/6/2017, 75.65, 75.81, 75.26, 75.52, 959936, 1.30287303859904, 0, 0, 0, 0, 0.871570395167808, 0.777724343374292, 0.0938460517935158, 75.4661818181815, 75.8677999999999, 75.8677999999999, 75.8677999999999
2/7/2017, 75.9, 76.04, 75.5, 75.84, 1426401, 1.26810816562829, 0, 0, 0, 0, 0.886349985627618, 0.799449471824957, 0.0869005138026604, 75.5409090909088, 76.0199076923076, 76.0199076923076, 76.0199076923076
2/8/2017, 75.83, 76.15, 75.57, 75.92, 1339320, 1.24163141619056, 1.176482969055, 0, 0, 0, 0.894210348687281, 0.818401647197422, 0.0758087014898589, 75.7569090909088, 76.1610256410256, 76.1610256410256, 76.1610256410256
2/9/2017, 76.02, 76.06, 75.25, 75.26, 1788875, 1.24370747091852, 0.912001278779032, 0, 0, 0, 0.837528748820205, 0.822227067521979, 0.0153016812982261, 75.6043636363633, 76.1891798941799, 76.1891798941799, 76.1891798941799
2/10/2017, 75.94, 75.94, 74.75, 75.34, 2011542, 1.25924280658696, 1.06236322651212, 0, 0, 0, 0.789957367171411, 0.815773127451865, -0.0258157602804544, 75.6512727272724, 76.2220689655172, 76.2220689655172, 76.2220689655172
2/13/2017, 75.9, 76.33, 75.72, 76.33, 1713532, 1.24561490103299, 1.19679918399188, 0, 0, 0, 0.822658337478799, 0.817150169457252, 0.00550816802154708, 75.9959999999996, 76.3783448275862, 76.3783448275862, 76.3783448275862
2/14/2017, 75.92, 75.92, 75.34, 75.74, 1922725, 1.25790726334904, 0.815366318173655, 0, 0, 0, 0.791838204956335, 0.812087776557069, -0.0202495716007339, 75.8810909090905, 76.4398279569892, 76.4398279569892, 76.4398279569892
2/15/2017, 75.97, 76.52, 75.65, 76.52, 1623028, 1.23967853266797, 0.930381140915374, 0, 0, 0, 0.820889802496225, 0.8138481817449, 0.00704162075132508, 76.1167272727269, 76.5814623655914, 76.5882661290322, 76.5882661290322
2/16/2017, 76.59, 76.81, 76.32, 76.81, 1929991, 1.20514504952175, 0.921877838310038, 0, 0, 0, 0.857430059229799, 0.82256455724188, 0.0348655019879188, 76.396545454545, 76.7445161290322, 76.7534659090909, 76.7534659090909
2/17/2017, 76.42, 77.09, 76.24, 77.09, 1688507, 1.19585979622619, 1.41625525177813, 0, 0, 0, 0.898623365112456, 0.837776318815995, 0.0608470462964612, 76.755636363636, 76.884, 76.9320677361854, 76.9320677361854
2/21/2017, 77.48, 77.82, 77.24, 77.82, 1121057, 1.17231290293656, 1.33424575423598, 0, 0, 0, 0.978890218836895, 0.865999098820175, 0.11289112001672, 77.2681818181814, 77.1051612903225, 77.173025210084, 77.173025210084
2/22/2017, 77.56, 77.74, 77.26, 77.48, 1310056, 1.15472277492511, 1.54972104280662, 0, 0, 0, 1.00349940373397, 0.893499159802934, 0.110000243931035, 77.6018181818178, 77.3005806451612, 77.3513809523809, 77.3513809523809
2/23/2017, 77.45, 77.47, 76.34, 76.62, 2727720, 1.18369256814327, 0.92313012788745, 0, 0, 0, 0.94274022490707, 0.903347372823761, 0.0393928520833084, 77.5649090909086, 77.3751612903225, 77.4192342342342, 77.4192342342342
2/24/2017, 75.78, 76.75, 75.5, 76.73, 1375859, 1.20435029770077, 1.15408338544508, 0, 0, 0, 0.89316833010075, 0.901311564279159, -0.00814323417840934, 77.3958181818177, 77.4613333333333, 77.4903271692745, 77.4903271692745
2/27/2017, 76.68, 77.1, 76.51, 77.1, 1888729, 1.17690413003179, 1.0583496413214, 0, 0, 0, 0.87366706402625, 0.895782664228577, -0.0221156002023271, 77.2903636363631, 77.491376344086, 77.5906477732793, 77.5906477732793
2/28/2017, 76.94, 76.98, 76.2, 76.39, 2416695, 1.18735885592589, 1.04654338693277, 0, 0, 0, 0.791793797853643, 0.87498489095359, -0.0831910930999475, 77.0416363636359, 77.4706666666666, 77.6103461538462, 77.6103461538462
3/1/2017, 77.01, 77.39, 76.41, 77.28, 1832562, 1.17970012750996, 0.91888035151367, 0, 0, 0, 0.789621936346833, 0.857912300032239, -0.0682903636854058, 76.9790909090904, 77.4850322580645, 77.7124024390244, 77.7124024390244
3/2/2017, 77.2, 77.36, 76.57, 76.6, 1917158, 1.1822306078495, 0.394691628190766, 0, 0, 0, 0.724676780621039, 0.831265196149999, -0.10658841552896, 76.7536363636359, 77.4666451612903, 77.7403832752613, 77.7403832752613
3/3/2017, 76.81, 76.87, 76.34, 76.87, 1335488, 1.15364799444787, 0.691969656052252, 0, 0, 0, 0.687073860543876, 0.802426929028774, -0.115353068484898, 76.6750909090904, 77.4260215053763, 77.7893466223699, 77.7893466223699
