Date,VTI_Open,VTI_High,VTI_Low,VTI_Close,VTI_Volume,VTI_ATRPercentOfClose20,VTI_SQN25,VTI_SQN50,VTI_SQN100,VTI_SQN200,VTI_MACD,VTI_MACD_Avg,VTI_MACD_Diff,VTI_LinReg10,VTI_LinReg30,VTI_LinReg90,VTI_LinReg270
1/19/2017, 117.03, 117.14, 116.24, 116.51, 1899267, 0, 0, 0, 0, 0, 0.168327612390229, 0.177520813920052, -0.00919320152982275, 116.804727272727, 116.92141025641, 116.92141025641, 116.92141025641
1/20/2017, 116.84, 117.23, 116.59, 116.91, 2636114, 0, 0, 0, 0, 0, 0.166183984437069, 0.175253448023455, -0.00906946358638616, 116.783272727273, 116.923296703297, 116.923296703297, 116.923296703297
1/23/2017, 116.75, 116.97, 116.17, 116.6, 1938950, 0, 0, 0, 0, 0, 0.137881324537162, 0.167779023326196, -0.0298976987890347, 116.726, 116.844857142857, 116.844857142857, 116.844857142857
1/24/2017, 116.82, 117.74, 116.74, 117.51, 2165876, 0, 0, 0, 0, 0, 0.186728171344498, 0.171568852929857, 0.0151593184146414, 116.927454545454, 117.00325, 117.00325, 117.00325
1/25/2017, 118.02, 118.56, 117.94, 118.52, 2427847, 0, 0, 0, 0, 0, 0.303440337118403, 0.197943149767566, 0.105497187350837, 117.456, 117.359485294118, 117.359485294118, 117.359485294118
1/26/2017, 118.56, 118.62, 118.23, 118.35, 2178512, 0, 0, 0, 0, 0, 0.377862229538209, 0.233926965721695, 0.143935263816515, 117.909818181818, 117.609803921569, 117.609803921569, 117.609803921569
1/27/2017, 118.45, 118.48, 118.02, 118.16, 1479541, 0, 0, 0, 0, 0, 0.416707162578916, 0.270483005093139, 0.146224157485777, 118.175454545454, 117.77432748538, 117.77432748538, 117.77432748538
1/30/2017, 117.73, 117.8, 116.68, 117.36, 3006131, 0, 0, 0, 0, 0, 0.378574763535852, 0.292101356781682, 0.0864734067541703, 118.155636363636, 117.753052631579, 117.753052631579, 117.753052631579
1/31/2017, 117, 117.46, 116.73, 117.46, 3309743, 0, 0, 0, 0, 0, 0.352361917977476, 0.30415346902084, 0.0482084489566351, 118.058727272727, 117.752428571429, 117.752428571429, 117.752428571429
2/1/2017, 117.86, 118.04, 117.07, 117.45, 2614514, 0, 0, 0, 0, 0, 0.327011547035994, 0.308725084623871, 0.0182864624121228, 117.970909090909, 117.748874458875, 117.748874458875, 117.748874458875
2/2/2017, 117.21, 117.72, 117.02, 117.53, 1745302, 0.692508295754275, 0, 0, 0, 0, 0.309805284366348, 0.308941124572367, 0.000864159793981578, 117.792545454545, 117.758339920949, 117.758339920949, 117.758339920949
2/3/2017, 117.99, 118.52, 117.92, 118.42, 1837627, 0.69473885323425, 0, 0, 0, 0, 0.363791200686507, 0.319911139795195, 0.043880060891312, 117.946, 117.910543478261, 117.910543478261, 117.910543478261
2/6/2017, 118.26, 118.41, 117.94, 118.14, 1598846, 0.681881041560859, 0, 0, 0, 0, 0.379605907767115, 0.331850093389579, 0.047755814377536, 117.858363636364, 117.996733333333, 117.996733333333, 117.996733333333
2/7/2017, 118.43, 118.53, 117.96, 118.13, 3366070, 0.671967789194108, 0, 0, 0, 0, 0.386872633738932, 0.342854601459449, 0.0440180322794826, 117.865272727273, 118.068861538462, 118.068861538462, 118.068861538462
2/8/2017, 117.92, 118.32, 117.69, 118.26, 1835984, 0.664303882890453, 0.880036362875679, 0, 0, 0, 0.398527502990461, 0.353989181765652, 0.0445383212248097, 118.085272727273, 118.149572649573, 118.149572649573, 118.149572649573
2/9/2017, 118.42, 119.21, 118.38, 119.04, 1635319, 0.666856084770612, 0.841634897711861, 0, 0, 0, 0.465339409065137, 0.376259227225549, 0.0890801818395886, 118.554909090909, 118.328624338624, 118.328624338624, 118.328624338624
2/10/2017, 119.29, 119.7, 119.21, 119.54, 1837821, 0.658469306629906, 1.14613608704499, 0, 0, 0, 0.552267946199834, 0.411460971020406, 0.140806975179428, 119.121636363636, 118.552906403941, 118.552906403941, 118.552906403941
2/13/2017, 119.92, 120.33, 119.87, 120.14, 1985570, 0.65530006549702, 1.22124798328111, 0, 0, 0, 0.661943945992547, 0.461557566014834, 0.200386379977713, 119.660363636364, 118.828689655172, 118.828689655172, 118.828689655172
2/14/2017, 120.1, 120.63, 119.85, 120.58, 2051179, 0.652607085547946, 1.62854080061731, 0, 0, 0, 0.775428630206306, 0.524331778853129, 0.251096851353178, 120.219454545454, 119.128129032258, 119.128129032258, 119.128129032258
2/15/2017, 120.57, 121.35, 120.45, 121.24, 1998213, 0.653718197431564, 1.82835477541003, 0, 0, 0, 0.908153911226123, 0.601096205327728, 0.307057705898395, 120.834363636363, 119.479225806452, 119.474838709677, 119.474838709677
2/16/2017, 121.25, 121.37, 120.64, 121.13, 2034805, 0.651729171499816, 1.622439787514, 0, 0, 0, 0.993016693663563, 0.679480302994895, 0.313536390668668, 121.220545454545, 119.843182795699, 119.770397727273, 119.770397727273
2/17/2017, 120.66, 121.31, 120.66, 121.31, 1948471, 0.645014894209744, 1.86376416566199, 0, 0, 0, 1.06254717342323, 0.756093677080561, 0.306453496342665, 121.650545454545, 120.188580645161, 120.054991087344, 120.054991087344
2/21/2017, 121.55, 122.13, 121.39, 122.03, 2423039, 0.642747021025607, 1.99191129251207, 0, 0, 0, 1.16234971826715, 0.837344885317879, 0.325004832949272, 122.115636363636, 120.621290322581, 120.390722689076, 120.390722689076
2/22/2017, 121.82, 122.03, 121.68, 121.87, 1973959, 0.625770887232026, 2.22389662800938, 0, 0, 0, 1.21453291188257, 0.912782490630818, 0.301750421251754, 122.311272727273, 120.972731182796, 120.674761904762, 120.674761904762
2/23/2017, 122.21, 122.23, 121.32, 121.78, 2024945, 0.632284144569049, 2.05358814580442, 0, 0, 0, 1.23439686230054, 0.977105364964763, 0.25729149733578, 122.297818181818, 121.285913978495, 120.920720720721, 120.920720720721
2/24/2017, 121.38, 121.99, 121.24, 121.98, 2962944, 0.630427815784045, 2.43871633242797, 0, 0, 0, 1.25184700166162, 1.03205369230413, 0.219793309357483, 122.317454545454, 121.617462365591, 121.163129445235, 121.163129445235
2/27/2017, 121.92, 122.36, 121.74, 122.25, 2625148, 0.622941560088924, 2.38236968368196, 0, 0, 0, 1.27279116211076, 1.08020118626546, 0.192589975845304, 122.37, 121.932021505376, 121.409433198381, 121.409433198381
2/28/2017, 122.18, 122.18, 121.61, 121.8, 2231827, 0.620253492896777, 2.29507002417733, 0, 0, 0, 1.23879822614231, 1.11192059424083, 0.126877631901478, 122.239272727273, 122.174494623656, 121.588076923077, 121.588076923077
3/1/2017, 122.81, 123.73, 122.65, 123.44, 2874677, 0.659587910426815, 2.2977295765191, 0, 0, 0, 1.32887443612552, 1.15531136261777, 0.17356307350775, 122.672545454545, 122.560838709677, 121.907768292683, 121.907768292683
3/2/2017, 123.42, 123.42, 122.61, 122.65, 2421598, 0.664480677374087, 1.5725158117164, 0, 0, 0, 1.32128315407675, 1.18850572090956, 0.132777433167188, 122.808909090909, 122.821462365591, 122.124843205575, 122.124843205575
3/3/2017, 122.63, 122.8, 122.33, 122.75, 1651644, 0.649886984325337, 1.68874535072884, 0, 0, 0, 1.30825541852199, 1.21245566043205, 0.0957997580899446, 122.880909090909, 123.027462365591, 122.331738648948, 122.331738648948
3/6/2017, 122.48, 122.48, 121.9, 122.27, 1716343, 0.654575496521128, 1.55163003518716, 0, 0, 0, 1.24484901125236, 1.21893433059611, 0.0259146806562445, 122.734727272727, 123.158967741935, 122.477357293869, 122.477357293869
3/7/2017, 122.21, 122.29, 121.75, 121.88, 1612658, 0.645989486885924, 1.79888197001111, 0, 0, 0, 1.14987420200971, 1.20512230487883, -0.0552481028691192, 122.545454545454, 123.185741935484, 122.575696969697, 122.575696969697
3/8/2017, 121.99, 122.18, 121.47, 121.54, 2374579, 0.644615260231806, 1.59557074083397, 0, 0, 0, 1.03523725229529, 1.17114529436212, -0.135908042066834, 122.214909090909, 123.195978494624, 122.635671497585, 122.635671497585
3/9/2017, 121.6, 121.89, 121.02, 121.6, 3852842, 0.647855360132772, 1.62481257084076, 0, 0, 0, 0.938410727564104, 1.12459838100252, -0.186187653438415, 121.905090909091, 123.255161290322, 122.694634597595, 122.694634597595
3/10/2017, 122.19, 122.25, 121.46, 122.04, 2987473, 0.645610055740231, 1.75357878725596, 0, 0, 0, 0.886955065993334, 1.07706971800068, -0.190114652007348, 121.797090909091, 123.338967741935, 122.784042553192, 122.784042553192
3/13/2017, 122.06, 122.16, 121.86, 122.13, 2003857, 0.625159572933848, 1.49959355277539, 0, 0, 0, 0.843712538369601, 1.03039828207447, -0.186685743704865, 121.770909090909, 123.397720430107, 122.872865646258, 122.872865646258
3/14/2017, 121.87, 121.87, 121.24, 121.69, 2269587, 0.632617320324516, 1.42272258697724, 0, 0, 0, 0.76511839235819, 0.977342304131211, -0.212223911773021, 121.509272727273, 123.321698924731, 122.919208163265, 122.919208163265
3/15/2017, 121.98, 123.04, 121.89, 122.79, 1892226, 0.650574489981072, 1.74864342443506, 0, 0, 0, 0.782571772065964, 0.938388197718162, -0.155816425652198, 121.961636363636, 123.363978494623, 123.0464, 123.0464
3/16/2017, 122.96, 123, 122.43, 122.64, 2050110, 0.642040439852716, 1.63247867301898, 1.79509459267991, 0, 0, 0.775362063608341, 0.905782970896198, -0.130420907287856, 122.239636363636, 123.35217204301, 123.152285067873, 123.152285067873
3/17/2017, 122.84, 122.88, 122.45, 122.57, 1973987, 0.627827752030351, 1.34597627217656, 1.55950485601036, 0, 0, 0.755293351128927, 0.875685046942743, -0.120391695813817, 122.514, 123.303333333333, 123.244651669086, 123.244651669086
3/20/2017, 122.51, 122.62, 122.07, 122.27, 3239871, 0.62039098051887, 1.03999620236165, 1.54054174584515, 0, 0, 0.707031045327341, 0.841954246619663, -0.134923201292322, 122.598545454545, 123.243247311828, 123.307756813417, 123.307756813417
3/21/2017, 122.69, 122.72, 120.44, 120.57, 3355145, 0.692232271117526, 0.150949519181375, 0.867928345411049, 0, 0, 0.525548828014664, 0.778673162898663, -0.253124334884, 122.017818181818, 122.923956989247, 123.243124579125, 123.243124579125
3/22/2017, 120.48, 120.91, 120.1, 120.73, 2896603, 0.690295060732279, 0.0612572055707832, 1.03370463268978, 0, 0, 0.390136277949026, 0.700965785908736, -0.31082950795971, 121.495818181818, 122.608623655914, 123.192655844156, 123.192655844156
3/23/2017, 120.66, 121.39, 120.47, 120.69, 2257114, 0.694111828221872, -0.16878956993065, 0.999554115032587, 0, 0, 0.276406943533502, 0.616054017433689, -0.339647073900187, 121.016181818182, 122.280107526881, 123.141372180451, 123.141372180451
3/24/2017, 120.42, 120.74, 119.66, 120.16, 2305692, 0.707254816250772, -0.303715488516235, 0.762224054631232, 0, 0, 0.141873625190456, 0.521217938985042, -0.379344313794586, 120.491090909091, 121.920666666666, 123.055880217786, 123.055880217786
3/27/2017, 119.18, 120.19, 118.89, 120.02, 2927702, 0.726833459295602, -0.408942466886068, 0.809716181518008, 0, 0, 0.0236851435804937, 0.421711379904133, -0.398026236323639, 120.038181818182, 121.569569892473, 122.965032144945, 122.965032144945
3/28/2017, 119.96, 121.14, 119.78, 120.86, 2699241, 0.741956182321903, -0.36289075250797, 0.931062835543938, 0, 0, -0.00217403880429856, 0.336934296162446, -0.339108334966745, 119.902545454545, 121.361956989247, 122.934050847458, 122.934050847458
3/29/2017, 120.88, 121.23, 120.58, 121.08, 3196549, 0.730419416795953, -0.240105442750722, 1.1307415556225, 0, 0, -0.00485944906242253, 0.268575547117473, -0.273434996179895, 120.108181818182, 121.206946236559, 122.918256830601, 122.918256830601
3/30/2017, 121.14, 121.62, 120.99, 121.53, 2076852, 0.717248612164662, -0.0660733948967389, 1.16977739688187, 0, 0, 0.0289894112659681, 0.220658319947172, -0.191668908681204, 120.532545454545, 121.149806451612, 122.931295610788, 122.931295610788
3/31/2017, 121.42, 121.72, 121.26, 121.32, 1815860, 0.701523760670563, -0.195837499303057, 1.24531588972769, 0, 0, 0.0384266732182397, 0.184211990601385, -0.145785317383146, 120.930909090909, 121.056817204301, 122.929569892473, 122.929569892473
4/3/2017, 121.45, 121.5, 120.33, 121.02, 3103060, 0.71643876642146, -0.376666792225443, 1.06435928212897, 0, 0, 0.0214510046826319, 0.151659793417635, -0.130208788735003, 121.233818181818, 120.936537634408, 122.908551587302, 122.908551587302
4/4/2017, 120.89, 121.11, 120.64, 121.08, 2462645, 0.699688210577377, -0.217441878747432, 1.16590724497307, 0, 0, 0.0126928483691842, 0.123866404407945, -0.11117355603876, 121.285636363636, 120.873741935483, 122.891572115385, 122.891572115385
4/5/2017, 121.49, 122.02, 120.44, 120.59, 3905750, 0.732915964092158, -1.05746755056859, 0.815846557275756, 0, 0, -0.0334019219432946, 0.0924127391376968, -0.125814661080991, 121.172363636364, 120.744236559139, 122.845300699301, 122.845300699301
4/6/2017, 120.69, 121.26, 120.38, 120.97, 2056068, 0.730455644410844, -0.631766413037816, 0.666611603079757, 0, 0, -0.038822019231489, 0.0661657874638596, -0.104987806695349, 121.19, 120.665204301075, 122.823265490728, 122.823265490728
4/7/2017, 120.84, 121.29, 120.59, 120.88, 1997440, 0.723403857868636, -0.705885698577528, 0.689298897843059, 0, 0, -0.0498056052067852, 0.0429715089297306, -0.0927771141365159, 121.055272727273, 120.593311827956, 122.796448639157, 122.796448639157
4/10/2017, 121.04, 121.51, 120.7, 121.03, 1669475, 0.719844711412069, -0.469762851355331, 0.781375286251394, 0, 0, -0.0458775816238131, 0.0252016908190219, -0.071079272442835, 120.905090909091, 120.565548387096, 122.778989769821, 122.778989769821
4/11/2017, 120.87, 121, 120.06, 120.99, 2895455, 0.724164518977541, -0.338047628241815, 1.01446408984123, 0, 0, -0.0454681320175183, 0.0110677262517139, -0.0565358582692322, 120.854, 120.510580645161, 122.759527950311, 122.759527950311
4/12/2017, 120.88, 120.99, 120.23, 120.37, 1967393, 0.723069135943657, -0.440745604216976, 0.804661280994092, 0, 0, -0.0940878722744998, -0.00996339345352886, -0.0841244788209709, 120.625636363636, 120.491505376343, 122.705762575453, 122.705762575453
4/13/2017, 120.15, 120.56, 119.55, 119.55, 2852219, 0.733869011282819, -0.750934057447518, 0.572456368412585, 0, 0, -0.196521140313152, -0.0472749428254535, -0.149246197487698, 120.242727272727, 120.33552688172, 122.608814553991, 122.608814553991
4/17/2017, 119.88, 120.61, 119.68, 120.59, 3198909, 0.735113510937209, -0.490490006715641, 0.797871681506695, 0, 0, -0.191572605126197, -0.0761344752856022, -0.115438129840595, 120.285090909091, 120.33817204301, 122.572568493151, 122.572568493151
4/18/2017, 120.2, 120.57, 119.85, 120.33, 1865766, 0.730615568600699, -0.611565047585739, 0.512793121093782, 0, 0, -0.206253124793093, -0.1021582051871, -0.104094919605993, 120.217454545455, 120.28976344086, 122.523576453166, 122.523576453166
4/19/2017, 120.72, 120.92, 120.08, 120.23, 1807017, 0.729595132672678, -0.499288766192924, 0.562002601560352, 0, 0, -0.223381701457555, -0.126402904441191, -0.0969787970163636, 120.164909090909, 120.215182795698, 122.471091891892, 122.471091891892
4/20/2017, 120.59, 121.43, 120.37, 121.22, 1783429, 0.736951506856742, -0.540562203699193, 0.797927787596836, 0, 0, -0.155281507089725, -0.132178624970898, -0.0231028821188272, 120.402727272727, 120.254193548386, 122.472322807018, 122.472322807018
4/21/2017, 121.21, 121.21, 120.61, 120.83, 2006549, 0.727605715286895, -0.622402437145681, 0.663264384034753, 0, 0, -0.131268175239271, -0.131996535024573, 0.000728359785302057, 120.547454545455, 120.249784946236, 122.452935748462, 122.452935748462
4/24/2017, 122.17, 122.28, 121.88, 122.11, 2178763, 0.743352458023174, -0.1323779197577, 0.761466811922306, 0, 0, -0.00885011552465187, -0.107367251124589, 0.0985171355999366, 121.124, 120.442086021505, 122.499210789211, 122.499210789211
4/25/2017, 122.56, 123.09, 122.52, 122.87, 2145193, 0.741696347495315, 0.198091939383538, 0.814064298554314, 0, 0, 0.147789106365991, -0.0563359796264726, 0.204125085992464, 121.926, 120.736365591397, 122.581265822785, 122.581265822785
4/26/2017, 122.9, 123.45, 122.85, 122.9, 3080062, 0.728849623319055, 0.872341188890519, 0.681436286248565, 0, 0, 0.271221099512616, 0.00917543620134505, 0.262045663311271, 122.63, 121.000344086021, 122.660825949367, 122.660825949367
4/27/2017, 123.12, 123.21, 122.69, 123.02, 1868179, 0.712866507646044, 0.856803131256836, 0.605510320039412, 0, 0, 0.374408887880918, 0.0822221265372596, 0.292186761343658, 123.147272727273, 121.345075268816, 122.742444444444, 122.742444444444
4/28/2017, 123.16, 123.21, 122.55, 122.61, 1795827, 0.706402380573244, 0.710902150192487, 0.348849155349663, 0, 0, 0.418280700558284, 0.149433841341465, 0.26884685921682, 123.214363636364, 121.626301075268, 122.800313158687, 122.800313158687
5/1/2017, 122.93, 123.19, 122.62, 122.93, 1983507, 0.692926023655586, 1.04548380522597, 0.451936797015275, 0, 0, 0.473413537264946, 0.214229780526161, 0.259183756738785, 123.433090909091, 121.943655913978, 122.870681751396, 122.870681751396
5/2/2017, 123.09, 123.25, 122.7, 122.93, 1756917, 0.680650177203141, 1.10239094270219, 0.408359047926769, 0, 0, 0.511213753633257, 0.27362657514758, 0.237587178485677, 123.472181818182, 122.238688172042, 122.937736660929, 122.937736660929
5/3/2017, 122.59, 122.78, 122.28, 122.63, 3690976, 0.67470203024874, 0.693212209601306, 0.163112954223868, 0, 0, 0.511071886074149, 0.321115637332894, 0.189956248741255, 123.245818181818, 122.378064516128, 122.987619047619, 122.987619047619
5/4/2017, 122.83, 122.83, 122.16, 122.72, 1564459, 0.667794772416337, 0.643313810945726, 0.224314904598996, 0, 0, 0.512316042418746, 0.359355718350064, 0.152960324068682, 123.117636363637, 122.526236559139, 123.039258549932, 123.039258549932
5/5/2017, 122.95, 123.33, 122.68, 123.33, 2057663, 0.65761927955393, 0.695047616883384, 0.391040521375236, 0, 0, 0.556113417988783, 0.398707258277808, 0.157406159710975, 123.040363636364, 122.736301075268, 123.116335204491, 123.116335204491
5/8/2017, 123.36, 123.45, 122.9, 123.14, 2150873, 0.648034566022551, 0.704406119462274, 0.296741764573826, 0, 0, 0.568933431122133, 0.432752492846673, 0.13618093827546, 123.017090909091, 122.869892473118, 123.181397596656, 123.181397596656
5/9/2017, 123.36, 123.43, 122.85, 123.1, 1846216, 0.639390963745054, 0.812227281938493, 0.222076640248787, 0, 0, 0.569303145900435, 0.460062623457425, 0.109240522443009, 123.075818181818, 122.969849462365, 123.241754341164, 123.241754341164
5/10/2017, 123.09, 123.38, 122.93, 123.37, 1468633, 0.62432987156655, 0.889985317145467, 0.398004098941027, 0, 0, 0.584643484876011, 0.484978795741143, 0.0996646891348685, 123.221272727273, 123.140193548386, 123.31134082397, 123.31134082397
5/11/2017, 123.02, 123.13, 122.33, 123.01, 1500018, 0.637122164396447, 0.953097283708464, -0.0971582662281314, 0, 0, 0.561281716439495, 0.500239379880813, 0.0610423365586822, 123.240727272728, 123.263333333333, 123.362163614164, 123.362163614164
5/12/2017, 122.91, 122.91, 122.6, 122.77, 1235304, 0.623147166003801, 0.710318757495107, 0.0473797209521756, 0, 0, 0.517436664628093, 0.503678836830269, 0.0137578277978238, 123.095818181819, 123.373569892472, 123.372676434676, 123.400327281414
5/15/2017, 123.07, 123.59, 123.04, 123.43, 3097149, 0.622041551420014, 0.97899491668387, 0.194641633605357, 0, 0, 0.529837986831367, 0.508910666830489, 0.0209273200008785, 123.234181818182, 123.545548387096, 123.427003663004, 123.464943899018
5/16/2017, 123.63, 123.65, 123.07, 123.36, 2128403, 0.614783230035537, 0.893536460138354, 0.305687661960216, 0, 0, 0.527932037140715, 0.512714940892534, 0.015217096248181, 123.321090909091, 123.675032258064, 123.468515262515, 123.5238549531
5/17/2017, 122.31, 122.56, 121.07, 121.14, 3703517, 0.689265942664064, 0.0578897048710762, -0.154594265292652, 0, 0, 0.343328435107964, 0.47883763973562, -0.135509204627657, 122.557636363637, 123.511741935483, 123.416446886447, 123.487285554311
5/18/2017, 120.94, 122.02, 120.85, 121.5, 2883455, 0.701010637692251, 0.347738561722228, 0.0084239026378715, 0, 0, 0.223501357331799, 0.427770383254856, -0.204269025923057, 122.017818181819, 123.361075268817, 123.36725030525, 123.466638157895
5/19/2017, 121.91, 122.77, 121.82, 122.37, 2144173, 0.713117208920716, 0.854205546141063, 0.193116349093826, 0, 0, 0.196474429076019, 0.381511192419089, -0.185036763343069, 121.967090909091, 123.340258064516, 123.354625152625, 123.482104810997
5/22/2017, 122.67, 123.1, 122.64, 123.02, 1810055, 0.703551822572318, 0.752720276852097, 0.238733330965643, 0, 0, 0.224912312304966, 0.350191416396264, -0.125279104091298, 122.155272727273, 123.386881720429, 123.374605616606, 123.523103303177
5/23/2017, 123.25, 123.39, 122.95, 123.23, 1796602, 0.685088030124193, 0.901129702748557, 0.265264775212844, 0, 0, 0.261381738626184, 0.332429480842248, -0.0710477422160638, 122.414545454546, 123.456344086021, 123.392642246642, 123.570791589363
5/24/2017, 123.44, 123.66, 123.23, 123.59, 1553843, 0.666334072777684, 1.04091521278998, 0.446343891955223, 0, 0, 0.315693890431959, 0.32908236276019, -0.0133884723282314, 122.845090909091, 123.554623655913, 123.428244200244, 123.63084040404
5/25/2017, 123.9, 124.27, 123.79, 124.11, 1492278, 0.657760185737364, 0.917886636602375, 0.320413175937912, 0, 0, 0.396129976428711, 0.342491885493894, 0.0536380909348162, 123.371272727273, 123.660774193548, 123.470354090354, 123.709005940594
5/26/2017, 124, 124.15, 123.93, 124.09, 1320846, 0.633837422993561, 1.04804660436741, 0.350706468247821, 1.42983770842521, 0, 0.453039958603611, 0.364601500115838, 0.0884384584877734, 123.782545454546, 123.685591397849, 123.512161172161, 123.78341875364
5/30/2017, 123.87, 124.06, 123.71, 123.89, 1348311, 0.618453801988115, 0.616817746753458, 0.320862549885143, 1.24417625798268, 0, 0.476510286990177, 0.386983257490706, 0.0895270294994712, 124.184727272728, 123.725075268816, 123.529787545788, 123.847285360746
5/31/2017, 124.01, 124.09, 123.31, 123.85, 2043851, 0.619210572885685, 0.353517420486484, 0.382047417671943, 1.28137008491292, 0, 0.486277521059534, 0.406842110204471, 0.0794354108550631, 124.534, 123.720860215053, 123.549147741148, 123.907184466019
6/1/2017, 124.17, 125, 123.96, 125, 1926671, 0.628838143834381, 0.694658434340349, 1.09932783388332, 1.39167223588588, 0, 0.580126179990685, 0.441498924161714, 0.138627255828971, 124.809818181819, 123.833182795698, 123.606803418803, 124.008401098901
6/2/2017, 125.09, 125.58, 124.87, 125.41, 2839385, 0.623750335542083, 0.783319407668593, 1.15476067651628, 1.54824156940552, 0, 0.67974975972318, 0.489149091274007, 0.190600668449172, 125.088727272728, 124.032752688171, 123.696449328449, 124.121392632525
6/5/2017, 125.42, 125.5, 125.22, 125.25, 1494246, 0.604497429950627, 0.874756622413608, 1.12502145988243, 1.50312984338349, 0, 0.737292453134998, 0.538777763646205, 0.198514689488793, 125.273090909091, 124.158989247311, 123.795758241758, 124.224454240875
6/6/2017, 124.96, 125.29, 124.78, 124.93, 2985175, 0.596154950342194, 0.661685833834907, 1.18817605015746, 1.37960125553798, 0, 0.748446501213934, 0.580711511159751, 0.167734990054183, 125.319818181819, 124.301440860214, 123.872371184371, 124.31209761163
6/7/2017, 125.12, 125.24, 124.68, 125.07, 1253346, 0.588100711992785, 0.706903763726037, 1.25911201693389, 1.46352582609249, 0, 0.759824214082443, 0.616534051744289, 0.143290162338153, 125.352727272728, 124.494129032257, 123.946061050061, 124.401758409786
6/8/2017, 125.12, 125.53, 124.88, 125.29, 1827022, 0.583654467607078, 0.882600325793973, 1.12055319425746, 1.44878804802564, 0, 0.777629268733477, 0.648753095142127, 0.12887617359135, 125.433272727273, 124.702537634408, 124.006527472527, 124.49624854045
6/9/2017, 125.48, 126.02, 124.45, 125.19, 2585550, 0.617619337280663, 0.818704394677077, 1.0397683157988, 1.53514561893325, 0, 0.774740017890451, 0.673950479691792, 0.100789538198659, 125.490545454546, 124.890838709677, 124.059035409035, 124.583891891892
6/12/2017, 125.06, 125.2, 124.63, 125.17, 1973626, 0.609601155168634, 0.620107764288696, 0.924807549164719, 1.48255354961472, 0, 0.76205197215431, 0.691570778184296, 0.0704811939700147, 125.478, 125.035268817204, 124.104783882784, 124.667805662806
6/13/2017, 125.52, 125.84, 125.32, 125.79, 1567671, 0.602898384313817, 0.87730083114116, 1.12373225380692, 1.67541104883617, 0, 0.792885532080064, 0.711833728963449, 0.0810518031166143, 125.580727272728, 125.263182795698, 124.173755799756, 124.770690581542
6/14/2017, 126, 126.02, 125.1, 125.61, 2584291, 0.610195512894621, 0.829788314195748, 1.15865752403379, 1.57146699476135, 0, 0.793648172681955, 0.728196617707151, 0.0654515549748046, 125.509636363637, 125.449806451612, 124.248586080586, 124.863851886353
6/15/2017, 124.77, 125.35, 124.63, 125.33, 2483525, 0.620077598786872, 0.647271098441956, 1.07070230256262, 1.58156252878698, 0, 0.762865077168527, 0.735130309599426, 0.0277347675691013, 125.475818181818, 125.563612903225, 124.299687423687, 124.944204424104
