Date,XOP_Open,XOP_High,XOP_Low,XOP_Close,XOP_Volume,XOP_ATRPercentOfClose20,XOP_SQN25,XOP_SQN50,XOP_SQN100,XOP_SQN200,XOP_MACD,XOP_MACD_Avg,XOP_MACD_Diff,XOP_LinReg10,XOP_LinReg30,XOP_LinReg90,XOP_LinReg270
4/26/2017, 35.83, 36.74, 35.76, 35.87, 15575590, 2.36337922582307, 0.10511069968911, -0.930960267981796, 0, 0, -0.436304887985045, -0.37215810012723, -0.0641467878578149, 35.2430909090907, 36.2033548387094, 35.0963639240507, 35.0963639240507
4/27/2017, 35.57, 35.58, 34.65, 35.25, 20205681, 2.45775013301447, 0.0148815350397659, -1.15304289927594, 0, 0, -0.463355835903513, -0.390397647282487, -0.0729581886210264, 35.3154545454544, 36.0964086021503, 35.0229537037037, 35.0229537037037
4/28/2017, 35.57, 35.63, 34.87, 34.95, 12603091, 2.46363111814941, -0.0454763719833684, -1.19219373833351, 0, 0, -0.50320081406295, -0.41295828063858, -0.0902425334243703, 35.2150909090907, 35.935827956989, 34.9386269196025, 34.9386269196025
5/1/2017, 34.83, 35.07, 34.7, 34.89, 10700257, 2.39749820006752, -0.0833219715376942, -1.06695495926115, 0, 0, -0.533470232118773, -0.437060670934618, -0.0964095611841549, 35.2012727272726, 35.7694193548384, 34.8554687040846, 34.8554687040846
5/2/2017, 34.93, 35.42, 34.4, 34.67, 17266586, 2.43917728844356, -0.227021012972207, -1.0778224836188, 0, 0, -0.56865601285061, -0.463379739317817, -0.105276273532793, 35.0887272727271, 35.5884301075266, 34.765843373494, 34.765843373494
5/3/2017, 34.69, 35, 34.27, 34.69, 19703114, 2.42110010841226, -0.604497418414599, -1.19546653373961, 0, 0, -0.588147367978401, -0.488333265049934, -0.0998141029284672, 34.8543636363634, 35.3683870967739, 34.6813193277311, 34.6813193277311
5/4/2017, 34.3, 36.49, 33.01, 33.51, 30432058, 2.900285425926, -1.45427048245484, -1.22722387881538, 0, 0, -0.690846892731187, -0.528835990586184, -0.162010902145003, 34.2345454545453, 34.9797419354836, 34.54614500684, 34.54614500684
5/5/2017, 33.66, 34.86, 33.55, 34.83, 20716402, 2.84464933653865, -0.669569179040876, -0.81113684415813, 0, 0, -0.658137438987865, -0.554696280266521, -0.103441158721344, 34.1754545454543, 34.7608602150535, 34.4772093023256, 34.4772093023256
5/8/2017, 34.86, 35.42, 34.61, 35.29, 12937039, 2.78195464925075, -0.674049472301594, -0.536449606400255, 0, 0, -0.588315075639244, -0.561420039341065, -0.0268950362981787, 34.3445454545452, 34.605204301075, 34.4322701149425, 34.4322701149425
5/9/2017, 35.34, 35.43, 34.77, 34.84, 15670858, 2.77171126846889, -0.774041181071067, -0.710125477576862, 0, 0, -0.562803935401561, -0.561696818553164, -0.00110711684839682, 34.5050909090907, 34.4026021505373, 34.3694484167518, 34.3694484167518
5/10/2017, 35.24, 35.87, 35.09, 35.64, 16484635, 2.71852131211513, -0.641271064936943, -0.439411440390789, 0, 0, -0.472585190937259, -0.543874493029983, 0.0712893020927241, 34.9661818181816, 34.3662580645158, 34.3448764044944, 34.3448764044944
5/11/2017, 35.9, 35.95, 35.27, 35.43, 14116895, 2.69386662674553, -0.449004029645422, -0.73370116127286, 0, 0, -0.413267539964515, -0.51775310241689, 0.104485562452375, 35.2432727272726, 34.3721290322577, 34.3125152625153, 34.3125152625153
5/12/2017, 35.45, 35.59, 35.15, 35.29, 11006127, 2.63166647368417, -0.675526039176981, -0.572182842408901, 0, 0, -0.373252086467758, -0.488852899227064, 0.115600812759305, 35.4021818181816, 34.350709677419, 34.2839877899878, 34.2757668418539
5/15/2017, 36.22, 36.28, 35.34, 35.55, 15402028, 2.62103894130798, -0.519546636859429, -0.486381410950449, 0, 0, -0.31690662191653, -0.454463643764957, 0.137557021848427, 35.6203636363635, 34.4062580645158, 34.276192918193, 34.2519495091165
5/16/2017, 35.7, 35.7, 34.96, 35.21, 14837732, 2.61911495726566, -0.859603322612783, -0.623707961312577, 0, 0, -0.296272350579628, -0.422825385127891, 0.126553034548264, 35.6410909090907, 34.4208602150534, 34.2555262515263, 34.2150469000229
5/17/2017, 34.9, 35.33, 34.66, 34.69, 17343184, 2.62202611020633, -1.05119180326362, -0.628491431567954, 0, 0, -0.318211057075452, -0.401902519517403, 0.0836914624419516, 35.4567272727271, 34.4162365591394, 34.2102735042735, 34.1581343784995
