Date,XOP_Open,XOP_High,XOP_Low,XOP_Close,XOP_Volume,XOP_ATRPercentOfClose20,XOP_SQN25,XOP_SQN50,XOP_SQN100,XOP_SQN200,XOP_MACD,XOP_MACD_Avg,XOP_MACD_Diff,XOP_LinReg10,XOP_LinReg30,XOP_LinReg90,XOP_LinReg270
5/18/2017, 34.56, 34.88, 34.22, 34.69, 11556509, 2.58605308373897, -0.842709863097738, -0.276761735782133, 0, 0, -0.331773165502938, -0.38787664871451, 0.0561034832115725, 35.0363636363635, 34.3722795698921, 34.1442075702076, 34.1036973684211
5/19/2017, 34.99, 35.62, 34.83, 35.52, 16431258, 2.53025541669931, -0.239924539448775, -0.116778352161042, 0, 0, -0.272407032042963, -0.364782725380201, 0.0923756933372376, 35.1023636363635, 34.4818924731179, 34.1187521367522, 34.0856679553265
5/22/2017, 35.81, 35.81, 35.08, 35.24, 12240002, 2.52641710502558, -0.392066386072474, -0.165324330067172, 0, 0, -0.245126932813143, -0.340851566866789, 0.0957246340536462, 35.1259999999998, 34.5555053763437, 34.0936678876679, 34.0573027561541
5/23/2017, 35.27, 35.33, 34.88, 35.21, 15797356, 2.46604350588033, -0.218967497254242, -0.236145665180251, 0, 0, -0.223353328769122, -0.317351919247256, 0.0939985904781342, 35.0519999999999, 34.6794193548383, 34.0652698412699, 34.0291156462585
5/24/2017, 35.1, 35.46, 34.52, 34.75, 18333162, 2.50900495683292, -0.0382468259541238, -0.234938818238797, 0, 0, -0.240444056896813, -0.301970346777167, 0.0615262898803545, 34.958909090909, 34.765268817204, 34.0152454212455, 33.9839818181819
5/25/2017, 34.57, 35.45, 33.6, 33.85, 28479704, 2.72019279578868, -0.37557989130294, -0.756722103952676, 0, 0, -0.322888997089194, -0.306154076839573, -0.0167349202496215, 34.5614545454544, 34.7118494623653, 33.9442930402931, 33.9053128712872
5/26/2017, 33.97, 34.03, 33.57, 33.93, 12902336, 2.64587680019377, -0.389225138512372, -0.63729828626895, -1.35097502160377, 0, -0.377421198127792, -0.320407501097216, -0.0570136970305751, 34.2498181818181, 34.6315913978491, 33.880822954823, 33.8328246942342
5/30/2017, 33.61, 33.66, 32.97, 32.98, 20677190, 2.73153031652656, -0.801146703862369, -0.838630550973521, -1.54866730412577, 0, -0.491628236569689, -0.354651648191711, -0.136976588377978, 33.7361818181817, 34.4569462365588, 33.7785982905984, 33.726443936798
5/31/2017, 32.58, 32.8, 32.07, 32.57, 21133484, 2.76731889306397, -1.23355314395701, -0.95874737628014, -1.60682134613423, 0, -0.608210637211407, -0.40536344599565, -0.202847191215757, 33.1530909090908, 34.2162580645158, 33.6685054945056, 33.6083028379388
6/1/2017, 32.8, 33.34, 32.46, 33.01, 20025268, 2.72720380277912, -0.968583653345417, -0.646478128989795, -1.4623697746482, 0, -0.657519234441104, -0.455794603684741, -0.201724630756363, 32.7619999999999, 33.9871397849459, 33.5743614163614, 33.5111318681319
6/2/2017, 32.69, 32.71, 31.99, 32.32, 18469722, 2.80395258828131, -1.00413052490535, -0.730192393677778, -1.42553905244264, 0, -0.74370096464169, -0.513375875876131, -0.230325088765559, 32.2241818181817, 33.6856559139781, 33.4699120879121, 33.3916064690027
6/5/2017, 32.13, 32.49, 31.98, 32.22, 12083758, 2.75116574396615, -0.940679945423333, -0.722540565892678, -1.44605430791364, 0, -0.810724246540808, -0.572845550009066, -0.237878696531742, 31.9470909090908, 33.396709677419, 33.3736996336997, 33.2726185857874
6/6/2017, 32.17, 33.13, 32, 33.04, 22882365, 2.71974673901513, -0.579804527662858, -0.492525751307925, -1.32560249075753, 0, -0.788583236672139, -0.615993087341681, -0.172590149330458, 32.0772727272726, 33.2484516129029, 33.3244322344322, 33.1880633437176
6/7/2017, 32.81, 33.05, 31.57, 31.68, 28473795, 2.92826422488027, -0.896676642187662, -0.841290211617242, -1.50212155921517, 0, -0.870739616556541, -0.666942393184653, -0.203797223371889, 31.8516363636363, 32.9900645161286, 33.2110231990232, 33.0568943255182
6/8/2017, 31.54, 31.98, 31.37, 31.43, 26648552, 2.90101941177208, -0.985447817230305, -1.14965436885875, -1.5126854627992, 0, -0.94512721200379, -0.72257935694848, -0.22254785505531, 31.6401818181817, 32.7137419354835, 33.0684004884005, 32.9211943286072
6/9/2017, 31.6, 32.79, 31.48, 32.61, 27990091, 2.86476811120505, -0.227604434177652, -1.03143649117933, -1.34245719183983, 0, -0.898506357017979, -0.75776475696238, -0.140741600055599, 31.8374545454544, 32.5744516129028, 32.9819755799756, 32.8324471744472
6/12/2017, 33.03, 33.37, 32.62, 32.82, 24546041, 2.81989895493836, -0.616342333396554, -0.906938439052643, -1.29205552640841, 0, -0.834988520695553, -0.773209509709015, -0.0617790109865386, 32.190909090909, 32.458838709677, 32.9035360195361, 32.7542857142857
6/13/2017, 32.86, 33.68, 32.72, 33.66, 23594652, 2.75465328330431, -0.463403303170978, -0.79430597650779, -1.10260999141753, 0, -0.708699748412222, -0.760307557449656, 0.0516078090374341, 32.7050909090908, 32.4595483870964, 32.8729133089134, 32.7084908343869
6/14/2017, 33.34, 33.42, 32.1, 32.2, 33877755, 2.97781205093857, -0.729688341085987, -1.05541457778511, -1.35288732756837, 0, -0.718146439661325, -0.75187533389199, 0.0337288942306651, 32.5958181818181, 32.2682795698921, 32.7971526251527, 32.61344201211
6/15/2017, 32.09, 32.36, 31.17, 31.41, 25871090, 3.08950240809331, -1.21856228147701, -1.33845734687882, -1.42524661809254, 0, -0.78038363149853, -0.757576993413298, -0.0228066380852321, 32.3218181818181, 31.9940430107523, 32.6792942612943, 32.4942639206713
6/16/2017, 31.67, 31.67, 31.18, 31.65, 14470439, 2.99018031931438, -1.07436001752057, -1.11070475586065, -1.47823722920242, 0, -0.801106404231398, -0.766282875576918, -0.0348235286544794, 32.0799999999999, 31.6927526881716, 32.5567081807082, 32.3872548725637
6/19/2017, 31.8, 31.93, 31.46, 31.56, 15067724, 2.92323342050017, -1.0631882480201, -1.24912193057575, -1.53538213220895, 0, -0.815392264301515, -0.776104753321838, -0.0392875109796774, 31.8236363636363, 31.4800430107523, 32.4376385836386, 32.2807161803714
6/20/2017, 31.01, 31.37, 30.39, 31.19, 29794571, 2.99757564647117, -1.2598230361071, -1.29791441847516, -1.63021196214236, 0, -0.846808339692053, -0.790245470595881, -0.0565628690961726, 31.6394545454544, 31.272150537634, 32.3239780219781, 32.1651803563668
6/21/2017, 31.04, 31.42, 29.9, 30.17, 40115298, 3.19587885955466, -1.44044187866374, -1.65892972531412, -1.72808023107992, 0, -0.943139357850537, -0.820824248046812, -0.122315109803725, 30.9318181818181, 30.9312903225802, 32.1821123321124, 32.0192323030908
6/22/2017, 30.39, 30.74, 30.13, 30.21, 20245787, 3.13302489020609, -1.28662903052927, -1.65889318910768, -1.57644869958912, 0, -1.00467346771431, -0.857594091980311, -0.147079375733994, 30.2703636363635, 30.6789677419351, 32.0423418803419, 31.8791974789916
6/23/2017, 30.34, 31.03, 30.2, 31.02, 18280918, 3.03243867944776, -0.982301489486563, -1.28963708950268, -1.38773735149952, 0, -0.976819297747575, -0.881439133133764, -0.0953801646138114, 30.1912727272726, 30.5504516129028, 31.9522832722833, 31.7702079889807
6/26/2017, 31.2, 31.58, 30.85, 31.1, 20386058, 2.99076962844521, -1.22157181153508, -1.10565436976218, -1.32978537771078, 0, -0.937482619879081, -0.892647830482827, -0.0448347893962536, 30.2685454545454, 30.4512043010748, 31.8690012210013, 31.6672876304024
6/27/2017, 31.31, 31.61, 31.09, 31.13, 15385390, 2.92201377039556, -1.13519472231913, -1.13288415386005, -1.36498073895611, 0, -0.893586560353864, -0.892835576457034, -0.00075098389682926, 30.6179999999999, 30.4001290322576, 31.778800976801, 31.5685965613755
6/28/2017, 31.11, 31.72, 30.93, 31.31, 17161847, 2.88611224014031, -1.06691788688244, -0.977382125413553, -1.42862338355768, 0, -0.834652763741758, -0.881199013913979, 0.0465462501722211, 30.8756363636363, 30.3777419354834, 31.698170940171, 31.4788014686599
6/29/2017, 31.53, 32.15, 31.45, 31.7, 19537537, 2.84056673586289, -0.816061068110842, -0.682750313084224, -1.2670189294132, 0, -0.747856737749462, -0.854530558681076, 0.106673820931614, 31.1585454545454, 30.3953333333329, 31.6513455433456, 31.4042761290323
6/30/2017, 31.92, 32.27, 31.51, 31.92, 17627862, 2.79898706925159, -0.515073353208684, -0.637034350619546, -1.09421343816956, 0, -0.653781711826731, -0.814380789310207, 0.160599077483476, 31.5496363636363, 30.4601290322576, 31.5945225885226, 31.339100952381
7/3/2017, 32.18, 32.78, 32.11, 32.61, 9018922, 2.7346361204534, -0.321028929401267, -0.49050313568513, -0.972869157034083, 0, -0.517582968305192, -0.755021225109204, 0.237438256804012, 32.1463636363636, 30.6856774193544, 31.5721318681319, 31.2976890388701
7/5/2017, 32.32, 32.32, 31.37, 31.5, 21279149, 2.88627491090749, -0.372176377573823, -0.784294000571228, -1.26280650714876, 0, -0.493523178158064, -0.702721615718976, 0.209198437560912, 32.2283636363636, 30.7704946236555, 31.4887423687424, 31.2231766732284
7/6/2017, 31.85, 31.9, 30.68, 30.79, 23737114, 3.00330551181899, -0.459863980439431, -1.10073077159242, -1.45102387416117, 0, -0.525686896097966, -0.667314671794774, 0.141627775696808, 31.8441818181818, 30.7873548387092, 31.3856507936508, 31.1290697674419
7/7/2017, 30.56, 30.69, 29.92, 30.66, 22767459, 3.00711636899744, -0.629049888437475, -1.08716311910111, -1.43049984169385, 0, -0.55526602672213, -0.644904942780245, 0.0896389160581154, 31.3892727272727, 30.7855698924727, 31.2753943833944, 31.0338223017293
7/10/2017, 30.5, 31.25, 30.43, 31.13, 13950869, 2.94533499774457, -0.294036478224339, -0.844271046810619, -1.38401791067211, 0, -0.534619863801208, -0.622847926984438, 0.0882280631832302, 31.2341818181818, 30.8098064516125, 31.2138461538462, 30.9557240164416
7/11/2017, 31.13, 31.72, 30.83, 31.41, 11417141, 2.91479989034699, -0.180991216912715, -0.714001787513496, -1.30770082988452, 0, -0.490015378734373, -0.596281417334425, 0.106266038600052, 31.1858181818181, 30.8924516129028, 31.1493333333334, 30.8884559333796
7/12/2017, 31.86, 32.2, 31.25, 31.4, 20042070, 2.92121564738882, -0.432821152001152, -0.703697313280744, -1.21899162810265, 0, -0.450282344807544, -0.567081602829049, 0.116799258021505, 31.1230909090909, 30.9267526881716, 31.0871746031747, 30.8229630895421
7/13/2017, 31.43, 31.67, 31.13, 31.64, 12910813, 2.83943940460204, 0.0357912639502164, -0.600298028441303, -1.14512131963151, 0, -0.394875753043703, -0.53264043287198, 0.137764679828277, 31.1645454545454, 30.9743655913974, 31.0455726495727, 30.7666199079789
7/14/2017, 31.78, 32.01, 31.63, 31.91, 10043849, 2.73418582336346, 0.205112187151376, -0.540644856883464, -1.16930219870168, 0, -0.325427560031649, -0.491197858303913, 0.165770298272265, 31.3592727272727, 31.0915698924727, 31.0085054945055, 30.7200066334992
7/17/2017, 31.82, 32.24, 31.7, 31.89, 8824828, 2.68377159430391, -0.204239540015228, -0.305796505761415, -1.02053947898417, 0, -0.268903448013301, -0.446738976245791, 0.17783552823249, 31.5796363636363, 31.1673333333329, 30.9389255189256, 30.674302832244
7/18/2017, 32.21, 32.23, 31.29, 31.5, 15343668, 2.73035562968997, -0.411199135660766, -0.726384328946732, -1.08457822910074, 0, -0.252664859417571, -0.407924152880147, 0.155259293462576, 31.8049090909091, 31.1897204301071, 30.8608278388279, 30.6187140403607
7/19/2017, 31.53, 32.7, 31.4, 32.66, 23633359, 2.70073154373767, -0.274071419646321, -0.520567260149439, -0.745723964190641, 0, -0.14452733434209, -0.355244789172536, 0.210717454830446, 32.2694545454545, 31.4186021505372, 30.8348791208792, 30.5983243414789
7/20/2017, 32.9, 32.97, 31.97, 32.04, 20447602, 2.77139817751401, -0.0154337952625627, -0.564903204544979, -0.894425402984831, 0, -0.107615856469938, -0.305719002632016, 0.198103146162078, 32.3145454545455, 31.4806021505372, 30.7899120879122, 30.5609571473257
7/21/2017, 32.02, 32.15, 31.52, 31.65, 18306222, 2.76479676863101, 0.133450994408287, -0.842199813602903, -0.916201848782754, 0, -0.10858132700919, -0.266291467507451, 0.157710140498261, 32.1307272727273, 31.4741290322576, 30.7203956043957, 30.5137029804728
7/24/2017, 31.83, 31.93, 31.43, 31.62, 9641757, 2.70811280331476, 0.0297711444586357, -0.804649092258407, -1.08884596814482, 0, -0.110493518149525, -0.235131877635866, 0.124638359486341, 31.9765454545455, 31.5410967741931, 30.6768888888889, 30.4670516717326
7/25/2017, 32.21, 32.98, 32.12, 32.63, 19641030, 2.70147105420693, 0.422977477252483, -0.513083369814247, -0.761802380848023, 0, -0.0301626876395389, -0.1941380396366, 0.163975351997062, 32.2005454545455, 31.7566021505371, 30.6725616605617, 30.4501748077115
7/26/2017, 32.9, 33.26, 32.42, 32.58, 22370189, 2.69924955413854, 0.544727402685432, -0.580329364892119, -0.757084356718272, 0, 0.0291297030750037, -0.14948449109428, 0.178614194169283, 32.3387272727273, 32.0229892473113, 30.6660463980465, 30.4325893824486
7/27/2017, 32.63, 32.98, 32.29, 32.91, 13272395, 2.64340543756128, 1.13015172772966, -0.433204598912956, -0.734877599789715, 0, 0.101576679240814, -0.0992722570272608, 0.200848936268075, 32.5745454545455, 32.2408817204296, 30.6778949938951, 30.4248339160839
7/28/2017, 32.87, 33.54, 32.58, 32.84, 15980718, 2.66275119679156, 1.08460784483944, -0.341188555066167, -0.668821472366367, 0, 0.151595516074529, -0.0490987024069028, 0.200694218481432, 32.7709090909092, 32.3926451612898, 30.6715286935288, 30.4156053639847
7/31/2017, 32.77, 32.85, 32.1, 32.52, 15875463, 2.66981893719259, 0.649711672693327, -0.412986633165894, -0.495252500500425, 0, 0.163529413695535, -0.00657307918641521, 0.17010249288195, 32.8020000000001, 32.5105806451608, 30.6448180708182, 30.3981209258385
8/1/2017, 32.48, 32.66, 32.06, 32.28, 12999177, 2.64812225048413, 0.517338746827323, -0.657083978504308, -0.57861844606754, 0, 0.151870451276722, 0.0251156269062121, 0.126754824370509, 32.6378181818182, 32.5864516129027, 30.6065494505495, 30.3748001118256
8/2/2017, 32.03, 32.09, 31.26, 31.66, 28810175, 2.72606812802737, 0.249912884308806, -0.737228898585181, -0.671979435444697, 0, 0.091546529708971, 0.0384018074667639, 0.0531447222422071, 32.4489090909092, 32.554344086021, 30.5441855921857, 30.3355828277257
8/3/2017, 31.7, 31.73, 30.41, 30.55, 21877774, 2.89990019923663, -0.236462910715191, -0.965483801617775, -0.898505041567295, 0, -0.0453060758464936, 0.0216602308041124, -0.066966306650606, 31.807090909091, 32.3103655913973, 30.439457875458, 30.2678369308907
8/4/2017, 30.66, 31.36, 30.55, 31.27, 14514765, 2.82098987951216, -0.106809542825359, -0.688196245055585, -0.684620056080891, 0, -0.0945745722122098, -0.00158672979915203, -0.0929878424130577, 31.4172727272728, 32.1579569892468, 30.3901782661783, 30.2210523489933
8/7/2017, 31.11, 31.12, 30.54, 30.76, 10471964, 2.84303432560884, -0.361311230531354, -0.625247389896265, -0.95954098973045, 0, -0.172781233784068, -0.0358256305961353, -0.136955603187933, 30.8660000000001, 31.9879999999995, 30.3438388278389, 30.1621306843267
8/8/2017, 30.58, 31.23, 30.48, 30.71, 14786197, 2.82739007043118, -0.638373625043125, -0.65450179969386, -0.908372545679972, 0, -0.236073846311491, -0.0758752737392065, -0.160198572572285, 30.5463636363637, 31.8187096774188, 30.2929645909647, 30.103495120251
8/9/2017, 30.85, 31.16, 30.6, 30.82, 22102753, 2.76728395878632, -0.225940826750903, -0.432912220231596, -0.867315086458658, 0, -0.27419684648185, -0.115539588287735, -0.158657258194115, 30.3594545454546, 31.6678924731178, 30.262573870574, 30.0493059855522
8/10/2017, 31.05, 31.22, 30.34, 30.37, 15997569, 2.81275294795208, -0.131717455913118, -0.448302244253726, -0.95597581592741, 0, -0.336837979418945, -0.159799266513977, -0.177038712904968, 30.179090909091, 31.4739784946231, 30.2140293040294, 29.9849350649351
8/11/2017, 30.36, 30.56, 30.12, 30.43, 13911070, 2.73914366341898, -0.0543097287719854, -0.536565655831853, -0.825340769804038, 0, -0.377290855886255, -0.203297584388433, -0.173993271497822, 30.1440000000001, 31.3197419354833, 30.1842881562882, 29.9237955592795
8/14/2017, 30.53, 30.65, 30.05, 30.1, 9882718, 2.73038320910124, -0.386334578024315, -0.465615537975897, -0.826421458094911, 0, -0.431009880401827, -0.248840043591112, -0.182169836810716, 30.0623636363637, 31.1464946236554, 30.1257362637363, 29.8558263027295
8/15/2017, 30.02, 30.06, 29.61, 29.97, 14735117, 2.68686379260094, -0.559466123279741, -0.474709312433585, -0.828423810502626, 0, -0.478556012083232, -0.294783237289536, -0.183772774793696, 30.0198181818182, 31.0144946236554, 30.0778168498169, 29.7863016495182
8/16/2017, 30.01, 30.26, 29.42, 29.55, 13580330, 2.73093206331768, -0.726005420542615, -0.783121364803819, -0.912991469289499, 0, -0.543857898590513, -0.344598169549731, -0.199259729040782, 29.8341818181819, 30.7722365591393, 30.0127667887669, 29.7079472708216
8/17/2017, 29.4, 29.9, 29.1, 29.1, 13738942, 2.77196186761119, -1.01085870265668, -0.610394905765927, -1.02357915760631, 0, -0.624719970371533, -0.400622529714092, -0.224097440657442, 29.3861818181819, 30.4381290322575, 29.9474432234433, 29.6202603295916
8/18/2017, 29.18, 29.7, 28.98, 29.46, 14955025, 2.72338376884289, -0.954766535868017, -0.447574326753396, -1.11176939214801, 0, -0.652236180794027, -0.450945259930079, -0.201290920863948, 29.2856363636364, 30.1519354838704, 29.90536996337, 29.5436894654088
8/21/2017, 29.36, 29.37, 28.96, 29.09, 13323821, 2.70606192982488, -1.09689602439167, -0.883249143796967, -1.35422053626849, 0, -0.695877243879526, -0.499931656719968, -0.195945587159558, 29.0540000000001, 29.8578709677414, 29.8381880341881, 29.4598447204969
8/22/2017, 29.19, 29.46, 29.19, 29.34, 9063881, 2.61190778669651, -0.835298565524416, -0.864200933415106, -1.25248817212952, 0, -0.702195715027653, -0.540384468381505, -0.161811246646148, 28.9898181818183, 29.6273548387091, 29.7683272283273, 29.3841890959282
8/23/2017, 29.27, 29.86, 29.1, 29.62, 8450624, 2.58614806679918, -1.32693221576657, -1.01917347378621, -1.27808480113865, 0, -0.676807671453936, -0.567669108995991, -0.109138562457945, 29.119090909091, 29.4450537634403, 29.7193821733823, 29.3172309323639
8/24/2017, 29.49, 29.84, 29.44, 29.69, 7228407, 2.51841092797784, -1.05047030685106, -0.675021313113246, -1.24059800783919, 0, -0.643619800603261, -0.582859247317445, -0.0607605532858159, 29.2480000000001, 29.2991182795693, 29.6663076923078, 29.2536256172378
8/25/2017, 29.84, 29.92, 29.68, 29.76, 10019385, 2.4271854646868, -0.848780463577607, -0.442363610808821, -1.30994900516583, 0, -0.604699163320213, -0.587227230517999, -0.0174719328022137, 29.4501818181819, 29.1926451612897, 29.5988717948719, 29.1932815964523
8/28/2017, 29.78, 29.98, 29.23, 29.58, 12061685, 2.44663243602519, -0.921063520782326, -0.569694062802144, -1.21682267476407, 0, -0.581673602334121, -0.586116504881223, 0.00444290254710256, 29.5607272727274, 29.0758709677414, 29.5282588522589, 29.1301044176707
8/29/2017, 29.34, 29.62, 29, 29.54, 8978045, 2.43239059190061, -1.61980163504117, -0.555990800859768, -1.31205980056257, 0, -0.560195757090497, -0.580932355323078, 0.0207365982325809, 29.6598181818183, 28.9429247311822, 29.4625274725276, 29.0675131664382
8/30/2017, 29.37, 29.8, 29.14, 29.62, 6925041, 2.41594116071933, -1.54140380428959, -0.424570761572552, -1.26561628210155, 0, -0.530602621847308, -0.570866408627924, 0.0402637867806162, 29.7260000000001, 28.9101075268811, 29.4103736263737, 29.0083404619333
8/31/2017, 29.9, 30.3, 29.76, 30.16, 13260178, 2.36678276927989, -1.35518885338239, 0.0491063813914801, -1.2549519935497, 0, -0.4582934404249, -0.548351814987319, 0.0900583745624197, 29.8849090909092, 28.9240860215048, 29.4018217338218, 28.9633502395041
9/1/2017, 30.17, 30.7, 29.94, 30.61, 10229970, 2.33953152255496, -1.04204082026373, 0.177352894061345, -1.16891086925717, 0, -0.360520794690252, -0.510785610927906, 0.150264816237653, 30.2134545454547, 28.98129032258, 29.4123956043957, 28.9300556909155
9/5/2017, 30.9, 31.02, 30.15, 30.42, 10839191, 2.37943480966919, -0.992287699406899, -0.139597648839051, -1.10440196510469, 0, -0.294966490542702, -0.467621786850865, 0.172655296308163, 30.3396363636365, 29.0190967741929, 29.40473992674, 28.893221878225
9/6/2017, 30.7, 31.17, 30.65, 30.93, 12273976, 2.34443215533883, -0.598310359580823, -0.000986663871027086, -0.867796445004379, 0, -0.199561078569065, -0.414009645194505, 0.21444856662544, 30.6194545454547, 29.1966881720424, 29.4162490842492, 28.8691717666259
9/7/2017, 30.88, 30.91, 30.36, 30.76, 9310526, 2.33217237439527, -0.409018057091316, -0.0632026787136838, -0.926749123108821, 0, -0.136100301910869, -0.358427776537778, 0.222327474626909, 30.8098181818183, 29.3603440860209, 29.421938949939, 28.8418954160506
9/8/2017, 30.68, 30.68, 29.53, 29.89, 18340425, 2.48580599279286, -0.321279791095958, -0.37857047821852, -0.995808401228899, 0, -0.154231029008738, -0.31758842703197, 0.163357398023232, 30.6514545454547, 29.4473548387091, 29.3877362637363, 28.7954295395655
9/11/2017, 29.95, 30.38, 29.88, 30.17, 14894577, 2.42246284615014, -0.590052736148729, -0.40863754680652, -0.786718630211315, 0, -0.144342213726343, -0.282939184370845, 0.138596970644501, 30.5929090909092, 29.5847096774187, 29.3697191697193, 28.7564761904762
9/12/2017, 30.3, 31.16, 30.23, 30.83, 19073069, 2.41263116655635, 0.0679354564317699, -0.263866573728336, -0.657743832045232, 0, -0.0823000682631978, -0.242811361149315, 0.160511292886117, 30.7040000000001, 29.8016989247305, 29.3576410256411, 28.7334545454546
9/13/2017, 31.02, 31.91, 31, 31.69, 27141568, 2.40020031308569, 0.51049903793243, -0.203609559203705, -0.506955671878299, 0, 0.0358503313818659, -0.187079022643079, 0.222929354024945, 31.0360000000001, 30.1227096774187, 29.4144517704519, 28.7304661016949
9/14/2017, 31.98, 32.33, 31.58, 31.85, 16892029, 2.38647505574886, 0.532260127796228, 0.157511445866905, -0.522592598667411, 0, 0.140773290290312, -0.121508560056401, 0.262281850346713, 31.3220000000001, 30.4264946236553, 29.4907789987791, 28.7313178442202
9/15/2017, 31.9, 31.94, 31.51, 31.83, 13729747, 2.3361221803117, 0.767701186393685, 0.374715194268417, -0.647408241268749, 0, 0.219778192109864, -0.0532512096231479, 0.273029401733012, 31.5874545454547, 30.6525161290316, 29.5587521367522, 28.7319006967548
9/18/2017, 31.72, 32.15, 31.7, 32.11, 13845285, 2.27003520863766, 0.869721889033402, 0.500582559964279, -0.559750326307352, 0, 0.301508207015665, 0.0177006737046147, 0.28380753331105, 31.9485454545456, 30.9538064516122, 29.6589474969476, 28.7388677839851
9/19/2017, 32.18, 32.31, 31.97, 32.18, 14015605, 2.20467026171185, 1.09641466064326, 0.376497730473542, -0.448194968865934, 0, 0.367689749098385, 0.0876984887833689, 0.279991260315017, 32.2140000000001, 31.2245591397843, 29.7601221001222, 28.7474309392265
9/20/2017, 32.31, 33.08, 32.31, 32.86, 26452375, 2.18803939655487, 1.45407428938604, 0.487586944063372, -0.272595131687792, 0, 0.469596202307365, 0.164078031488168, 0.305518170819197, 32.7203636363638, 31.5690967741929, 29.8902905982907, 28.7709185841783
9/21/2017, 32.79, 32.94, 32.52, 32.91, 8995824, 2.13928975515811, 1.76206995742413, 0.50538842977227, -0.253742667476441, 0, 0.548074520892097, 0.240877329368954, 0.307197191523143, 33.1047272727274, 31.9134408602144, 30.0302026862028, 28.7952296883445
9/22/2017, 32.8, 33.2, 32.72, 33.04, 11882962, 2.09696805539167, 2.18498866294492, 0.470505573833245, -0.194124745118782, 0, 0.613684889915554, 0.315438841478274, 0.29824604843728, 33.2427272727274, 32.230795698924, 30.1701758241759, 28.8220765027323
9/25/2017, 33.33, 34.04, 33.28, 33.98, 27868098, 2.08415636617521, 2.30382087074636, 0.642715873323519, -0.0314680254766607, 0, 0.733081220177056, 0.39896731721803, 0.334113902959025, 33.5896363636365, 32.6541935483864, 30.3412722832724, 28.8688613396005
9/26/2017, 33.73, 34.18, 33.57, 34.12, 12128753, 2.06121487856102, 2.68831365147196, 0.687117185495115, 0.191118908867348, 0, 0.829439242801577, 0.48506170233474, 0.344377540466837, 33.909090909091, 33.0504516129025, 30.5190085470086, 28.9179424585876
9/27/2017, 34.23, 34.38, 33.63, 34.37, 15356798, 2.05301772108458, 2.66867721711836, 0.876625561144932, 0.00354472783802887, 0, 0.915424140951252, 0.571134190058042, 0.34428995089321, 34.3074545454547, 33.4438279569885, 30.7265347985349, 28.9716088781554
9/28/2017, 34.45, 34.69, 33.85, 34.2, 14342156, 2.08286865847933, 2.39138926952329, 0.510676550518295, -0.105809822848062, 0, 0.958797788892433, 0.64866690982492, 0.310130879067513, 34.5329090909092, 33.7592473118272, 30.9212503052504, 29.0208362726135
9/29/2017, 34.01, 34.27, 33.81, 34.09, 14456290, 2.05257854837176, 2.27913304353173, 0.681564294980463, -0.0484972746539726, 0, 0.973078592391737, 0.713549246338284, 0.259529346053453, 34.5881818181819, 34.0007096774186, 31.1112527472529, 29.0669942586964
10/2/2017, 33.5, 34.3, 33.25, 34.29, 13769679, 2.09168219825878, 2.33947917013974, 0.873116003343388, -0.153169158053248, 0, 0.989132457328317, 0.76866588853629, 0.220466568792027, 34.6452727272728, 34.259354838709, 31.300595848596, 29.1166622110833
10/3/2017, 34.13, 34.37, 34.02, 34.27, 6285964, 2.03932283190484, 2.46111533986798, 0.876948887219941, -0.120873762504507, 0, 0.988842665386009, 0.812701243906234, 0.176141421479775, 34.5905454545456, 34.4596344086014, 31.4694017094018, 29.1651600992009
10/4/2017, 34.28, 34.5, 33.89, 34.07, 9148152, 2.03825106477576, 2.36021456322302, 0.513050522554234, -0.132326658635288, 0, 0.961392342178947, 0.842439463560777, 0.11895287861817, 34.4887272727274, 34.6177849462358, 31.6309352869354, 29.2087729057592
10/5/2017, 34.12, 34.5, 34.1, 34.35, 7258666, 1.98314565030756, 2.45152579956548, 0.616779418336412, -0.127105729602125, 0, 0.951265822946297, 0.864204735437881, 0.0870610875084162, 34.4276363636365, 34.7996129032251, 31.7834945054946, 29.2575345423144
10/6/2017, 33.8, 34.06, 33.49, 33.58, 9773100, 2.05524122792321, 1.66310243393584, 0.259367750179094, -0.203937677474606, 0, 0.871066802773186, 0.865577148904942, 0.00548965386824374, 34.0480000000002, 34.8578924731176, 31.892280830281, 29.2897302494525
10/9/2017, 33.68, 33.81, 33.45, 33.69, 6903993, 1.99953251445468, 1.50676326348526, 0.316103986035064, -0.0950888734480555, 0, 0.807081054172905, 0.853877929958534, -0.0467968757856299, 33.8649090909092, 34.9096989247305, 32.0149133089134, 29.3237446471055
10/10/2017, 34.07, 34.21, 33.58, 33.64, 7824638, 1.99601777322769, 1.59325389141835, 0.405183924657302, -0.104099545516918, 0, 0.743763660777553, 0.831855076122338, -0.0880914153447852, 33.7083636363638, 34.9178064516122, 32.1195286935288, 29.3562773417059
10/11/2017, 33.73, 33.86, 33.33, 33.84, 10641232, 1.96331962165515, 1.45412332722743, 0.547255976219705, -0.215488140562081, 0, 0.701634493179739, 0.805810959533818, -0.104176466354079, 33.6970909090911, 34.9224301075261, 32.2296971916973, 29.3924235988812
10/12/2017, 33.39, 33.73, 33.15, 33.59, 11456893, 1.98174454292855, 1.41752563726462, 0.685658441693084, -0.212478812864275, 0, 0.64068845596573, 0.772786458820201, -0.132098002854471, 33.5943636363638, 34.8729247311821, 32.3459731379733, 29.4230318412552
