Date,FXE_Open,FXE_High,FXE_Low,FXE_Close,FXE_Volume,FXE_ATRPercentOfClose20,FXE_SQN25,FXE_SQN50,FXE_SQN100,FXE_SQN200,FXE_MACD,FXE_MACD_Avg,FXE_MACD_Diff,FXE_LinReg10,FXE_LinReg30,FXE_LinReg90,FXE_LinReg270
2/9/2017, 103.73, 103.77, 103.37, 103.46, 746104, 0.674168699638599, 0.684418034448977, 0, 0, 0, 0.45431140955651, 0.61944250114271, -0.1651310915862, 103.855454545455, 104.652433862434, 104.652433862434, 104.652433862434
2/10/2017, 102.99, 103.37, 102.97, 103.22, 461962, 0.665685128670596, 0.123063629817233, 0, 0, 0, 0.364906911770888, 0.568535383268346, -0.203628471497458, 103.482909090909, 104.534334975369, 104.534334975369, 104.534334975369
2/13/2017, 103.03, 103.04, 102.79, 102.81, 331980, 0.655835210896897, 0.264661163239443, 0, 0, 0, 0.257995616790438, 0.506427429972764, -0.248431813182326, 102.999454545455, 104.374965517241, 104.374965517241, 104.374965517241
2/14/2017, 102.92, 103, 102.49, 102.63, 545277, 0.648982725623058, -0.00501114966559178, 0, 0, 0, 0.156934110845199, 0.436528766147251, -0.279594655302052, 102.708363636364, 104.209612903226, 104.209612903226, 104.209612903226
2/15/2017, 102.3, 102.94, 102.24, 102.88, 467364, 0.649055620860806, 0.17221177465626, 0, 0, 0, 0.0959094653229045, 0.368404905982382, -0.272495440659478, 102.562545454546, 103.969677419355, 104.092157258064, 104.092157258064
2/16/2017, 103.34, 103.61, 103.29, 103.58, 587457, 0.647674262989494, 0.424909085122934, 0, 0, 0, 0.102845603841658, 0.315293045554237, -0.212447441712579, 102.733454545455, 103.86864516129, 104.069943181818, 104.069943181818
2/17/2017, 103.46, 103.48, 102.91, 102.93, 829390, 0.651722482778871, -0.0986433285880727, 0, 0, 0, 0.055256018876662, 0.263285640218722, -0.20802962134206, 102.766727272728, 103.748107526882, 103.974117647059, 103.974117647059
2/21/2017, 102.24, 102.37, 102.13, 102.29, 382543, 0.662114628945232, -0.438355990921094, 0, 0, 0, -0.0337130977640356, 0.203885892622171, -0.237598990386206, 102.608181818182, 103.500688172043, 103.815260504202, 103.815260504202
2/22/2017, 102.04, 102.59, 101.85, 102.5, 1610219, 0.663817757317731, -0.651960256627353, 0, 0, 0, -0.0862819145307867, 0.145852331191579, -0.232134245722366, 102.510909090909, 103.304580645161, 103.694380952381, 103.694380952381
2/23/2017, 102.55, 102.78, 102.5, 102.67, 400196, 0.643218604449343, -0.275609563894672, 0, 0, 0, -0.11292378619099, 0.0940971077150654, -0.207020893906055, 102.538363636364, 103.123741935484, 103.602717717718, 103.602717717718
2/24/2017, 102.64, 102.8, 102.43, 102.44, 323048, 0.630488982944878, -0.50657306014725, 0, 0, 0, -0.150857745056499, 0.0451061371607526, -0.195963882217251, 102.493090909091, 102.922279569892, 103.495362731152, 103.495362731152
