Date,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Volume,SPY_ATRPercentOfClose20,SPY_SQN25,SPY_SQN50,SPY_SQN100,SPY_SQN200,SPY_MACD,SPY_MACD_Avg,SPY_MACD_Diff,SPY_LinReg10,SPY_LinReg30,SPY_LinReg90,SPY_LinReg270
2/28/2017, 236.67, 236.95, 236.01, 236.47, 96961938, 0.57076726689206, 2.56359270505968, 0, 0, 0, 2.48153099427802, 2.18829700986881, 0.293233984409211, 237.274181818183, 236.899483870968, 235.75932051282, 235.75932051282
3/1/2017, 238.39, 240.32, 238.37, 239.78, 149158170, 0.615025727007537, 2.524298181645, 0, 0, 0, 2.68128721848115, 2.28689505159127, 0.394392166889871, 238.231272727274, 237.716, 236.425402439024, 236.425402439024
3/2/2017, 239.56, 239.57, 238.21, 238.27, 70245978, 0.620923009110563, 1.7664939612974, 0, 0, 0, 2.68677956258918, 2.36687195379086, 0.319907608798324, 238.579090909092, 238.286967741936, 236.890662020906, 236.890662020906
3/3/2017, 238.17, 238.61, 237.73, 238.42, 81974300, 0.607960570051738, 1.85758699086897, 0, 0, 0, 2.67242992264431, 2.42798354756155, 0.244446375082765, 238.756000000001, 238.746645161291, 237.328471760797, 237.328471760797
3/6/2017, 237.5, 238.12, 237.01, 237.71, 55391533, 0.608945610854186, 1.76945024654962, 0, 0, 0, 2.57409410875425, 2.45720565980009, 0.116888448954164, 238.559818181819, 239.090860215054, 237.664302325581, 237.664302325581
3/7/2017, 237.36, 237.77, 236.76, 237, 65103737, 0.601539401258824, 2.01000082076239, 0, 0, 0, 2.41107779748705, 2.44798008733748, -0.0369022898504285, 238.255454545456, 239.23488172043, 237.908272727273, 237.908272727273
3/8/2017, 237.34, 237.64, 236.4, 236.56, 78168795, 0.598734343056409, 1.90237216052848, 0, 0, 0, 2.22078208014108, 2.4025404858982, -0.181758405757123, 237.729272727274, 239.349741935484, 238.092550724638, 238.092550724638
3/9/2017, 236.7, 237.24, 235.74, 236.86, 90683918, 0.599741477597538, 1.94778129864384, 0, 0, 0, 2.07031355993965, 2.33609510070649, -0.265781540766842, 237.323454545456, 239.576193548387, 238.285152636448, 238.285152636448
3/10/2017, 237.97, 238.02, 236.59, 237.69, 81991652, 0.597846051851425, 2.08028670473038, 0, 0, 0, 1.99504262747487, 2.26788460606017, -0.272841978585294, 237.241454545456, 239.844924731183, 238.529042553192, 238.529042553192
3/13/2017, 237.62, 237.86, 237.24, 237.81, 57256824, 0.580702773900748, 1.82940013475622, 0, 0, 0, 1.9229067957435, 2.19888904399683, -0.275982248253333, 237.223090909093, 240.050946236559, 238.762210884354, 238.762210884354
3/14/2017, 237.18, 237.24, 236.19, 236.9, 59880778, 0.587978388890967, 1.69095652611957, 0, 0, 0, 1.77188405811069, 2.1134880468196, -0.341603988708918, 236.724181818183, 239.989806451613, 238.904081632653, 238.904081632653
3/15/2017, 237.56, 239.44, 237.29, 238.95, 96081750, 0.606936498480254, 2.00061027731091, 0, 0, 0, 1.79690175303531, 2.05017078806275, -0.253269035027432, 237.572000000002, 240.12711827957, 239.192541176471, 239.192541176471
3/16/2017, 239.11, 239.2, 238.1, 238.48, 78343951, 0.600788755854846, 1.82292650138033, 2.01616189575772, 0, 0, 1.75853212081915, 1.99184305461403, -0.233310933794874, 238.000727272729, 240.13711827957, 239.423046757164, 239.423046757164
3/17/2017, 237.75, 237.97, 237.03, 237.03, 89002111, 0.604827647856603, 1.22909548251029, 1.5695947374923, 0, 0, 1.5927606753983, 1.91202657877088, -0.319265903372586, 237.947090909093, 239.903075268817, 239.527256894049, 239.527256894049
3/20/2017, 237.03, 237.36, 236.32, 236.77, 52536979, 0.597179467427791, 1.01004616564775, 1.55812877284963, 0, 0, 1.42399090277058, 1.81441944357082, -0.390428540800239, 237.737454545457, 239.680967741936, 239.602997903564, 239.602997903564
3/21/2017, 237.47, 237.61, 233.58, 233.73, 131809275, 0.660909910485321, 0.172889383284289, 0.902543367591493, 0, 0, 1.03302893387115, 1.65814134163089, -0.625112407759737, 236.386909090911, 238.997870967742, 239.45232996633, 239.45232996633
3/22/2017, 233.77, 234.61, 233.05, 234.28, 97569204, 0.659683923974934, 0.109866331452517, 1.08636951915034, 0, 0, 0.758821933350248, 1.47827745997476, -0.719455526624512, 235.316727272729, 238.354258064516, 239.347538961039, 239.347538961039
3/23/2017, 234, 235.34, 233.6, 234.03, 100410277, 0.664543914128125, -0.139300405377146, 1.05138098817944, 0, 0, 0.515396825439609, 1.28570133306773, -0.770304507628121, 234.344545454547, 237.66447311828, 239.22947368421, 239.22947368421
3/24/2017, 234.38, 235.04, 232.96, 233.86, 112504853, 0.676246692945501, -0.134320789373538, 0.940923399855609, 0, 0, 0.305244426644151, 1.08960995178301, -0.784365525138863, 233.634000000002, 237.01288172043, 239.104712643678, 239.104712643678
3/27/2017, 231.93, 233.92, 231.61, 233.62, 87454452, 0.692533597430113, -0.238878598741854, 0.991186236540869, 0, 0, 0.117971243238685, 0.895282210074148, -0.777310966835463, 233.073454545457, 236.37047311828, 238.969140853302, 238.969140853302
3/28/2017, 233.27, 235.81, 233.14, 235.32, 93483915, 0.709885322454708, -0.18327811708348, 1.12595015999617, 0, 0, 0.105515373126252, 0.737328842684569, -0.631813469558317, 233.146727272729, 236.014150537635, 238.951881355932, 238.951881355932
3/29/2017, 234.99, 235.81, 234.73, 235.54, 61950354, 0.696687201222891, -0.111207852276687, 1.27555152711842, 0, 0, 0.11210390368629, 0.612283854884913, -0.500179951198624, 233.792181818184, 235.731290322581, 238.94806557377, 238.94806557377
3/30/2017, 235.47, 236.52, 235.27, 236.29, 56737890, 0.686202624771416, -0.012119316064744, 1.30370865643216, 0, 0, 0.175817380293893, 0.524990559966709, -0.349173179672816, 234.788727272729, 235.613053763441, 238.990682178741, 238.990682178741
3/31/2017, 235.9, 236.51, 235.68, 235.74, 73733094, 0.671017550253991, -0.152664876039498, 1.35375874373208, 0, 0, 0.179857085552896, 0.455963865083947, -0.27610677953105, 235.424727272729, 235.402860215054, 238.994592933948, 238.994592933948
4/3/2017, 235.8, 236.03, 233.91, 235.33, 85546486, 0.683620419972091, -0.281924933856886, 1.18480710155379, 0, 0, 0.148265890692528, 0.394424270205663, -0.246158379513135, 235.937454545457, 235.158731182796, 238.971225198413, 238.971225198413
4/4/2017, 235, 235.58, 234.56, 235.48, 56466195, 0.670683598439063, -0.152049397019727, 1.29394599340361, 0, 0, 0.133791126734252, 0.342297641511381, -0.208506514777129, 235.972545454548, 235.025419354839, 238.956692307692, 238.956692307692
4/5/2017, 236.26, 237.39, 234.54, 234.78, 108800604, 0.699744207651456, -0.988668471052348, 1.00680252498684, 0, 0, 0.0650853586559776, 0.2868551849403, -0.221769826284323, 235.780363636366, 234.795806451613, 238.899314685315, 238.899314685315
4/6/2017, 234.94, 236.04, 234.43, 235.44, 69135757, 0.69708481064725, -0.56946839347848, 0.846759567315166, 0, 0, 0.0631639123421905, 0.242116930420678, -0.178953018078488, 235.738909090912, 234.670279569893, 238.882578018996, 238.882578018996
4/7/2017, 235.15, 236, 234.64, 235.2, 74412311, 0.691817880220447, -0.650276521413024, 0.847654897652191, 0, 0, 0.0417933898758918, 0.202052222311721, -0.160258832435829, 235.503636363639, 234.540752688173, 238.85129499561, 238.85129499561
4/10/2017, 235.36, 236.26, 234.73, 235.34, 67615302, 0.689342173691071, -0.479594702886001, 0.921165518510204, 0, 0, 0.0357419162641577, 0.168790161102208, -0.133048244838051, 235.195636363639, 234.46359139785, 238.82831202046, 238.82831202046
4/11/2017, 234.9, 235.18, 233.34, 235.06, 88045276, 0.698197472128962, -0.394674719353195, 1.11308206870179, 0, 0, 0.0082572356137689, 0.13668357600452, -0.128426340390752, 235.037090909094, 234.319655913979, 238.789304347826, 238.789304347826
4/12/2017, 234.74, 234.96, 233.77, 234.03, 81864436, 0.693767392679152, -0.510551778183376, 0.954621259590527, 0, 0, -0.0955356878087912, 0.0902397232418582, -0.185775411050649, 234.580909090912, 234.274795698925, 238.69336418511, 238.69336418511
4/13/2017, 233.64, 234.49, 232.51, 232.51, 92880394, 0.705966469241181, -0.855513827844416, 0.70585765407488, 0, 0, -0.297019765273063, 0.0127878255388739, -0.309807590811937, 233.832000000003, 233.973505376345, 238.517042253521, 238.517042253521
4/17/2017, 233.11, 234.57, 232.88, 234.57, 68405367, 0.708688453660331, -0.562016397389653, 0.938371297286503, 0, 0, -0.287162335761934, -0.0472022067212877, -0.239960129040646, 233.890909090912, 233.980752688173, 238.460121765601, 238.460121765601
4/18/2017, 233.72, 234.49, 233.08, 233.87, 83225821, 0.7071244625063, -0.710462945527244, 0.637818665755342, 0, 0, -0.332007229042205, -0.104163211185471, -0.227844017856734, 233.689818181821, 233.876688172044, 238.367238059978, 238.367238059978
4/19/2017, 234.52, 234.95, 233.18, 233.44, 68699868, 0.710916887183135, -0.629722025662464, 0.636127939767648, 0, 0, -0.39766055307615, -0.162862679563607, -0.234797873512543, 233.449818181821, 233.695505376345, 238.254875675676, 238.254875675676
4/20/2017, 234.15, 235.85, 233.78, 235.34, 92572186, 0.721121000411444, -0.657945246398079, 0.868243071608363, 0, 0, -0.292999646799899, -0.188890073010865, -0.104109573789034, 233.837454545458, 233.749032258065, 238.246031578947, 238.246031578947
4/21/2017, 235.25, 235.31, 234.13, 234.59, 110389847, 0.713044824694096, -0.708340738048978, 0.724781402941736, 0, 0, -0.267490393770913, -0.204610137162875, -0.0628802566080382, 234.067454545458, 233.735268817205, 238.197946001367, 238.197946001367
4/24/2017, 237.18, 237.41, 234.56, 237.17, 119209877, 0.730107206449967, 0.036194283009639, 0.848706896798263, 0, 0, -0.0386442223804409, -0.171416954206388, 0.132772731825947, 235.187090909094, 234.118838709678, 238.282557442557, 238.282557442557
4/25/2017, 237.91, 238.95, 237.81, 238.55, 76698265, 0.726898133917634, 0.307339227285463, 0.897835975030831, 0, 0, 0.251177071129263, -0.086898149139258, 0.338075220268521, 236.704000000003, 234.688860215055, 238.431976630964, 238.431976630964
4/26/2017, 238.51, 239.53, 238.35, 238.4, 84702455, 0.715736041752303, 0.925289219379336, 0.726472996504586, 0, 0, 0.463416807398914, 0.0231648421683765, 0.440251965230538, 237.938000000003, 235.174408602152, 238.566556962025, 238.566556962025
4/27/2017, 238.77, 238.95, 237.98, 238.6, 57410326, 0.699706197552647, 0.857612432364906, 0.636245480535579, 0, 0, 0.64037481379367, 0.146606836493435, 0.493767977300235, 238.852909090913, 235.812322580646, 238.704296296296, 238.704296296296
4/28/2017, 238.9, 238.93, 237.93, 238.08, 63532845, 0.687174075097692, 0.801610097794111, 0.418599352211121, 0, 0, 0.730237926338901, 0.263333054462528, 0.466904871876373, 239.034909090913, 236.3551827957, 238.810117434508, 238.810117434508
5/1/2017, 238.68, 239.17, 238.2, 238.68, 66882521, 0.674008226953643, 0.950303473101164, 0.51919660724344, 0, 0, 0.840184946978752, 0.378703432965773, 0.461481514012979, 239.532363636367, 236.880086021506, 238.939394651778, 238.939394651778
5/2/2017, 238.84, 238.98, 238.3, 238.77, 57375732, 0.654306108090759, 1.01847575306504, 0.48351312311136, 0, 0, 0.923930505064334, 0.487748847385485, 0.436181657678848, 239.696727272731, 237.388430107528, 239.0667383821, 239.0667383821
5/3/2017, 238.29, 238.88, 237.7, 238.48, 73137731, 0.647086698915587, 0.654328368664817, 0.271779949301897, 0, 0, 0.955880096099321, 0.581375097128253, 0.374504998971068, 239.40763636364, 237.644408602152, 239.174476190476, 239.174476190476
5/4/2017, 238.83, 238.92, 237.78, 238.76, 61462732, 0.637884797116433, 0.665685669445136, 0.334662453428744, 0, 0, 0.99235478883503, 0.663571035469608, 0.328783753365422, 239.320363636368, 237.941935483872, 239.289989056087, 239.289989056087
5/5/2017, 239.19, 239.72, 238.68, 239.7, 62001269, 0.625307907599264, 0.698356809348778, 0.431347810957423, 0, 0, 1.08460869580645, 0.747778567536977, 0.336830128269475, 239.221272727277, 238.313161290323, 239.443047313552, 239.443047313552
5/8/2017, 239.75, 239.92, 239.17, 239.66, 48385730, 0.609788826583353, 0.809659902365337, 0.38800041780717, 0, 0, 1.14133630160109, 0.826490114349799, 0.314846187251288, 239.345636363641, 238.631397849463, 239.587447753396, 239.587447753396
5/9/2017, 239.96, 240.19, 239.04, 239.44, 51363200, 0.603846018501579, 0.852770051530136, 0.312886096028218, 0, 0, 1.15522446794614, 0.892236985069067, 0.262987482877074, 239.534181818186, 238.86830107527, 239.715582226762, 239.715582226762
5/10/2017, 239.39, 239.87, 239.15, 239.87, 54293799, 0.587633493711249, 0.907898010639395, 0.450440026620566, 0, 0, 1.18724255305472, 0.951238098666197, 0.236004454388519, 239.792727272732, 239.235548387098, 239.856988764045, 239.856988764045
5/11/2017, 239.35, 239.57, 238.13, 239.38, 62358346, 0.595738423551221, 0.959992148515783, -0.040866224219758, 0, 0, 1.1597097986178, 0.992932438656517, 0.16677735996128, 239.841818181823, 239.525935483872, 239.970798534798, 239.970798534798
5/12/2017, 239.09, 239.43, 238.67, 238.98, 53912730, 0.582799693021202, 0.739682734805032, 0.116230969590914, 0, 0, 1.09301365427416, 1.01294868178005, 0.0800649724941136, 239.606181818187, 239.790795698926, 240.011970695971, 240.062250358337
5/15/2017, 239.47, 240.44, 239.45, 240.3, 61918937, 0.58099707493257, 1.03517526828854, 0.278668460014205, 0, 0, 1.13360198956872, 1.03707934333778, 0.0965226462309372, 239.897454545459, 240.169118279571, 240.130554334554, 240.206002805049
5/16/2017, 240.64, 240.67, 239.63, 240.08, 51241791, 0.57411245106207, 0.959748279703098, 0.349669458278342, 0, 0, 1.1349335686221, 1.05665018839464, 0.0782833802274578, 240.042363636369, 240.462774193549, 240.22547008547, 240.334381148479
5/17/2017, 238.1, 238.64, 235.75, 235.82, 172174107, 0.647066709305541, 0.130196390344417, -0.127696662818591, 0, 0, 0.783214052853396, 1.00196296128639, -0.218748908432999, 238.586181818187, 240.195268817205, 240.142151404151, 240.278911534154
5/18/2017, 235.73, 237.75, 235.43, 236.77, 107047656, 0.661239632635093, 0.43545669616308, 0.0429829528113247, 0, 0, 0.57450828918445, 0.916472026866006, -0.341963737681556, 237.659272727278, 239.999440860216, 240.077384615385, 240.264138157895
5/19/2017, 237.33, 239.08, 237.27, 238.31, 115011373, 0.672584542940122, 0.917778265602679, 0.191067139621719, 0, 0, 0.527294277316344, 0.838636476956074, -0.31134219963973, 237.560909090914, 240.030172043012, 240.072380952381, 240.31239475945
5/22/2017, 238.9, 239.71, 238.82, 239.52, 61010602, 0.664952577265604, 0.804173713742044, 0.234540248899151, 0, 0, 0.580818407307873, 0.787072863026434, -0.20625445571856, 237.948363636369, 240.179913978495, 240.125809523809, 240.407403745003
5/23/2017, 239.95, 240.24, 239.51, 240.05, 48341683, 0.645515389466047, 1.01105748240474, 0.282364095793815, 0, 0, 0.658413456078335, 0.761340981636814, -0.102927525558479, 238.482545454551, 240.378365591399, 240.18063980464, 240.519715522572
5/24/2017, 240.32, 240.73, 239.93, 240.61, 49181099, 0.628436768127918, 1.17701719121803, 0.458465659272499, 0, 0, 0.756376375131254, 0.760348060335702, -0.00397168520444857, 239.262909090915, 240.598817204302, 240.261599511599, 240.649749494949
5/25/2017, 241.2, 242.08, 240.96, 241.76, 64071661, 0.624577110524055, 1.0765713722309, 0.355797585011361, 0, 0, 0.91624616783497, 0.791527681835556, 0.124718485999414, 240.302181818187, 240.86070967742, 240.365115995116, 240.819968316832
5/26/2017, 241.54, 241.9, 241.45, 241.71, 46629905, 0.602779670383024, 1.21043583790388, 0.407562466685724, 1.59229183050965, 0, 1.02707012316884, 0.838636170102213, 0.188433953066628, 241.114363636369, 240.965053763442, 240.466195360195, 240.981776354106
5/30/2017, 241.34, 241.79, 241.16, 241.5, 35201897, 0.586182113548102, 0.800234665095059, 0.568291478960499, 1.44979700703445, 0, 1.08544136882168, 0.887997209846106, 0.197444158975571, 241.969090909097, 241.120731182797, 240.528468864469, 241.129354654483
5/31/2017, 241.84, 241.88, 240.64, 241.44, 91796016, 0.582690653581732, 0.549786428071883, 0.593791213216817, 1.46248271537564, 0, 1.11401779924685, 0.933201327726255, 0.180816471520597, 242.693636363642, 241.17741935484, 240.595142857143, 241.269057132188
6/1/2017, 241.97, 243.38, 241.64, 243.36, 68962024, 0.589047459856734, 0.888849039634821, 1.28065330313184, 1.54328007762446, 0, 1.27687377408998, 1.001935816999, 0.274937957090978, 243.155272727279, 241.400215053764, 240.721863247863, 241.476285714286
6/2/2017, 243.42, 244.35, 243.08, 244.17, 88666128, 0.583745178929426, 0.989497276177371, 1.30867243211884, 1.69398889689918, 0, 1.45453160310848, 1.0924549742209, 0.362076628887583, 243.67545454546, 241.788451612904, 240.903604395605, 241.706490566038
6/5/2017, 243.97, 244.3, 243.76, 243.99, 44698825, 0.566033064151146, 1.05720908535132, 1.31972327684039, 1.67694405330053, 0, 1.56278737680552, 1.18652145473782, 0.376265922067697, 244.037818181824, 242.046881720431, 241.109115995116, 241.921867395521
6/6/2017, 243.34, 243.98, 243.12, 243.21, 50375430, 0.557341749747651, 0.803507160756819, 1.23421635341719, 1.5391993661531, 0, 1.56757138894073, 1.2627314415784, 0.304839947362332, 244.062909090915, 242.317698924732, 241.264634920635, 242.100908618899
6/7/2017, 243.6, 243.92, 242.83, 243.66, 54144311, 0.550864042552408, 0.864782762734828, 1.3250730235133, 1.63931869470158, 0, 1.58935292108154, 1.32805573747903, 0.261297183602511, 244.148181818188, 242.698645161291, 241.421655677656, 242.29003567788
6/8/2017, 243.77, 244.33, 243.17, 243.78, 65950691, 0.546855180810173, 0.940025231975459, 1.13748851947645, 1.60028604843573, 0, 1.59787858961258, 1.38202030790574, 0.215858281706837, 244.190000000006, 243.051849462367, 241.541604395605, 242.476889074228
6/9/2017, 244.09, 245.01, 241.95, 243.41, 132256362, 0.583159024604613, 0.822445736253127, 1.05705645418842, 1.65008493135709, 0, 1.55683313231222, 1.41698287278704, 0.139850259525185, 244.161090909097, 243.336731182797, 241.633045177045, 242.64398034398
6/12/2017, 243.13, 243.42, 242.38, 243.36, 86108102, 0.575482418105104, 0.654048476458121, 0.952482085704159, 1.59685175312369, 0, 1.50294471838961, 1.43417524190755, 0.0687694764820621, 244.014909090916, 243.549569892474, 241.712666666667, 242.803476512226
6/13/2017, 243.98, 244.61, 243.58, 244.55, 60066953, 0.569605116362933, 0.855613130324542, 1.17652425178792, 1.78946308465649, 0, 1.53852565086174, 1.45504532369839, 0.0834803271633531, 244.147818181825, 243.919333333334, 241.836107448108, 242.999375790139
6/14/2017, 244.86, 244.87, 243.29, 244.24, 78602311, 0.574156913880722, 0.84004064793411, 1.19270411971878, 1.68112220412111, 0, 1.52414004922753, 1.46886426880422, 0.0552757804233088, 243.995272727279, 244.217892473119, 241.968593406594, 243.177843502562
6/15/2017, 242.68, 243.91, 242.36, 243.77, 66464888, 0.585061658177447, 0.681416085276685, 1.10771516466752, 1.69796720054277, 0, 1.45800728385339, 1.46669287181405, -0.0086855879606611, 243.911636363643, 244.402193548388, 242.060507936508, 243.334016781083
6/16/2017, 242.77, 242.83, 241.63, 242.64, 84553097, 0.602495286816768, 0.564013723030377, 1.04750511240897, 1.45280666108741, 0, 1.29943594592376, 1.43324148663599, -0.133805540712233, 243.577272727279, 244.42765591398, 242.092378510379, 243.446097451274
6/19/2017, 243.59, 244.73, 243.48, 244.66, 65123802, 0.610357163302377, 0.932525338649671, 1.18941522753936, 1.44729631343292, 0, 1.32153035699403, 1.4108992607076, -0.0893689037135699, 243.988181818189, 244.747053763442, 242.209177045177, 243.623006189213
6/20/2017, 244.25, 244.26, 242.99, 243.01, 56906368, 0.618137049483072, 0.441637193220651, 0.990635861904305, 1.30311115289778, 0, 1.19215668638532, 1.36715074584314, -0.174994059457828, 243.636545454552, 244.822430107528, 242.272776556777, 243.73840069535
6/21/2017, 243.42, 243.59, 242.41, 242.95, 55977569, 0.611660054229831, 0.467660956679637, 0.965190602426916, 1.33363453624748, 0, 1.07242339247381, 1.30820527516928, -0.235781882695469, 243.365090909098, 244.853913978496, 242.344884004884, 243.847820823245
6/22/2017, 242.96, 243.53, 242.64, 242.84, 44148059, 0.599665086750044, 1.60018071774448, 0.988101293624554, 1.47730721352169, 0, 0.95761897824147, 1.23808801578372, -0.280469037542246, 243.118363636371, 244.877462365593, 242.431802197802, 243.949831932773
6/23/2017, 242.91, 243.51, 242.47, 243.13, 66986801, 0.590390063682234, 1.46480378982238, 1.16784502592157, 1.50609133888386, 0, 0.879893366199155, 1.1664490858668, -0.286555719667649, 242.949090909098, 244.885978494625, 242.544686202686, 244.057878787879
6/26/2017, 243.9, 244.38, 243.05, 243.29, 56700477, 0.587835337966659, 1.20091210929473, 1.41883714889054, 1.51199268854738, 0, 0.821733489343188, 1.09750596656208, -0.275772477218893, 242.840363636371, 244.863935483872, 242.684766788767, 244.167496274218
6/27/2017, 243.04, 243.38, 241.31, 241.33, 82247666, 0.605866392098839, 0.40888533527306, 0.890557071295337, 1.29286943745455, 0, 0.61044887369431, 1.00009454798853, -0.389645674294217, 242.296363636371, 244.653397849463, 242.728595848596, 244.209968012795
6/28/2017, 242.5, 243.72, 242.23, 243.49, 70042599, 0.619545154153978, 0.701061383301079, 1.22645133940548, 1.32843065124248, 0, 0.610263503898835, 0.922128339170589, -0.311864835271753, 242.612181818189, 244.695612903227, 242.870222222222, 244.320091791241
6/29/2017, 243.66, 243.72, 239.96, 241.35, 106949719, 0.671681777939526, 0.147984056097684, 0.981421858296161, 1.15353222134301, 0, 0.432451450595806, 0.824192961455632, -0.391741510859826, 242.135636363644, 244.16030107527, 242.943262515263, 244.35839483871
6/30/2017, 242.28, 242.71, 241.58, 241.8, 86820694, 0.665032577545159, 0.0185204448582063, 0.819022170510766, 1.19206911316892, 0, 0.324109227061001, 0.724176214576706, -0.400066987515705, 241.720545454553, 243.709741935485, 243.027746031746, 244.409333333333
7/3/2017, 242.88, 243.38, 242.21, 242.21, 39153806, 0.663327828693689, 0.104596103901236, 0.969210295039319, 1.20010533558717, 0, 0.268238718855002, 0.632988715432365, -0.364749996577363, 241.896909090916, 243.38141935484, 243.129663003663, 244.471209848769
7/5/2017, 242.63, 243.01, 241.7, 242.77, 54427596, 0.655688106926323, 0.247685796306062, 0.746402033154341, 1.1294221929356, 0, 0.26608104184055, 0.559607180714002, -0.293526138873452, 242.070363636371, 243.17965591398, 243.258498168498, 244.548313238189
7/6/2017, 241.89, 242.03, 240.34, 240.55, 66115317, 0.679161636385692, -0.141884992761205, 0.270450347279083, 0.832664335797023, 0, 0.0842642744720479, 0.464538599465611, -0.380274324993564, 241.478000000007, 242.710580645162, 243.294097680098, 244.554251453488
7/7/2017, 241.21, 242.28, 240.56, 242.11, 57972268, 0.676773842678738, -0.206956437690339, 0.478455752892148, 0.85247699812501, 0, 0.065299408021275, 0.384690761176744, -0.319391353155469, 241.533454545462, 242.473548387098, 243.381145299145, 244.607344066786
7/10/2017, 241.95, 242.8, 241.76, 242.37, 36663274, 0.663700248786574, -0.305779667178746, 0.485414796315881, 0.793156036440646, 0, 0.0704374823630189, 0.321840105413999, -0.25140262305098, 241.776545454553, 242.336494623657, 243.548981684982, 244.666436876101
7/11/2017, 242.16, 242.55, 240.85, 242.19, 50354614, 0.666080258612998, -0.306013180717394, 0.529580586951706, 0.670605181453177, 0, 0.0593013584727657, 0.269332356025752, -0.210030997552987, 242.030909090917, 242.169333333335, 243.673496947497, 244.718046495489
7/12/2017, 243.3, 244.2, 243.3, 244.01, 59610405, 0.669243387327601, 0.147259972971856, 0.665580534110629, 0.838837780093194, 0, 0.195085861311213, 0.254483057082845, -0.0593971957716314, 242.582000000008, 242.216000000001, 243.878029304029, 244.822351332878
7/13/2017, 244.02, 244.55, 243.76, 244.42, 39471637, 0.650875439795097, 0.140332585288614, 0.703393545945266, 0.840971877132414, 0, 0.33195308306432, 0.26997706227914, 0.0619760207851805, 243.560545454553, 242.294494623657, 244.080610500611, 244.935655930872
7/14/2017, 244.43, 245.97, 244.31, 245.56, 60262692, 0.649261387216899, 0.306946836236217, 0.870650458511733, 0.816156144437896, 0, 0.526342466682109, 0.321250143159734, 0.205092323522376, 244.454181818189, 242.626408602152, 244.31232967033, 245.079210613599
7/17/2017, 245.47, 245.91, 245.33, 245.53, 33531917, 0.628684865119262, 0.364411046353035, 0.832793291592316, 0.832530194988596, 0, 0.670250474169762, 0.391050209361739, 0.279200264808023, 245.197818181826, 242.994322580646, 244.526688644689, 245.217732026144
7/18/2017, 245.06, 245.72, 244.67, 245.66, 42742498, 0.618305565359016, 0.394343976680578, 0.737055629646212, 0.829431537665046, 0, 0.78573110141312, 0.469986387772016, 0.315744713641104, 245.864909090917, 243.357956989249, 244.746825396826, 245.356039072563
7/19/2017, 246.02, 247, 246.01, 246.99, 51034260, 0.611353892573753, 0.413928661868328, 0.891825588297711, 0.911824541599752, 0, 0.973350041829832, 0.570659118583579, 0.402690923246253, 246.91527272728, 243.827569892474, 245.037096459097, 245.52879403364
7/20/2017, 247.28, 247.42, 246.47, 247.1, 47135183, 0.599750639540476, 0.484361232937821, 0.932315582529935, 0.888668440509441, 0, 1.11802755877366, 0.680132806621595, 0.437894752152066, 247.329454545462, 244.316752688173, 245.328029304029, 245.69990199145
7/21/2017, 246.44, 246.91, 246.18, 246.88, 88711019, 0.588903369567923, 0.527988253124805, 0.853970460097865, 0.928208028461393, 0, 1.20108797736185, 0.784323840769647, 0.416764136592205, 247.622363636371, 244.76382795699, 245.582317460318, 245.860019527235
7/24/2017, 246.79, 246.98, 246.28, 246.82, 46622256, 0.573774575338232, 0.722798216185639, 0.908647048608745, 0.656702375353573, 0, 1.24768986682713, 0.876997045981143, 0.370692820845987, 247.686363636371, 245.158623655915, 245.872227106227, 246.014018237082
7/25/2017, 247.68, 247.8, 247.16, 247.42, 54915591, 0.5635683802875, 0.50286594375761, 1.0290981913813, 0.856056907401712, 0, 1.31784587860957, 0.96516681250683, 0.352679066102745, 247.678909090917, 245.604215053765, 246.172153846154, 246.180616322046
7/26/2017, 247.75, 247.79, 247.13, 247.43, 47575422, 0.548705428679613, 0.844575810575902, 0.878052798491186, 0.843018130282805, 0, 1.35859094905325, 1.04385163981611, 0.314739309237137, 247.753636363644, 246.104215053765, 246.433746031746, 246.342971535507
7/27/2017, 247.96, 248, 245.68, 247.2, 70766568, 0.56868072413951, 0.811466846948909, 0.877623462902332, 0.890405849790755, 0, 1.35668362875637, 1.10641803760417, 0.250265591152206, 247.644363636372, 246.535784946238, 246.671887667888, 246.494571678322
7/28/2017, 246.65, 247.06, 246.13, 246.91, 50088359, 0.562549031051486, 0.776434351194407, 1.62452161628725, 0.93267690127457, 0, 1.31659460426442, 1.14845335093622, 0.168141253328206, 247.511272727281, 246.880129032259, 246.822156288157, 246.634099616858
7/31/2017, 247.37, 247.48, 246.53, 246.77, 65838659, 0.553973465956463, 0.694496392557839, 1.47062659324541, 0.962325465083679, 0, 1.25901380610961, 1.1705654419709, 0.0884483641387117, 247.25018181819, 247.111118279571, 246.968871794872, 246.766021728862
8/1/2017, 247.46, 247.5, 246.72, 247.32, 55050401, 0.540873486108574, 0.764681433710344, 1.34587749480606, 0.983074472718162, 0, 1.24342755335459, 1.18513786424763, 0.058289689106958, 247.137454545463, 247.519913978496, 247.124923076923, 246.909281520827
8/2/2017, 247.47, 247.6, 246.37, 247.44, 47211216, 0.538435131972009, 1.2664172338204, 1.19589291244422, 0.918132333214003, 0, 1.22661863677044, 1.1934340187522, 0.0331846180182434, 247.241636363645, 247.81677419355, 247.272705738706, 247.05195256481
