Date,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Volume,SPY_ATRPercentOfClose20,SPY_SQN25,SPY_SQN50,SPY_SQN100,SPY_SQN200,SPY_MACD,SPY_MACD_Avg,SPY_MACD_Diff,SPY_LinReg10,SPY_LinReg30,SPY_LinReg90,SPY_LinReg270
1/26/2017, 229.4, 229.71, 229.01, 229.33, 59970719, 0, 0, 0, 0, 0, 0.723264063512204, 0.449547103549899, 0.273716959962305, 228.514, 227.96137254902, 227.96137254902, 227.96137254902
1/27/2017, 229.42, 229.59, 228.76, 228.97, 59711118, 0, 0, 0, 0, 0, 0.797397339209027, 0.519117150681725, 0.278280188527303, 228.998, 228.273157894737, 228.273157894737, 228.273157894737
1/30/2017, 228.17, 228.2, 226.41, 227.55, 79737252, 0, 0, 0, 0, 0, 0.733115463026081, 0.561916813150596, 0.171198649875485, 228.962363636364, 228.251368421053, 228.251368421053, 228.251368421053
1/31/2017, 226.98, 227.6, 226.32, 227.53, 75880805, 0, 0, 0, 0, 0, 0.672802135953674, 0.584093877711212, 0.0887082582424624, 228.732545454546, 228.226571428571, 228.226571428571, 228.226571428571
2/1/2017, 228.26, 228.59, 226.94, 227.62, 79117651, 0, 0, 0, 0, 0, 0.625060331142492, 0.592287168397468, 0.0327731627450247, 228.564, 228.219134199134, 228.219134199134, 228.219134199134
2/2/2017, 227.2, 228.1, 226.82, 227.77, 69657560, 0.639225424770603, 0, 0, 0, 0, 0.59249840052243, 0.59232941482246, 0.000168985699970037, 228.231818181819, 228.236086956522, 228.236086956522, 228.236086956522
2/3/2017, 228.82, 229.55, 228.46, 229.34, 80563168, 0.641913997776229, 0, 0, 0, 0, 0.685476963136068, 0.610958924485182, 0.0745180386508864, 228.506545454546, 228.504565217391, 228.504565217391, 228.504565217391
2/6/2017, 228.87, 229.33, 228.54, 228.93, 57790108, 0.628383036026298, 0, 0, 0, 0, 0.717805159336081, 0.632328171455362, 0.085476987880719, 228.379818181819, 228.669533333333, 228.669533333333, 228.669533333333
2/7/2017, 229.38, 229.66, 228.72, 228.94, 57931151, 0.617467205449574, 0, 0, 0, 0, 0.735751123204096, 0.653012761805109, 0.0827383613989877, 228.39490909091, 228.811938461538, 228.811938461538, 228.811938461538
2/8/2017, 228.61, 229.39, 228.31, 229.24, 51566218, 0.609382284570075, 0.979874792595781, 0, 0, 0, 0.765358347052739, 0.675481878854635, 0.0898764681981046, 228.834545454546, 228.977606837607, 228.977606837607, 228.977606837607
2/9/2017, 229.56, 230.95, 229.52, 230.6, 65955245, 0.612576128226807, 0.979219532763604, 0, 0, 0, 0.888322885999088, 0.718050080283525, 0.170272805715562, 229.714000000001, 229.311428571429, 229.311428571429, 229.311428571429
2/10/2017, 231, 231.77, 230.62, 231.51, 66015892, 0.604928739193325, 1.22708612383337, 0, 0, 0, 1.04713187935025, 0.78386644009687, 0.263265439253377, 230.766545454546, 229.726477832512, 229.726477832512, 229.726477832512
2/13/2017, 232.08, 233.07, 232.05, 232.77, 55182050, 0.605080980324416, 1.30321712032337, 0, 0, 0, 1.26013457352167, 0.879120066781829, 0.381014506739839, 231.831818181819, 230.256344827586, 230.256344827586, 230.256344827586
2/14/2017, 232.56, 233.71, 232.16, 233.7, 71108983, 0.605701603768116, 1.72153688613059, 0, 0, 0, 1.48684455244774, 1.00066496391501, 0.486179588532725, 232.929636363637, 230.842387096774, 230.842387096774, 230.842387096774
2/15/2017, 233.45, 235.14, 233.39, 234.92, 86785826, 0.609674959818569, 1.96810964041406, 0, 0, 0, 1.74484417066677, 1.14950080526536, 0.595343365401405, 234.130363636365, 231.524795698925, 231.512157258065, 231.512157258065
2/16/2017, 234.96, 235.16, 233.85, 234.72, 84722437, 0.607590318177187, 1.76421807118056, 0, 0, 0, 1.91114194367981, 1.30182903294825, 0.609312910731558, 234.893818181819, 232.208709677419, 232.084602272727, 232.084602272727
2/17/2017, 233.95, 235.09, 233.93, 235.09, 77204104, 0.600973752641209, 2.02569194773703, 0, 0, 0, 2.04916849582753, 1.45129692552411, 0.597871570303423, 235.720000000001, 232.875053763441, 232.638288770053, 232.638288770053
2/21/2017, 235.52, 236.69, 235.51, 236.49, 88946051, 0.601373307678975, 2.16542390290147, 0, 0, 0, 2.24563752106206, 1.6101650446317, 0.635472476430366, 236.634181818183, 233.716967741935, 233.291394957983, 233.291394957983
2/22/2017, 236.02, 236.54, 235.83, 236.28, 62115185, 0.586836951313487, 2.37397811907002, 0, 0, 0, 2.35722279700295, 1.75957659510595, 0.597646201896999, 237.065454545456, 234.422365591398, 233.855047619047, 233.855047619047
2/23/2017, 236.88, 236.9, 235.56, 236.44, 74615902, 0.585454843146393, 2.28768873467557, 0, 0, 0, 2.43054775340104, 1.89377082676497, 0.536776926636076, 237.211636363637, 235.084709677419, 234.379309309309, 234.379309309309
2/24/2017, 235.46, 236.79, 235.41, 236.74, 82381612, 0.584623198267536, 2.6792817354681, 0, 0, 0, 2.48422915509869, 2.01186249243171, 0.472366662666976, 237.340727272728, 235.763397849462, 234.883214793741, 234.883214793741
2/27/2017, 236.64, 237.31, 236.35, 237.11, 56515440, 0.574769141579704, 2.57278067294776, 0, 0, 0, 2.52749259910567, 2.1149885137665, 0.412504085339167, 237.444727272728, 236.388838709677, 235.376072874494, 235.376072874494
