Date,INR_Open,INR_High,INR_Low,INR_Close,INR_Volume,INR_ATRPercentOfClose20,INR_SQN25,INR_SQN50,INR_SQN100,INR_SQN200,INR_MACD,INR_MACD_Avg,INR_MACD_Diff,INR_LinReg10,INR_LinReg30,INR_LinReg90,INR_LinReg270
3/27/2017, 39.99, 40.6, 39.99, 40.49, 5201, 0, 0, 0, 0, 0, 0.597964824924823, 0.437539194188321, 0.160425630736502, 40.5649090909091, 40.5383088235294, 40.5383088235294, 40.5383088235294
3/29/2017, 40.43, 40.43, 40.43, 40.43, 201, 0, 0, 0, 0, 0, 0.615493359582359, 0.473130027267129, 0.14236333231523, 40.5732727272727, 40.6521568627451, 40.6521568627451, 40.6521568627451
3/30/2017, 40.53, 40.53, 40.53, 40.53, 127, 0, 0, 0, 0, 0, 0.630189580643602, 0.504541937942424, 0.125647642701179, 40.6630909090909, 40.7618713450292, 40.7618713450292, 40.7618713450292
4/3/2017, 40.7, 40.7, 40.7, 40.7, 102, 0, 0, 0, 0, 0, 0.648083319872285, 0.533250214328396, 0.114833105543889, 40.7423636363637, 40.8821052631579, 40.8821052631579, 40.8821052631579
4/4/2017, 40.2, 40.56, 40.2, 40.43, 1502, 0, 0, 0, 0, 0, 0.633178604796491, 0.553235892422015, 0.0799427123744763, 40.6001818181818, 40.929, 40.929, 40.929
4/5/2017, 39.86, 40.8, 39.86, 40.6, 6755, 0, 0, 0, 0, 0, 0.627846664440284, 0.568158046825669, 0.0596886176146153, 40.6285454545455, 40.9955844155844, 40.9955844155844, 40.9955844155844
4/10/2017, 40.6, 40.93, 40.6, 40.76, 1901, 0.887346663395486, 0, 0, 0, 0, 0.629277803312888, 0.580381998123113, 0.0488958051897757, 40.7074545454546, 41.0764822134387, 41.0764822134387, 41.0764822134387
4/11/2017, 41.05, 41.05, 40.46, 40.46, 400, 0.922141312407315, 0, 0, 0, 0, 0.599296185012918, 0.584164835501074, 0.015131349511844, 40.6769090909091, 41.0941304347826, 41.0941304347826, 41.0941304347826
4/13/2017, 40.48, 40.48, 40.48, 40.48, 142, 0.878071779273714, 0, 0, 0, 0, 0.570572168566933, 0.581446302114246, -0.0108741335473124, 40.6434545454545, 41.1100333333333, 41.1100333333333, 41.1100333333333
4/17/2017, 40.68, 41.08, 40.68, 41.01, 2049, 0.896540559467202, 0, 0, 0, 0, 0.583844552621308, 0.581925952215658, 0.00191860040564984, 40.7261818181818, 41.2015076923077, 41.2015076923077, 41.2015076923077
4/19/2017, 40.6, 40.6, 40.6, 40.6, 103, 0.91080719030942, 1.74603249148617, 0, 0, 0, 0.554883092235173, 0.576517380219561, -0.0216342879843884, 40.7101818181818, 41.2195726495727, 41.2195726495727, 41.2195726495727
4/25/2017, 40.8, 41.95, 40.8, 41.39, 4453, 1.0118345815471, 1.90378546448101, 0, 0, 0, 0.588888978345921, 0.578991699844833, 0.00989727850108757, 40.9490909090909, 41.3442328042328, 41.3442328042328, 41.3442328042328
4/27/2017, 40.98, 41.3, 40.98, 41.26, 656, 1.01395641453521, 1.77979803430838, 0, 0, 0, 0.598450410730742, 0.582883442022015, 0.0155669687087269, 41.1107272727272, 41.4345073891626, 41.4345073891626, 41.4345073891626
5/1/2017, 41.38, 41.38, 41.38, 41.38, 298, 0.974964948780486, 1.77449721577212, 0, 0, 0, 0.608694263331607, 0.588045606283933, 0.0206486570476738, 41.308, 41.528275862069, 41.528275862069, 41.528275862069
5/2/2017, 41.45, 41.45, 41.45, 41.45, 614, 0.933096431882019, 1.75851916522793, 0, 0, 0, 0.615367432596308, 0.593509971546408, 0.0218574610498999, 41.4383636363636, 41.6187096774194, 41.6187096774194, 41.6187096774194
5/8/2017, 41.2, 41.2, 41.2, 41.2, 670, 0.922160309379471, 1.55940358070265, 0, 0, 0, 0.593639944896616, 0.59353596621645, 0.000103978680165984, 41.4607272727272, 41.6414408602151, 41.666935483871, 41.666935483871
5/10/2017, 40.84, 40.84, 40.84, 40.84, 302, 0.927849033034097, 1.25616821553009, 0, 0, 0, 0.541133908153022, 0.583055554603764, -0.0419216464507425, 41.3579999999999, 41.6163225806452, 41.6655681818182, 41.6655681818182
5/17/2017, 42.42, 42.42, 41.45, 41.5, 616, 1.0577996815339, 1.2241560938861, 0, 0, 0, 0.546479504343623, 0.575740344551736, -0.0292608402081131, 41.418909090909, 41.6615698924731, 41.7393582887701, 41.7393582887701
5/25/2017, 41.3, 41.3, 41.3, 41.3, 850, 1.03398916330446, 1.12025169376807, 0, 0, 0, 0.528485546893599, 0.566289385020108, -0.0378038381265097, 41.3579999999999, 41.6687956989248, 41.7819159663866, 41.7819159663866
6/2/2017, 41.52, 41.52, 41.52, 41.52, 361, 1.00357815082491, 1.42204704377677, 0, 0, 0, 0.525914947217444, 0.558214497459576, -0.0322995502421313, 41.4343636363635, 41.6913548387097, 41.8431428571429, 41.8431428571429
6/9/2017, 41.59, 41.59, 41.59, 41.59, 199, 0.960210064465926, 1.05515482568691, 0, 0, 0, 0.523491657474381, 0.551269929462537, -0.027778271988156, 41.4250909090908, 41.7060430107527, 41.9048198198199, 41.9048198198199
6/14/2017, 41.49, 41.5, 41.05, 41.06, 1400, 0.989731606236751, 0.585357060312412, 0, 0, 0, 0.473348149470851, 0.5356855734642, -0.0623374239933483, 41.3367272727272, 41.6405376344086, 41.9046088193457, 41.9046088193457
6/15/2017, 41.34, 41.34, 40.96, 40.96, 243, 0.988927264757738, 0.437169272357726, 0, 0, 0, 0.420690436368702, 0.5126865460451, -0.0919961096763984, 41.2058181818181, 41.5947956989248, 41.8931578947369, 41.8931578947369
6/16/2017, 41.25, 41.25, 41.19, 41.19, 625, 0.969437672402357, 0.573083612413378, 0, 0, 0, 0.392987778680478, 0.488746792572176, -0.0957590138916976, 41.1947272727272, 41.5659784946237, 41.9043461538462, 41.9043461538462
6/19/2017, 41.5, 41.5, 41.5, 41.5, 124, 0.951435682890131, 0.939011989290635, 0, 0, 0, 0.391534268768844, 0.469304287811509, -0.0777700190426656, 41.3150909090908, 41.546559139785, 41.9434512195122, 41.9434512195122
6/21/2017, 40.94, 41.24, 40.77, 41.07, 1200, 1.00219994638284, 0.374373973816504, 0, 0, 0, 0.351631555661228, 0.445769741381453, -0.0941381857202247, 41.2341818181817, 41.5189032258065, 41.9379094076655, 41.9379094076655
6/22/2017, 41.37, 41.41, 41.37, 41.41, 400, 0.985325626854534, 0.607978255713827, 0, 0, 0, 0.343484056153422, 0.425312604335847, -0.0818285481824252, 41.2058181818181, 41.5368172043011, 41.9631672203765, 41.9631672203765
6/23/2017, 40.99, 41.11, 40.98, 41.11, 800, 0.99518894423848, 0.362959599594349, 0, 0, 0, 0.309254715443281, 0.402101026557334, -0.0928463111140528, 41.1747272727272, 41.5178064516129, 41.9586152219874, 41.9586152219874
6/28/2017, 41.1, 41.1, 40.74, 41.04, 2521, 0.992120044414272, 0.221530400900986, 0, 0, 0, 0.273328540067034, 0.376346529259274, -0.10301798919224, 41.1007272727272, 41.4845591397849, 41.9474545454546, 41.9474545454546
6/29/2017, 41.27, 41.55, 41.2, 41.2, 3001, 1.00074699736951, 0.481607464177661, 0, 0, 0, 0.254829929272915, 0.352043209262002, -0.0972132799890866, 41.1401818181817, 41.4480430107527, 41.9501352657005, 41.9501352657005
6/30/2017, 40.67, 40.98, 40.62, 40.98, 3762, 1.02657973345638, 0.246733822887148, 0, 0, 0, 0.219882813359874, 0.325611130081576, -0.105728316721703, 41.1350909090908, 41.4085376344086, 41.9333765032378, 41.9333765032378
7/3/2017, 41.35, 42.04, 41.08, 41.64, 3941, 1.08707434205548, 0.508922677141914, 0, 0, 0, 0.242646379942428, 0.309018180053747, -0.0663718001113185, 41.2852727272726, 41.4456129032258, 41.9715691489362, 41.9715691489362
7/5/2017, 40.59, 40.94, 40.59, 40.94, 2820, 1.17861472454887, 0.276657307772483, 0, 0, 0, 0.201875426353915, 0.287589629313781, -0.0857142029598654, 41.1419999999999, 41.3927311827957, 41.9498469387756, 41.9498469387756
7/6/2017, 41.13, 41.66, 41.13, 41.14, 2202, 1.20174677884976, 0.369430846451148, 0, 0, 0, 0.18358621284321, 0.266788946019666, -0.0832027331764567, 41.114909090909, 41.3739139784946, 41.9448571428572, 41.9448571428572
7/7/2017, 41.42, 41.42, 40.69, 41.05, 1630, 1.23307842528101, 0.0441194512125246, 0, 0, 0, 0.159985419205562, 0.245428240656845, -0.0854428214512838, 41.1214545454544, 41.3228387096774, 41.9326352941177, 41.9326352941177
7/10/2017, 41.68, 41.68, 41.01, 41.1, 3900, 1.25150792919455, 0.30095167556845, 1.37081099703449, 0, 0, 0.143660177247796, 0.225074627975036, -0.0814144507272398, 41.083818181818, 41.2854408602151, 41.9244871794872, 41.9244871794872
7/11/2017, 41.25, 41.26, 41.2, 41.21, 1700, 1.20517173247758, -0.0906030216173267, 1.29735805330927, 0, 0, 0.138007521272364, 0.207661206634501, -0.0696536853621373, 41.1505454545453, 41.269440860215, 41.9245718432511, 41.9245718432511
7/12/2017, 41.14, 41.41, 40.97, 41.41, 1600, 1.19251076408189, 0.11133016277345, 1.35553179125838, 0, 0, 0.147960482872548, 0.195721061882111, -0.0477605790095622, 41.2372727272726, 41.2559139784946, 41.9388259958072, 41.9388259958072
7/18/2017, 41.45, 41.83, 41.4, 41.83, 700, 1.17290885019363, 0.285679145736132, 1.4599231225618, 0, 0, 0.187576501415457, 0.19409214978878, -0.00651564837332322, 41.4387272727271, 41.2908817204301, 41.9819595959596, 41.9819595959596
7/20/2017, 41.25, 41.5, 41.25, 41.35, 1760, 1.19733103611656, -0.0357800573466295, 1.19919697947906, 0, 0, 0.178186470343206, 0.190911013899665, -0.0127245435564589, 41.4632727272726, 41.2915698924731, 41.9879675324676, 41.9879675324676
7/24/2017, 41.07, 41.25, 41.07, 41.19, 1075, 1.17587172678438, 0.0153096831448703, 1.11446973891316, 0, 0, 0.156035460581826, 0.183935903236097, -0.0279004426542712, 41.3803636363635, 41.2424301075269, 41.982030075188, 41.982030075188
7/25/2017, 41.78, 41.81, 41.2, 41.78, 5639, 1.17550140270312, 0.546446367138515, 1.27860780971469, 0, 0, 0.183968026032808, 0.18394232779544, 2.56982373685044E-05, 41.621818181818, 41.3170107526882, 42.0163520871144, 42.0163520871144
7/26/2017, 41.09, 41.32, 41.09, 41.28, 2600, 1.21382815345662, -0.104619099261165, 0.801761065208805, 0, 0, 0.163869973026792, 0.17992785684171, -0.0160578838149183, 41.542909090909, 41.3169677419355, 42.0146230274694, 42.0146230274694
7/27/2017, 41.6, 41.84, 41.16, 41.65, 3957, 1.2245254469617, 0.21821830479456, 0.952614952619891, 0, 0, 0.175771840637161, 0.1790966536008, -0.00332481296363923, 41.6132727272726, 41.3717419354839, 42.0370508474577, 42.0370508474577
7/28/2017, 41.5, 41.5, 41.38, 41.38, 800, 1.20351403148036, -0.0568091891265123, 0.959508729664991, 0, 0, 0.16155510625056, 0.175588344130752, -0.0140332378801919, 41.5445454545454, 41.3951827956989, 42.0402513661203, 42.0402513661203
7/31/2017, 41.61, 41.94, 41.32, 41.56, 6406, 1.21297738430039, 0.00498529173475867, 0.69286961409687, 0, 0, 0.162934529665606, 0.173057581237723, -0.0101230515721173, 41.5299999999999, 41.4252473118279, 42.0544156530936, 42.0544156530936
8/1/2017, 41.7, 42.1, 41.18, 41.54, 4208, 1.26361995876139, 0.302180222278266, 0.624351768145463, 0, 0, 0.16056302915414, 0.170558670821006, -0.00999564166686612, 41.5054545454545, 41.4264516129032, 42.0661751152074, 42.0661751152074
8/2/2017, 41.78, 42.3, 41.68, 42.1, 4400, 1.27473240932543, 0.659282137860119, 0.780083739514636, 0, 0, 0.201547602495246, 0.176756457155854, 0.0247911453393919, 41.6963636363636, 41.5381935483871, 42.1116666666667, 42.1116666666667
8/3/2017, 41.8, 42.54, 41.8, 41.85, 601, 1.30664092499333, 0.388454186244997, 0.674848732145868, 0, 0, 0.211418164486204, 0.183688798621924, 0.02772936586428, 41.8472727272727, 41.6010107526882, 42.1391105769231, 42.1391105769231
8/4/2017, 42.35, 42.8, 41.23, 41.63, 5603, 1.43643470034644, 0.0940614564631525, 0.705791982154395, 0, 0, 0.199192329413741, 0.186789504780288, 0.0124028246334532, 41.8250909090908, 41.6470322580645, 42.1515384615385, 42.1515384615385
8/7/2017, 42.4, 42.9, 41.75, 42.24, 4524, 1.49523763604761, 0.660832386028273, 0.740074164303895, 0, 0, 0.236004654306676, 0.196632534685565, 0.0393721196211106, 41.9663636363636, 41.7744086021505, 42.1991361374944, 42.1991361374944
8/8/2017, 42.4, 42.85, 41.88, 42.13, 2725, 1.53930443530307, 0.417931434744044, 0.72057764594694, 0, 0, 0.253381778888816, 0.207982383526215, 0.0453993953626003, 42.1303636363636, 41.8483010752688, 42.2375504828798, 42.2375504828798
8/9/2017, 42.4, 42.86, 41.85, 41.91, 3879, 1.59051183646749, 0.467916962250638, 0.588822776030805, 0, 0, 0.246558935995743, 0.215697694020121, 0.0308612419756224, 42.0992727272726, 41.8807096774194, 42.2610485933504, 42.2610485933504
8/10/2017, 41.25, 42, 41.25, 41.82, 2876, 1.60390802278897, 0.457325000080014, 0.483317716159581, 0, 0, 0.231224128190682, 0.218802980854233, 0.0124211473364489, 42.0767272727272, 41.9109032258064, 42.2779627329193, 42.2779627329193
8/11/2017, 41.83, 41.9, 41.83, 41.89, 1042, 1.53071525035529, 0.406843724108485, 0.626624934498047, 0, 0, 0.222158690415306, 0.219474122766448, 0.00268456764885791, 42.0150909090908, 41.9665806451613, 42.297661971831, 42.297661971831
8/14/2017, 41.81, 42.16, 41.8, 42, 1800, 1.49322806536938, 0.597283699223796, 0.600787039453131, 0, 0, 0.221299345258927, 0.219839167264944, 0.00146017799398368, 41.9996363636363, 42.0050322580645, 42.3221830985916, 42.3221830985916
8/15/2017, 42.08, 42.08, 41.94, 41.94, 1600, 1.43728659533234, 0.199984921031937, 0.510819277981846, 0, 0, 0.213317814492434, 0.218534896710442, -0.00521708221800749, 41.9354545454545, 42.0525376344086, 42.3419824961949, 42.3419824961949
8/16/2017, 41.72, 42.23, 41.72, 42.23, 1800, 1.41642931133854, 0.87329465660895, 0.754432077981223, 0, 0, 0.227767409310793, 0.220381399230512, 0.00738601008028117, 42.0616363636363, 42.1134193548387, 42.3761384672344, 42.3761384672344
8/17/2017, 41.9, 41.9, 41.6, 41.66, 738, 1.4396308047752, 0.34281643364018, 0.503212627078323, 0, 0, 0.191022591469782, 0.214509637678366, -0.0234870462085843, 41.9338181818181, 42.0900860215053, 42.3782378378379, 42.3782378378379
8/18/2017, 41.85, 41.89, 41.7, 41.7, 1487, 1.39391530840739, 0.424921506790481, 0.310332492520077, 0, 0, 0.163247904084727, 0.204257290959638, -0.0410093868749111, 41.7861818181817, 42.0784946236559, 42.3820666666667, 42.3820666666667
8/21/2017, 41.75, 41.78, 41.73, 41.78, 662, 1.33125789714119, 0.442813084131974, 0.518707344976808, 0, 0, 0.146008500531359, 0.192607532873982, -0.0465990323426237, 41.7843636363636, 42.0591612903225, 42.3895933014354, 42.3895933014354
8/22/2017, 41.92, 41.92, 41.62, 41.75, 1356, 1.3015319088726, 0.355537141344715, 0.184077897994854, 0, 0, 0.128444768396598, 0.179774979978506, -0.0513302115819076, 41.7752727272727, 42.0748602150537, 42.395004995005, 42.395004995005
8/23/2017, 41.88, 41.88, 41.8, 41.8, 698, 1.25052653913061, 0.262794629485689, 0.262882889866532, 0, 0, 0.117208855545755, 0.167261755091955, -0.0500528995462006, 41.7601818181818, 42.0495268817204, 42.4024505030834, 42.4024505030834
8/24/2017, 41.78, 41.84, 41.73, 41.78, 2200, 1.20173309882423, -0.0135923295514834, 0.201826083588736, 0, 0, 0.105474634872927, 0.15490433104815, -0.049429696175223, 41.7261818181818, 42.029440860215, 42.4083417721519, 42.4083417721519
8/25/2017, 41.8, 41.99, 41.8, 41.99, 361, 1.16094280603555, 0.449486963854603, 0.261332506782575, 0, 0, 0.111831303748936, 0.146289725588307, -0.0344584218393711, 41.780909090909, 42.0258709677419, 42.4240555555556, 42.4240555555556
8/29/2017, 42.2, 43.1, 42.2, 42.41, 1400, 1.22283869380243, 0.820200671687679, 0.546360909695476, 0, 0, 0.149041442569185, 0.146840068984483, 0.00220137358470268, 41.9972727272727, 42.0728602150537, 42.4592381812707, 42.4592381812707
8/30/2017, 41.95, 41.95, 41.69, 41.69, 900, 1.26811128697417, -0.0377105396401065, 0.385432816578295, 0, 0, 0.119060309820725, 0.141284117151731, -0.0222238073310062, 41.9305454545454, 42.027376344086, 42.4582339112548, 42.4582339112548
8/31/2017, 42.08, 42.08, 42.08, 42.08, 470, 1.23988074088059, 0.536702885311944, 0.274680717204722, 0, 0, 0.125325116814714, 0.138092317084328, -0.0127672002696133, 42.0701818181818, 42.0416129032258, 42.4755163511188, 42.4755163511188
9/5/2017, 42.76, 42.76, 42.76, 42.76, 100, 1.23866867393458, 0.6900800403758, 0.626243312617811, 0, 0, 0.18305024916824, 0.14708390350111, 0.0359663456671294, 42.3389090909091, 42.1658064516129, 42.5236890756303, 42.5236890756303
9/6/2017, 41.65, 41.75, 41.62, 41.62, 2000, 1.34592020356969, 0.146055280814248, 0.0696797818607832, 0, 0, 0.135250278799433, 0.144717178560775, -0.00946689976134207, 42.1618181818182, 42.1073548387096, 42.5169876880985, 42.5169876880985
9/8/2017, 41.86, 42.07, 41.86, 41.98, 775, 1.32125628701624, 0.2342234644941, 0.176991696079871, 0, 0, 0.124976794564049, 0.140769101761429, -0.0157923071973809, 42.1294545454545, 42.0821720430107, 42.5268083400161, 42.5268083400161
9/12/2017, 42.27, 42.27, 42.27, 42.27, 402, 1.28088530831547, 0.38541142526746, 0.489253508814171, 0, 0, 0.138637434612519, 0.140342768331647, -0.00170533371912798, 42.1803636363637, 42.1280215053763, 42.5491483803553, 42.5491483803553
9/14/2017, 41.65, 41.65, 41.57, 41.57, 610, 1.32152684347775, -0.232199903800589, 0.258004824712987, 0, 0, 0.0919198456520576, 0.130658183795729, -0.0387383381436719, 41.9710909090909, 42.0485591397849, 42.5391368743616, 42.5391368743616
9/15/2017, 41.97, 42.13, 41.71, 41.71, 1315, 1.31836675471593, -0.0435585817997644, 0.224283450374975, 0, 0, 0.0654383175986837, 0.11761421055632, -0.0521758929576366, 41.8187272727273, 42.0096559139784, 42.5355131086142, 42.5355131086142
9/18/2017, 41.85, 41.93, 41.85, 41.93, 641, 1.27211122042074, 0.171034303370264, 0.190548715465442, 0, 0, 0.0614948033962008, 0.106390329124296, -0.0448955257280956, 41.7881818181819, 41.9802795698924, 42.5414627594628, 42.5414627594628
9/20/2017, 41.59, 41.66, 41.51, 41.66, 900, 1.26674609454223, -0.268858222865233, 0.252597802153426, 0, 0, 0.0361658984979911, 0.0923454429990354, -0.0561795445010443, 41.7516363636364, 41.9250967741935, 42.4994334554335, 42.5353344481606
9/22/2017, 41.71, 41.78, 41.49, 41.49, 1018, 1.24328778461552, -0.299561369710382, 0.0622714905493706, 0, 0, 0.00234791433560133, 0.0743459372663486, -0.0719980229307472, 41.5532727272728, 41.8463655913978, 42.4534920634921, 42.5219915848528
9/25/2017, 41.5, 41.5, 41.49, 41.49, 510, 1.18232850504973, -0.190167592515881, 0.175829257043296, 0, 0, -0.0241744141601146, 0.0546418669810559, -0.0788162811411705, 41.4438181818183, 41.8052903225806, 42.4062881562882, 42.5089773507207
9/27/2017, 41.6, 41.6, 41.49, 41.49, 1907, 1.13646828611201, -0.144665175785683, 0.202514119923928, 0, 0, -0.0446785243586447, 0.0347777887131158, -0.0794563130717605, 41.5025454545455, 41.7514838709677, 42.359413919414, 42.4962799552072
9/29/2017, 41.5, 41.5, 41.5, 41.5, 180, 1.08058953569272, -0.175261237992059, 0.145605341130584, 0, 0, -0.059436120390437, 0.0159350068924052, -0.0753711272828422, 41.4060000000001, 41.6866021505375, 42.3127277167278, 42.484302631579
10/4/2017, 41.49, 41.49, 41.49, 41.49, 189, 1.0280125920628, -0.23672956167024, 0.226262107156901, 0, 0, -0.0711187255960866, -0.00147573960529311, -0.0696429859907935, 41.3845454545455, 41.6619569892472, 42.2643028083029, 42.4721950171822
