Date,ITA_Open,ITA_High,ITA_Low,ITA_Close,ITA_Volume,ITA_ATRPercentOfClose20,ITA_SQN25,ITA_SQN50,ITA_SQN100,ITA_SQN200,ITA_MACD,ITA_MACD_Avg,ITA_MACD_Diff,ITA_LinReg10,ITA_LinReg30,ITA_LinReg90,ITA_LinReg270
4/7/2017, 150.09, 150.23, 148.5, 149.58, 417308, 1.05832182332275, -0.417551534202546, 0.951716145302281, 0, 0, -0.232800969985504, -0.126931504584069, -0.105869465401436, 148.836363636366, 147.692967741936, 151.958599648815, 151.958599648815
4/10/2017, 150.16, 150.6, 149.25, 149.73, 235202, 1.04947965949366, -0.310928954206163, 0.922364726709179, 0, 0, -0.140353131699754, -0.129615830007206, -0.0107373016925484, 148.994181818185, 147.80311827957, 151.967749360614, 151.967749360614
4/11/2017, 149.65, 150.78, 149.14, 150.74, 176033, 1.04472376240671, -0.0780476101679631, 1.23152660565342, 0, 0, 0.0142467772899408, -0.100843308547777, 0.115090085837717, 149.671454545457, 148.016043010753, 152.032749482402, 152.032749482402
4/12/2017, 150.68, 150.9, 148.4, 148.56, 216332, 1.0911926288902, -0.373969334764159, 0.866979621709415, 0, 0, -0.0386934282285267, -0.0884133324839266, 0.0497199042553999, 149.442363636367, 148.105010752689, 151.971653923541, 151.971653923541
4/13/2017, 148.28, 148.86, 147.7, 147.71, 152460, 1.08186445129329, -0.456614941791931, 0.747329166027904, 0, 0, -0.147536114281706, -0.100237888843483, -0.0472982254382238, 149.097454545458, 148.016301075269, 151.865704225352, 151.865704225352
4/17/2017, 148.59, 149.65, 148.37, 149.63, 167346, 1.07940979880709, -0.104810045178439, 0.970421412608257, 0, 0, -0.0779680066107744, -0.095783912396941, 0.0178159057861666, 149.38072727273, 148.165397849463, 151.868413242009, 151.868413242009
4/18/2017, 149.27, 149.68, 148.19, 149.34, 167618, 1.07731675228157, -0.252412750495306, 0.684641107801182, 0, 0, -0.045708457790397, -0.0857688214756322, 0.0400603636852352, 149.404181818185, 148.264688172043, 151.854579785265, 151.854579785265
4/19/2017, 149.9, 150.43, 149.33, 149.46, 275222, 1.05942833933121, -0.100108488049036, 0.629131370376583, 0, 0, -0.010340338825273, -0.0706831249455603, 0.0603427861202874, 149.521272727276, 148.380086021506, 151.84692972973, 151.84692972973
4/20/2017, 149.79, 150.86, 149.18, 150.59, 217437, 1.05468524879886, -0.0991847742809091, 0.6998373764803, 0, 0, 0.107630014652557, -0.0350204970259369, 0.142650511678494, 149.720000000003, 148.619741935484, 151.897919298246, 151.897919298246
4/21/2017, 150.62, 151.78, 150.62, 151.37, 173140, 1.03609565327205, 0.105746757436691, 0.889367664047033, 0, 0, 0.261052599119182, 0.0241941222030869, 0.236858476916095, 150.216181818185, 148.934989247312, 151.986083390294, 151.986083390294
4/24/2017, 153.07, 153.51, 152.75, 153.38, 277899, 1.0411534038597, 0.158093386105259, 1.00457767612555, 0, 0, 0.538622400634409, 0.127079777889351, 0.411542622745058, 151.479272727276, 149.497139784947, 152.171958041958, 152.171958041958
4/25/2017, 153.73, 154.07, 153.33, 153.72, 192639, 1.0109777753695, 0.308351537653091, 0.823213763322494, 0, 0, 0.777075978452501, 0.257079018001981, 0.51999696045052, 152.682545454549, 150.123139784947, 152.365978578384, 152.365978578384
4/26/2017, 154.07, 154.74, 153.56, 154.05, 159320, 0.996670746175334, 1.00974924379709, 0.740501442021581, 0, 0, 0.981367801774894, 0.401936774756564, 0.57943102701833, 153.984181818185, 150.719397849463, 152.567183544304, 152.567183544304
4/27/2017, 154.77, 155.19, 153.75, 154.35, 157760, 0.991644133630675, 1.07687644948856, 0.795367337435426, 0, 0, 1.15417344338903, 0.552384108483057, 0.60178933490597, 154.772909090913, 151.404086021506, 152.773694444445, 152.773694444445
4/28/2017, 154.75, 154.99, 153.46, 153.76, 139159, 0.995429620347295, 0.94265002888329, 0.636743098930565, 0, 0, 1.22934397806233, 0.687776082398912, 0.54156789566342, 154.872000000004, 151.963634408603, 152.942065642879, 152.942065642879
5/1/2017, 153.87, 154.35, 152.62, 153.12, 176824, 1.00610237397708, 1.2006265259302, 0.477374349337855, 0, 0, 1.22317452257207, 0.794855770433543, 0.428318752138523, 154.804000000004, 152.534537634409, 153.07195709668, 153.07195709668
5/2/2017, 153.16, 153.62, 152.95, 153.47, 154399, 0.975445857354542, 1.32254714078095, 0.432581714634883, 0, 0, 1.23232182071987, 0.882348980490809, 0.349972840229066, 154.608545454549, 153.106645161291, 153.212280550775, 153.212280550775
5/3/2017, 153.26, 153.39, 152.34, 152.92, 158076, 0.966953910160812, 0.911739719211277, 0.248761694924103, 0, 0, 1.1815703099158, 0.942193246375807, 0.239377063539992, 154.021818181822, 153.393032258065, 153.320383753502, 153.320383753502
5/4/2017, 153.12, 153.55, 152.09, 153.08, 164095, 0.96533356640124, 0.98490757606502, 0.276123584071843, 0, 0, 1.14110607427253, 0.981975811955151, 0.159130262317377, 153.52763636364, 153.67006451613, 153.430777017784, 153.430777017784
5/5/2017, 153.49, 154.46, 153.23, 154.46, 110822, 0.953545249433295, 1.05307495857729, 0.572811135019304, 0, 0, 1.20648473780821, 1.02687759712576, 0.179607140682447, 153.530363636368, 154.0991827957, 153.599109863673, 153.599109863673
5/8/2017, 154.55, 154.63, 153.71, 154.23, 204622, 0.937044474266313, 1.14722527248132, 0.50632762398214, 0, 0, 1.22561064527565, 1.06662420675574, 0.15898643851991, 153.687090909095, 154.353655913979, 153.749665621735, 153.749665621735
5/9/2017, 154.31, 154.65, 154, 154.31, 187433, 0.910792241609674, 1.29496386588129, 0.276691350576004, 0, 0, 1.23301002411449, 1.09990137022749, 0.133108653887001, 153.893090909095, 154.557720430108, 153.897191011236, 153.897191011236
5/10/2017, 154.25, 154.5, 152.62, 153.7, 99156, 0.929844718689976, 1.03522880785722, 0.281823583644695, 0, 0, 1.17609489330036, 1.11514007484206, 0.0609548184582942, 153.922181818186, 154.74382795699, 154.01134082397, 154.01134082397
5/11/2017, 153.3, 153.85, 152.25, 153.63, 153238, 0.935828136428541, 1.37747348922971, -0.0221066190371501, 0, 0, 1.11251643020321, 1.11461534591429, -0.00209891571108001, 154.006181818186, 154.876086021506, 154.117365079365, 154.117365079365
5/12/2017, 153.33, 153.43, 152.69, 152.88, 102371, 0.924141239989148, 0.985970786376128, 0.0926805432049972, 0, 0, 0.990196934270102, 1.08973166358546, -0.0995347293153541, 153.752363636368, 154.941505376345, 154.17801953602, 154.186258958433
5/15/2017, 153.1, 154.11, 152.9, 153.74, 105178, 0.913025739111903, 0.924713309238409, 0.290313243497028, 0, 0, 0.951682264416291, 1.06212178375162, -0.110439519335332, 153.715636363641, 155.051870967743, 154.290136752137, 154.288688639551
5/16/2017, 154, 154.4, 153.25, 153.87, 244585, 0.904010842103794, 0.919472578056485, 0.367619897384049, 0, 0, 0.921031941716961, 1.03390381534469, -0.11287187362773, 153.760000000005, 155.109677419356, 154.397665445666, 154.392159688859
5/17/2017, 152.53, 152.85, 150.93, 151.02, 192469, 0.972355587741923, 0.0703693272115146, -0.00554988367901696, 0, 0, 0.659171638271971, 0.958957379930147, -0.299785741658176, 152.688000000005, 154.807763440861, 154.382161172162, 154.371818589026
5/18/2017, 150.72, 151.54, 149.17, 150.83, 241908, 1.0034667096582, 0.490630303957519, 0.0302800818918829, 0, 0, 0.431341809210863, 0.85343426578629, -0.422092456575427, 151.686000000005, 154.377096774194, 154.327181929182, 154.343710526316
5/19/2017, 151.59, 153.62, 151.5, 153.15, 368204, 1.02993953396578, 1.07036010165205, 0.3723140321597, 0, 0, 0.432998304285945, 0.769347073486221, -0.336348769200276, 151.884181818187, 154.286000000001, 154.372844932845, 154.411172680413
5/22/2017, 156.1, 156.28, 154.24, 154.48, 658168, 1.07132624058464, 0.979255793166787, 0.536703848229423, 0, 0, 0.535458540549485, 0.722569366898874, -0.187110826349389, 152.567272727278, 154.411075268818, 154.466351648352, 154.529636019356
5/23/2017, 155.24, 155.31, 154.1, 155.07, 265765, 1.05290226196711, 1.15576296350645, 0.533574290795018, 0, 0, 0.656697089866498, 0.709394911492399, -0.0526978216259011, 153.456545454551, 154.589397849463, 154.560070818071, 154.667043908473
5/24/2017, 155.57, 156.75, 155.54, 156.08, 317282, 1.04760299894335, 1.31463610168393, 0.759818470213858, 0, 0, 0.824770630330079, 0.732470055259935, 0.092300575070144, 154.531272727278, 154.928752688173, 154.701150183151, 154.839260606061
5/25/2017, 156.72, 157.69, 156.63, 157.57, 300957, 1.03690031269483, 1.35784138758319, 0.793821517104185, 0, 0, 1.06591348248438, 0.799158740704823, 0.266754741779553, 155.976909090914, 155.277376344087, 154.859145299146, 155.063651485149
5/26/2017, 157.56, 158, 157.41, 157.57, 195679, 1.0037771349734, 1.20938888426705, 0.85356538854952, 1.53358270372683, 0, 1.24269590531199, 0.887866173626257, 0.354829731685734, 157.057636363642, 155.511204301076, 155.019462759463, 155.279772859639
5/30/2017, 157.17, 157.68, 156.51, 156.91, 358714, 0.994881811228539, 0.728466961643, 0.572630244496041, 1.3718867549775, 0, 1.31438930319331, 0.973170799539667, 0.341218503653642, 157.826545454551, 155.725677419356, 155.165291819292, 155.462472872645
5/31/2017, 157.21, 157.92, 156.21, 157.81, 172369, 0.993926619034766, 0.830136211440239, 0.75692290399677, 1.46608137699046, 0, 1.42737542058532, 1.0640117237488, 0.363363696836523, 158.75945454546, 155.988043010754, 155.327282051283, 155.67289768484
6/1/2017, 158.17, 158.7, 157.43, 158.48, 179139, 0.98030654822301, 0.891430244292718, 1.34617790709904, 1.48438915720909, 0, 1.55307821431884, 1.16182502186281, 0.391253192456037, 159.138909090915, 156.288774193549, 155.490525030526, 155.901137362638
6/2/2017, 158.53, 160.62, 158.53, 159.51, 229553, 0.992358050744552, 1.01880988206001, 1.48234497845543, 1.70976768829131, 0, 1.71602965426024, 1.27266594834229, 0.443363705917946, 159.429272727278, 156.737333333334, 155.714390720391, 156.15995148248
6/5/2017, 159.69, 159.74, 157.93, 158.05, 217424, 1.00870914926005, 0.825490938508324, 1.25118031616187, 1.53118788436011, 0, 1.70767503137378, 1.35966776494859, 0.34800726642519, 159.205818181824, 156.995096774195, 155.868434676435, 156.355404690531
6/6/2017, 157.49, 157.71, 156.69, 156.69, 177189, 1.00998887605159, 0.676103620816223, 1.31532500284521, 1.4037608912652, 0, 1.57317867405396, 1.40236994676967, 0.170808727284297, 158.511272727278, 157.171204301076, 155.956310134311, 156.493811007269
6/7/2017, 157.08, 157.08, 156.08, 156.49, 189804, 0.992666618564105, 0.573744363057254, 1.3216782527629, 1.46812319662922, 0, 1.43392165707624, 1.40868028883098, 0.0252413682452595, 157.745090909097, 157.323247311829, 156.0331990232, 156.619889568468
6/8/2017, 156.5, 158.15, 156.09, 157.79, 113230, 1.00054045999203, 0.901560010741887, 1.28016511483745, 1.52265642659688, 0, 1.4121798727538, 1.40938020561554, 0.00279966713825219, 157.552545454551, 157.644365591399, 156.13284981685, 156.788438698916
6/9/2017, 157.92, 158.76, 157.42, 158.05, 165897, 0.991341443992628, 0.918480911160739, 1.34165329416881, 1.75460385523429, 0, 1.39979323406524, 1.40746281130548, -0.00766957724024153, 157.654545454551, 157.994344086023, 156.235377289378, 156.960432432433
6/12/2017, 158, 158.05, 156.31, 157.41, 166065, 1.0008731304357, 0.558837762789217, 1.12542980464258, 1.62263644071286, 0, 1.32308241191251, 1.39058673142689, -0.0675043195143803, 157.509272727279, 158.199913978496, 156.298456654457, 157.103732303733
6/13/2017, 157.43, 158.62, 157.16, 158.33, 116289, 0.991410771734914, 0.762901619986423, 1.33646798762532, 1.59088658553361, 0, 1.32129379157161, 1.37672814345583, -0.0554343518842271, 157.558545454552, 158.456000000001, 156.391636141637, 157.274451643489
6/14/2017, 158.49, 159.14, 158, 158.46, 100712, 0.977038773913603, 0.771563202230789, 1.43904195778322, 1.66713076129668, 0, 1.31520534211282, 1.36442358318723, -0.0492182410744111, 157.755272727279, 158.71830107527, 156.523516483517, 157.443912435957
6/15/2017, 157.65, 158.82, 157.53, 158.79, 239570, 0.966877548388639, 0.952923923520892, 1.40233641432814, 1.78349396535874, 0, 1.32177188066092, 1.35589324268197, -0.034121362021049, 158.164545454552, 158.953612903227, 156.671328449329, 157.619087719298
6/16/2017, 158.78, 159.16, 158.02, 158.4, 87327, 0.956780060689396, 0.891496425026096, 1.57555419891796, 1.62130373488018, 0, 1.28074256606857, 1.34086310735929, -0.0601205412907195, 158.628181818188, 159.112236559141, 156.803968253969, 157.775034482759
6/19/2017, 159.06, 159.91, 158.89, 159.61, 269155, 0.949353195492389, 1.25069372363188, 1.58916060267403, 1.697510255781, 0, 1.33052595131875, 1.33879567615118, -0.00826972483243194, 159.27836363637, 159.48206451613, 156.965833943835, 157.966954022989
6/20/2017, 159.58, 159.9, 158.32, 158.34, 159178, 0.959011938587301, 0.837976746315855, 1.23625201449501, 1.54354340534568, 0, 1.25305679786729, 1.3216479004944, -0.0685911026271138, 159.132727272734, 159.642193548388, 157.081387057388, 158.109766768072
6/21/2017, 158.81, 158.91, 157.52, 157.72, 149167, 0.958708171684742, 0.698866003391225, 1.12507820156381, 1.44573157741716, 0, 1.12862305316466, 1.28304293102845, -0.154419877863794, 158.642909090916, 159.702473118281, 157.201963369964, 158.227080188008
6/22/2017, 157.84, 157.84, 157, 157.01, 121330, 0.941641170601947, 1.27160709444201, 0.887681122345615, 1.49999302558388, 0, 0.961632249729092, 1.21876079476858, -0.257128545039488, 158.100727272734, 159.610000000002, 157.305667887669, 158.316861344538
6/23/2017, 157.08, 157.97, 156.8, 157.67, 104646, 0.927917334853815, 1.44960330783183, 1.35509876933114, 1.547144968742, 0, 0.872489799747058, 1.14950659576428, -0.277016796017219, 157.881090909098, 159.57524731183, 157.429394383395, 158.42523415978
6/26/2017, 157.76, 158.37, 156.72, 156.79, 116401, 0.93908724967843, 0.839819724451205, 1.35889477399543, 1.45752028902081, 0, 0.722506515006188, 1.06410657961266, -0.341600064606471, 157.250181818189, 159.35277419355, 157.521477411478, 158.501232895272
6/27/2017, 156.45, 156.79, 155.42, 155.47, 140624, 0.94376738523977, 0.236581461761795, 0.891778927137949, 1.31655220850825, 0, 0.491465405707686, 0.949578344831664, -0.458112939123978, 156.381090909098, 158.994924731184, 157.562886446887, 158.531791283487
6/28/2017, 156.56, 157.84, 156.31, 157.71, 150958, 0.95898256048485, 0.547363257833918, 1.21019301384405, 1.31976354011525, 0, 0.483539004910227, 0.856370476847377, -0.37283147193715, 156.467818181825, 158.918795698926, 157.713286935288, 158.632930763179
6/29/2017, 158, 158.05, 155.02, 156.31, 175022, 1.01611594033243, 0.0615193084058419, 0.977180578199132, 1.12598746657486, 0, 0.360137534144002, 0.757123888306702, -0.3969863541627, 156.177818181825, 158.450258064518, 157.816210012211, 158.686108387097
6/30/2017, 156.6, 157.96, 156.36, 157.35, 110211, 1.01136084208258, -0.0280554209428825, 0.960330562389978, 1.16526701687167, 0, 0.342314301673071, 0.674161970979976, -0.331847669306905, 156.304363636371, 158.066881720432, 157.959746031747, 158.770186666667
7/3/2017, 157.91, 159.2, 157.8, 158.35, 87301, 1.01314017730729, 0.168573033157315, 0.982854356474205, 1.3202800796672, 0, 0.404221292738043, 0.620173835331589, -0.215952542593546, 157.075636363644, 157.922989247314, 158.122014652016, 158.882820897388
7/5/2017, 158.66, 160.12, 158.4, 159.94, 298205, 1.00824815382505, 0.588630555817028, 0.928753243160714, 1.36774300185665, 0, 0.574955017444353, 0.611130071754142, -0.0361750543097892, 158.210909090917, 158.035956989249, 158.354065934067, 159.041375492126
7/6/2017, 160.17, 160.17, 158.49, 158.68, 221114, 1.01837817769498, 0.178300021180386, 0.698827232245592, 1.07868777565099, 0, 0.601655741730553, 0.609235205749424, -0.00757946401887077, 158.699636363644, 157.993161290324, 158.56613919414, 159.156224563954
7/7/2017, 159.01, 160.84, 159, 160.43, 257870, 1.0242251248196, 0.362213034834545, 0.867529093259305, 1.13468690169811, 0, 0.755319776521958, 0.638452119903931, 0.116867656618027, 159.598545454553, 158.216451612905, 158.835892551893, 159.321134168158
7/10/2017, 160.46, 161.68, 160.01, 160.79, 181543, 1.02276643408214, 0.245668433173913, 0.873549750937867, 1.17854924061383, 0, 0.895822142509275, 0.689926124425, 0.205896018084275, 160.56727272728, 158.556688172045, 159.163704517705, 159.492108044627
7/11/2017, 161.03, 161.79, 160.1, 161.62, 136814, 1.01892144653672, 0.675284457101296, 1.06126138013699, 1.19268798728413, 0, 1.06190437064737, 0.764321773669474, 0.297582596977895, 161.476545454553, 158.981462365593, 159.487904761906, 159.68312630118
7/12/2017, 162.51, 163.28, 162.07, 162.41, 211476, 1.01437214444801, 1.11322327220657, 1.25313201931748, 1.20702937871733, 0, 1.24294424316986, 0.860046267569551, 0.382897975600308, 162.13127272728, 159.436344086023, 159.827875457876, 159.89231146047
7/13/2017, 162.59, 162.59, 161.66, 162.15, 169043, 0.993875861737965, 1.10233839794113, 1.17045151990682, 1.11900749833908, 0, 1.34987925163426, 0.958012864382493, 0.39186638725177, 162.765636363644, 159.882752688174, 160.139633699635, 160.087826282123
7/14/2017, 162.24, 163.32, 162.24, 163.03, 164739, 0.974968548314853, 1.02964441919806, 1.3596713433043, 1.11512840897401, 0, 1.48847643203646, 1.06410557791329, 0.424370854123176, 163.181818181826, 160.457483870969, 160.477789987791, 160.303774461028
7/17/2017, 163.01, 163.68, 162.36, 163.12, 368363, 0.966170097536672, 0.995456260130098, 1.3492209852039, 1.12793060258042, 0, 1.58728075933692, 1.16874061419801, 0.418540145138906, 163.470545454553, 161.082946236561, 160.801028083029, 160.516328976035
7/18/2017, 163.28, 163.45, 162.1, 162.43, 144663, 0.963317016528183, 0.988926086840069, 1.08077246240908, 1.15720248772376, 0, 1.59156015241464, 1.25330452184134, 0.338255630573304, 163.406181818189, 161.500236559142, 161.076849816851, 160.702907900387
7/19/2017, 163.03, 163.8, 162.9, 163.73, 125131, 0.949722126946431, 1.04374193084773, 1.26881520169789, 1.23907223208646, 0, 1.68047921932833, 1.33873946133874, 0.341739757989594, 163.886363636371, 161.963548387099, 161.400031746032, 160.921824817518
7/20/2017, 163.99, 164.44, 163.48, 163.51, 122632, 0.932805966929804, 0.974346225939828, 1.2284567943652, 1.05472882048019, 0, 1.71344453706038, 1.41368047648307, 0.299764060577315, 163.831818181826, 162.340193548389, 161.717157509158, 161.128449588156
7/21/2017, 163.31, 164.1, 162.8, 164.02, 111480, 0.923039559017544, 1.00471538837937, 1.38252636131838, 1.16323787470565, 0, 1.76042939241103, 1.48303025966866, 0.277399132742367, 164.040000000008, 162.822924731185, 162.029404151405, 161.343955806783
7/24/2017, 164.18, 164.38, 163.69, 164.34, 116059, 0.896173183926948, 1.14685509491829, 1.43370545019297, 1.00171968308863, 0, 1.80270608087764, 1.54696542391046, 0.255740656967185, 164.234909090917, 163.323397849464, 162.370610500611, 161.562686930091
7/25/2017, 164.46, 164.91, 163.92, 164.44, 126084, 0.880948953990677, 0.948662930605502, 1.56189567914316, 1.17754954791725, 0, 1.82326239143268, 1.6022248174149, 0.221037574017777, 164.436727272735, 163.753311827959, 162.696420024421, 161.778362800919
7/26/2017, 165.01, 165.24, 163.94, 164.46, 169421, 0.876323018937831, 1.25485136488801, 1.45098903560963, 1.23520909363238, 0, 1.82018528555491, 1.6458169110429, 0.17436837451201, 164.649636363644, 164.201741935486, 163.05025885226, 161.988846646312
7/27/2017, 165, 165.27, 163.2, 164.17, 252331, 0.897021864590303, 1.33880328029655, 1.39284703512353, 1.25012893354001, 0, 1.77389769222555, 1.67143306727943, 0.102464624946114, 164.598545454554, 164.582494623658, 163.369562881564, 162.185716783217
7/28/2017, 164.05, 165.72, 164, 165.67, 92386, 0.89636551900948, 1.77774747826974, 2.15077000185626, 1.39668943868524, 0, 1.83707524511874, 1.70456150284729, 0.132513742271446, 165.131454545463, 165.138731182798, 163.676800976802, 162.418600574713
7/31/2017, 166.19, 166.35, 164.66, 164.9, 161983, 0.906766717753702, 1.45709559288552, 2.05535068595954, 1.37030214337851, 0, 1.80421349601662, 1.72449190148116, 0.079721594535457, 165.272363636372, 165.526881720432, 163.936940170941, 162.624410014171
8/1/2017, 165.47, 165.98, 164.58, 165.71, 201278, 0.899460142234664, 1.8418427007892, 1.9064519657709, 1.47966242434787, 0, 1.82252165844642, 1.74409785287421, 0.0784238055722088, 165.458000000008, 166.05653763441, 164.22223931624, 162.846815767403
8/2/2017, 166.2, 166.89, 165.46, 166.59, 200503, 0.892893109797831, 2.44788913543833, 1.84524564026364, 1.55899076773725, 0, 1.88629561296037, 1.77253740489144, 0.113758208068925, 166.028727272736, 166.573827956991, 164.497216117217, 163.087197095055
8/3/2017, 166, 167.81, 165.84, 167.81, 287448, 0.900778916650734, 2.37670701487481, 1.91426787477554, 1.60322950933082, 0, 2.01208665295891, 1.82044725450494, 0.191639398453977, 166.820909090917, 167.151354838712, 164.806219780221, 163.354105750046
8/4/2017, 168.34, 168.65, 166.97, 167.96, 153807, 0.904987642909036, 3.0517360648824, 1.7921635958245, 1.70407368639462, 0, 2.09967693611497, 1.87629319082694, 0.22338374528803, 167.532363636372, 167.63548387097, 165.142083028084, 163.618306040269
8/7/2017, 168.63, 168.67, 167.9, 168.55, 326260, 0.879570680972124, 2.9566928698855, 1.67691552511475, 1.65070985240507, 0, 2.19143938660918, 1.93932242998339, 0.252116956625785, 168.296727272736, 168.167827956991, 165.485545787547, 163.891491390729
8/8/2017, 168.49, 169.38, 168.1, 168.35, 193530, 0.874600869402785, 2.63302810291198, 1.64546108593474, 1.68073248119586, 0, 2.22240496022587, 1.99593893603189, 0.226466024193986, 168.782363636372, 168.545935483873, 165.826178266179, 164.152671662601
8/9/2017, 169, 169, 167.81, 168.45, 388074, 0.86569963517816, 2.35638941254685, 1.77923728828756, 1.54098227392349, 0, 2.22931639299992, 2.04261442742549, 0.186701965574426, 169.093272727281, 168.774150537636, 166.143477411478, 164.410012899897
8/10/2017, 168.75, 168.77, 166.81, 166.95, 377345, 0.888504033354136, 2.26093552025914, 1.38137586029934, 1.45220308694439, 0, 2.08966789852943, 2.05202512164628, 0.0376427768831467, 168.610363636372, 168.877634408604, 166.368532356533, 164.622201001613
