Date,ITA_Open,ITA_High,ITA_Low,ITA_Close,ITA_Volume,ITA_ATRPercentOfClose20,ITA_SQN25,ITA_SQN50,ITA_SQN100,ITA_SQN200,ITA_MACD,ITA_MACD_Avg,ITA_MACD_Diff,ITA_LinReg10,ITA_LinReg30,ITA_LinReg90,ITA_LinReg270
1/23/2017, 142, 142.38, 140.35, 141.25, 206986, 0, 0, 0, 0, 0, -0.20809411867981, -0.0845412022331864, -0.123552916446624, 141.461636363637, 141.443142857143, 141.443142857143, 141.443142857143
1/24/2017, 141.06, 142.81, 140.53, 142.52, 216089, 0, 0, 0, 0, 0, -0.154023999364114, -0.0984377616593719, -0.0555862377047418, 141.738, 141.599166666667, 141.599166666667, 141.599166666667
1/25/2017, 143.02, 143.25, 141.87, 142.81, 426632, 0, 0, 0, 0, 0, -0.0867722078846782, -0.0961046509044332, 0.00933244301975494, 142.161454545455, 141.7925, 141.7925, 141.7925
1/26/2017, 142.52, 143.35, 142.1, 143.01, 297516, 0, 0, 0, 0, 0, -0.0171387848408529, -0.0803114776917171, 0.0631726928508643, 142.626181818182, 141.993921568627, 141.993921568627, 141.993921568627
1/27/2017, 143.2, 144.52, 142.99, 143.36, 184607, 0, 0, 0, 0, 0, 0.065532857542081, -0.0511426106449575, 0.116675468187039, 143.038545454546, 142.231695906433, 142.231695906433, 142.231695906433
1/30/2017, 143.29, 143.29, 141.25, 142.26, 309643, 0, 0, 0, 0, 0, 0.041807986388676, -0.0325524912382308, 0.0743604776269068, 143.105090909091, 142.214894736842, 142.214894736842, 142.214894736842
1/31/2017, 142.28, 142.51, 140.74, 142.39, 232759, 0, 0, 0, 0, 0, 0.0331140504548841, -0.0194191828996078, 0.0525332333544919, 142.882363636364, 142.225571428571, 142.225571428571, 142.225571428571
2/1/2017, 142.94, 143.33, 141.76, 142.39, 183037, 0, 0, 0, 0, 0, 0.025925194091343, -0.0103503075014176, 0.0362755015927606, 142.700545454546, 142.235064935065, 142.235064935065, 142.235064935065
2/2/2017, 142.22, 142.69, 141.55, 142.43, 149652, 1.11856613775188, 0, 0, 0, 0, 0.0231883386032052, -0.00364257828049307, 0.0268309168836983, 142.713454545455, 142.250355731225, 142.250355731225, 142.250355731225
2/3/2017, 142.98, 144.61, 142.94, 144.44, 345964, 1.12331422216837, 0, 0, 0, 0, 0.181121704376267, 0.0333102782508589, 0.147811426125408, 143.313818181819, 142.59152173913, 142.59152173913, 142.59152173913
2/6/2017, 144.32, 145.16, 144.26, 144.97, 230309, 1.0942879970856, 0, 0, 0, 0, 0.345073809134334, 0.0956629844275539, 0.24941082470678, 143.815636363637, 142.968433333333, 142.968433333333, 142.968433333333
2/7/2017, 145.3, 146.07, 145.21, 145.51, 300106, 1.07351374057195, 0, 0, 0, 0, 0.512670770877747, 0.179064541717593, 0.333606229160155, 144.555090909091, 143.376092307692, 143.376092307692, 143.376092307692
2/8/2017, 145.9, 145.9, 144.53, 144.87, 189889, 1.07162721868637, 0.611771623751223, 0, 0, 0, 0.58708239878635, 0.260668113131344, 0.326414285655006, 144.968363636364, 143.637606837607, 143.637606837607, 143.637606837607
2/9/2017, 145.09, 146.1, 145.09, 145.77, 171221, 1.05395008172147, 0.593510964627261, 0, 0, 0, 0.71048658134967, 0.350631806775009, 0.359854774574661, 145.620181818182, 143.991904761905, 143.991904761905, 143.991904761905
2/10/2017, 146.32, 147.7, 146.21, 147.63, 413134, 1.05400384909512, 0.987691689928492, 0, 0, 0, 0.947450125165943, 0.469995470453196, 0.477454654712747, 146.834000000001, 144.554556650246, 144.554556650246, 144.554556650246
2/13/2017, 148.35, 149.06, 148.11, 148.6, 267845, 1.04288330302703, 1.0906966074708, 0, 0, 0, 1.19968708826795, 0.615933794016147, 0.583753294251803, 147.930000000001, 145.177655172414, 145.177655172414, 145.177655172414
2/14/2017, 148.62, 148.82, 148.04, 148.48, 212595, 1.01780600679099, 1.38347890903393, 0, 0, 0, 1.37406434325368, 0.767559903863653, 0.606504439390025, 148.664727272728, 145.713827956989, 145.713827956989, 145.713827956989
2/15/2017, 148.71, 149.2, 148.23, 149.09, 189983, 0.995490268253466, 1.45948166536075, 0, 0, 0, 1.54368681547038, 0.922785286184999, 0.620901529285381, 149.278000000001, 146.354580645161, 146.264657258065, 146.264657258065
2/16/2017, 149.54, 149.71, 148.25, 149.66, 175303, 0.990891099086021, 1.61713186885445, 0, 0, 0, 1.70446012771458, 1.07912025449092, 0.625339873223667, 149.730727272728, 147.089096774194, 146.823125, 146.823125
2/17/2017, 149.65, 150.35, 149.08, 150.35, 158553, 0.979261215794832, 2.00312010258484, 0, 0, 0, 1.86604081249033, 1.2365043660908, 0.629536446399528, 150.429454545456, 147.862516129032, 147.401889483066, 147.401889483066
2/21/2017, 150.74, 151.34, 150.41, 151.21, 212084, 0.957743056709314, 2.04902885541053, 0, 0, 0, 2.03997393232899, 1.39719827933844, 0.642775652990554, 151.20890909091, 148.727182795699, 148.017277310924, 148.017277310924
2/22/2017, 151.05, 151.16, 150.56, 151.16, 212665, 0.931657258697835, 2.80921199747767, 0, 0, 0, 2.149010149498, 1.54756065337035, 0.601449496127648, 151.738727272728, 149.459462365591, 148.564857142857, 148.564857142857
2/23/2017, 151.58, 151.58, 149.94, 150.24, 265269, 0.945073520124644, 2.26694472763359, 0, 0, 0, 2.13655692762757, 1.66535990822179, 0.471197019405774, 151.514545454547, 150.035139784946, 148.95987987988, 148.95987987988
2/24/2017, 149.21, 150.52, 148.85, 150.52, 232243, 0.951624059130682, 2.07903394422401, 0, 0, 0, 2.12478808510656, 1.75724554359875, 0.367542541507813, 151.274181818183, 150.589956989247, 149.344779516359, 149.344779516359
2/27/2017, 151.26, 152.64, 150.54, 152.41, 520353, 0.962381278861837, 2.60079282619549, 0, 0, 0, 2.24212260352905, 1.85422095558481, 0.387901647944247, 151.799636363638, 151.282946236559, 149.883603238867, 149.883603238867
2/28/2017, 153.17, 153.24, 151.66, 151.77, 574370, 0.970170021583752, 2.66507688845322, 0, 0, 0, 2.25744597148369, 1.93486595876458, 0.322580012719107, 152.037272727274, 151.865333333333, 150.309294871795, 150.309294871795
3/1/2017, 153.61, 154.28, 152.86, 153.96, 569015, 0.990066049408793, 2.69721755912065, 0, 0, 0, 2.41842643388136, 2.03157805378794, 0.386848380093424, 152.834545454547, 152.550731182796, 150.906743902439, 150.906743902439
3/2/2017, 154.18, 154.46, 152.3, 152.39, 369861, 1.02112369918386, 2.07088051227182, 0, 0, 0, 2.39174814733957, 2.10361207249827, 0.288136074841304, 152.912545454547, 152.995505376344, 151.303832752613, 151.303832752613
3/3/2017, 152.2, 153.19, 151.62, 151.85, 205114, 1.02521296340268, 1.88148778177441, 0, 0, 0, 2.30051304366907, 2.14299226673243, 0.157520776936643, 152.738000000001, 153.379397849462, 151.615991140642, 151.615991140642
3/6/2017, 151.59, 151.87, 151, 151.44, 227491, 1.00531338528832, 1.70104201925631, 0, 0, 0, 2.17010932377147, 2.14841567814024, 0.0216936456312342, 152.440363636365, 153.613333333333, 151.863509513742, 151.863509513742
3/7/2017, 151.33, 151.81, 150.78, 151.25, 239250, 0.990297032163037, 1.9813763997304, 0, 0, 0, 2.02805388141553, 2.1243433187953, -0.0962894373797645, 152.189636363638, 153.712860215054, 152.072151515152, 152.072151515152
3/8/2017, 151.35, 151.6, 150.56, 150.79, 134262, 0.978137176264516, 1.8291413361519, 0, 0, 0, 1.85695000057919, 2.07086465515207, -0.213914654572885, 151.76781818182, 153.774172043011, 152.222502415459, 152.222502415459
3/9/2017, 150.84, 151.46, 149.87, 150.42, 284222, 0.984368033296637, 1.73679880595374, 0, 0, 0, 1.67221676060112, 1.99113507624188, -0.318918315640766, 151.054363636365, 153.754516129032, 152.327724329325, 152.327724329325
3/10/2017, 151.37, 151.37, 149.55, 150.39, 184648, 0.995845518917854, 1.719990609667, 0, 0, 0, 1.50603297702173, 1.89411465639785, -0.388081679376121, 150.376727272729, 153.695290322581, 152.420106382979, 152.420106382979
3/13/2017, 150.36, 151.01, 150.09, 150.99, 174012, 0.972759435794113, 1.51299935788171, 0, 0, 0, 1.40653248587523, 1.79659822229333, -0.390065736418097, 150.291454545456, 153.687913978495, 152.551768707483, 152.551768707483
3/14/2017, 150.55, 150.74, 149.55, 150.18, 206207, 0.977048207817456, 1.17861039995833, 0, 0, 0, 1.24793201576469, 1.6868649809876, -0.438932965222912, 149.87581818182, 153.455204301075, 152.607591836735, 152.607591836735
3/15/2017, 150.42, 151.58, 150.35, 151.31, 269398, 0.967526567031421, 1.28215597315802, 0, 0, 0, 1.19959339085455, 1.58941066296099, -0.389817272106445, 150.375272727275, 153.323440860215, 152.744917647059, 152.744917647059
3/16/2017, 152.2, 152.2, 150.62, 150.85, 255596, 0.974322987170354, 1.33632518475747, 1.38755517901766, 0, 0, 1.11135551218302, 1.4937996328054, -0.382444120622373, 150.546363636366, 153.07576344086, 152.835663650075, 152.835663650075
3/17/2017, 151.2, 152.96, 151.06, 152.52, 252452, 0.984643269629659, 1.44415156515006, 1.46163511282849, 0, 0, 1.16277762419614, 1.42759523108355, -0.264817606887407, 151.270363636366, 152.988064516129, 153.04301161103, 153.04301161103
3/20/2017, 152.99, 152.99, 151.82, 151.93, 220035, 0.977548225562561, 0.9682800515084, 1.38311245874168, 0, 0, 1.14274904957168, 1.37062599478117, -0.227876945209495, 151.672000000002, 152.894408602151, 153.191488469602, 153.191488469602
3/21/2017, 152.6, 152.73, 148.72, 148.84, 295208, 1.08265894124049, 0.0626897671216017, 0.759235819809648, 0, 0, 0.867538638688444, 1.27000852356263, -0.402469884874182, 150.941454545457, 152.395698924731, 153.105771043771, 153.105771043771
3/22/2017, 148.61, 149.13, 148.06, 148.79, 243627, 1.06482834178051, 0.0757256224258838, 0.935537193728764, 0, 0, 0.638042862199427, 1.14361539128999, -0.50557252909056, 150.233090909093, 151.901677419355, 153.019811688312, 153.019811688312
3/23/2017, 148.69, 149.49, 148.51, 148.86, 126088, 1.04402807016557, -0.0248683375309484, 0.910025584223358, 0, 0, 0.456551380765603, 1.00620258918511, -0.549651208419507, 149.584000000002, 151.352709677419, 152.94204887218, 152.94204887218
3/24/2017, 148.79, 148.89, 146.69, 147.22, 411824, 1.07759351717568, -0.421696307365119, 0.675104046549722, 0, 0, 0.178328124590792, 0.840627696266246, -0.662299571675455, 148.447454545457, 150.629913978495, 152.755021173624, 152.755021173624
3/27/2017, 145.62, 147.26, 145, 146.99, 317908, 1.10219165738264, -0.593139380011322, 0.757262610866821, 0, 0, -0.0600328667096051, 0.660495583671076, -0.720528450380681, 147.524363636366, 149.992580645161, 152.561870251315, 152.561870251315
3/28/2017, 146.89, 148.97, 146.4, 148.59, 145562, 1.12228679004469, -0.438483086471158, 0.880593486666133, 0, 0, -0.118463468250241, 0.504703773286813, -0.623167241537053, 147.210181818184, 149.627053763441, 152.484101694915, 152.484101694915
3/29/2017, 148.5, 148.54, 147.86, 148.41, 257981, 1.09205959454284, -0.461525039046772, 1.1398115129198, 0, 0, -0.177251392896068, 0.368312740050237, -0.545564132946304, 147.146545454548, 149.230752688172, 152.397557377049, 152.397557377049
3/30/2017, 148.52, 149.39, 148.52, 149.34, 190778, 1.06380699213069, -0.13739930627505, 1.16931611394106, 0, 0, -0.147102315135442, 0.265229729013101, -0.412332044148543, 147.470363636366, 148.993569892473, 152.373950290851, 152.373950290851
3/31/2017, 149.46, 149.46, 148.72, 148.72, 156615, 1.03970877753199, -0.293227430562261, 0.913634808135063, 0, 0, -0.171263552614874, 0.177931072687506, -0.34919462530238, 147.996363636366, 148.714107526882, 152.311228878648, 152.311228878648
4/3/2017, 148.92, 149.12, 147.61, 148.17, 188667, 1.04234470489863, -0.760279635321037, 0.920521395548111, 0, 0, -0.232116219556161, 0.0959216142387725, -0.328037833794934, 148.421636363639, 148.416924731183, 152.216512896826, 152.216512896826
4/4/2017, 148.19, 148.96, 148.16, 148.75, 95950, 1.01325717094849, -0.533676497433402, 1.1198616770623, 0, 0, -0.23087980511346, 0.0305613303683259, -0.261441135481786, 148.634363636366, 148.264731182796, 152.161048076923, 152.161048076923
4/5/2017, 149.26, 150.19, 147.31, 147.4, 204793, 1.06910382611709, -1.27117427231452, 0.731805535478485, 0, 0, -0.334972303141399, -0.042545396333619, -0.29242690680778, 148.375636363639, 147.953784946237, 152.02613986014, 152.02613986014
4/6/2017, 147.35, 148.77, 147.3, 148.41, 216097, 1.05826163177128, -0.769779472791886, 0.826592710209751, 0, 0, -0.332139105834074, -0.10046413823371, -0.231674967600364, 148.555636363639, 147.733913978495, 151.95697421981, 151.95697421981
