Date,IJS_Open,IJS_High,IJS_Low,IJS_Close,IJS_Volume,IJS_ATRPercentOfClose20,IJS_SQN25,IJS_SQN50,IJS_SQN100,IJS_SQN200,IJS_MACD,IJS_MACD_Avg,IJS_MACD_Diff,IJS_LinReg10,IJS_LinReg30,IJS_LinReg90,IJS_LinReg270
2/15/2017, 141.07, 142.53, 140.94, 142.38, 222356, 1.28836033380666, 0.357702669675639, 0, 0, 0, 0.329413471711234, -0.179657704002794, 0.509071175714028, 141.920909090909, 139.224602150538, 139.146491935484, 139.146491935484
2/16/2017, 142.28, 142.54, 140.83, 141.8, 101287, 1.28924476100862, 0.1880426853756, 0, 0, 0, 0.442757879300842, -0.0551745873420666, 0.497932466642909, 142.227454545455, 139.799139784946, 139.440738636364, 139.440738636364
2/17/2017, 141.45, 141.57, 140.8, 141.57, 154587, 1.26209056830876, 0.427071732099287, 0, 0, 0, 0.508167225653921, 0.0574937752571308, 0.45067345039679, 142.648909090909, 140.191892473118, 139.678449197861, 139.678449197861
2/21/2017, 141.98, 142.89, 141.86, 142.82, 117502, 1.23470419876556, 0.460552842479017, 0, 0, 0, 0.653337884755018, 0.176662597156708, 0.47667528759831, 143.140363636364, 140.690860215054, 140.033327731092, 140.033327731092
2/22/2017, 142.74, 142.74, 141.78, 142.26, 167503, 1.21413911840512, 0.67412218571661, 0, 0, 0, 0.714957769979492, 0.284321631721265, 0.430636138258227, 143.078545454545, 141.004817204301, 140.292428571429, 140.292428571429
2/23/2017, 142.58, 142.63, 140.6, 141.35, 93455, 1.23266543639969, 0.447289923721901, 0, 0, 0, 0.682495198346459, 0.363956345046304, 0.318538853300155, 142.407454545454, 141.268086021505, 140.42984984985, 140.42984984985
2/24/2017, 140.24, 141.4, 140.06, 141.36, 109829, 1.21834604176105, 0.736797836072323, 0, 0, 0, 0.650081557342276, 0.421181387505498, 0.228900169836777, 141.982909090909, 141.558258064516, 140.555348506401, 140.555348506401
2/27/2017, 141.14, 142.74, 140.94, 142.62, 172869, 1.2103079977575, 0.813271372154655, 0, 0, 0, 0.71779073823825, 0.480503257652049, 0.237287480586201, 142.151454545454, 141.895032258064, 140.796761133603, 140.796761133603
2/28/2017, 142.02, 142.02, 140.17, 140.19, 386689, 1.25710407524193, 0.484786303575929, 0, 0, 0, 0.56881313651013, 0.498165233423665, 0.0706479030864651, 141.410181818182, 141.968172043011, 140.776794871795, 140.776794871795
3/1/2017, 141.97, 143.27, 141.97, 142.76, 246212, 1.28062306873605, 0.54797475869014, 0, 0, 0, 0.650624837304235, 0.528657154199779, 0.121967683104456, 141.695818181818, 142.254279569892, 141.005634146342, 141.005634146342
3/2/2017, 142.76, 142.76, 141.2, 141.35, 162054, 1.28390988205249, 0.0832718479576937, 0, 0, 0, 0.594829163142293, 0.541891555988282, 0.0529376071540114, 141.595818181818, 142.359548387097, 141.082334494774, 141.082334494774
3/3/2017, 141.34, 141.92, 140.03, 140.67, 155671, 1.29278900075861, 0.13254616663904, 0, 0, 0, 0.490090909446849, 0.531531426679995, -0.0414405172331465, 141.201090909091, 142.26088172043, 141.089778516058, 141.089778516058
3/6/2017, 139.88, 139.89, 138.77, 139.33, 204901, 1.30814467307743, 0.0230539524023378, 0, 0, 0, 0.295551355589197, 0.484335412461836, -0.188784056872639, 140.359090909091, 142.019784946236, 140.975708245243, 140.975708245243
3/7/2017, 139.04, 139.36, 138.12, 138.2, 128888, 1.29776126942753, 0.184337992768313, 0, 0, 0, 0.0496237694547119, 0.397393083860411, -0.347769314405699, 139.498909090909, 141.579655913978, 140.770696969697, 140.770696969697
3/8/2017, 138.68, 138.95, 137.2, 137.26, 123844, 1.30506394479921, -0.152364230839188, 0, 0, 0, -0.218605806798308, 0.274193305728667, -0.492799112526975, 138.454, 141.15064516129, 140.5, 140.5
3/9/2017, 137.14, 137.62, 136, 136.38, 198710, 1.30720357244452, -0.262544883969478, 0, 0, 0, -0.49646538013846, 0.120061568555242, -0.616526948693702, 137.195818181818, 140.729591397849, 140.175013876041, 140.175013876041
3/10/2017, 137.33, 137.54, 136.13, 137.04, 140850, 1.28730737047201, -0.049639301161139, 0, 0, 0, -0.655854329278014, -0.0351216110114095, -0.620732718266605, 136.438727272727, 140.355827956989, 139.927872340426, 139.927872340426
3/13/2017, 136.9, 137.92, 136.9, 137.37, 100045, 1.25713017359692, -0.370191014924046, 0, 0, 0, -0.746932801347128, -0.177483849078553, -0.569448952268575, 136.283272727272, 140.000172043011, 139.724897959184, 139.724897959184
3/14/2017, 136.8, 137.2, 135.75, 137.04, 93716, 1.25625637295431, -0.212465836067212, 0, 0, 0, -0.836103310217851, -0.309207741306413, -0.526895568911438, 135.814181818181, 139.473956989247, 139.509942857143, 139.509942857143
3/15/2017, 137.59, 139.46, 137.47, 139.03, 115151, 1.26339282659984, 0.232595617750955, 0, 0, 0, -0.737691562920332, -0.394904505629197, -0.342787057291136, 136.718363636363, 139.275333333333, 139.464258823529, 139.464258823529
3/16/2017, 139.09, 139.83, 138.99, 139.39, 78128, 1.22725467715093, 0.334762337314161, -0.149890415202982, 0, 0, -0.623463651927466, -0.440616334888851, -0.182847317038615, 137.668363636363, 139.104473118279, 139.449147812971, 139.449147812971
3/17/2017, 139.4, 140.23, 138.48, 139.92, 86187, 1.22401142063797, 0.0449830804819789, -0.385770626659277, 0, 0, -0.484584648705976, -0.449409997652276, -0.0351746510537003, 138.772363636363, 138.95, 139.474738751814, 139.474738751814
3/20/2017, 140, 140.1, 138.64, 138.97, 108091, 1.22328915648615, -0.345456348529237, -0.228531516354768, 0, 0, -0.446037456453155, -0.448735489412452, 0.00269803295929671, 139.32109090909, 138.802580645161, 139.429056603774, 139.429056603774
3/21/2017, 139.65, 139.65, 135.47, 135.58, 268553, 1.34533463175274, -0.841961994645688, -0.503849398026982, 0, 0, -0.681180967292676, -0.495224584988496, -0.185956382304179, 138.492363636363, 138.143956989247, 139.142094276094, 139.142094276094
3/22/2017, 135.13, 135.52, 133.83, 135.09, 157453, 1.34747535646151, -0.994535898000321, -0.402717450173626, 0, 0, -0.896735786699168, -0.575526825330631, -0.321208961368537, 137.449272727272, 137.402365591397, 138.838448051948, 138.838448051948
3/23/2017, 135.06, 136.9, 134.75, 136.14, 126440, 1.34919144710714, -0.947261079820316, -0.427319021941807, 0, 0, -0.971637872710545, -0.654749034806614, -0.316888837903931, 136.711272727272, 136.794623655914, 138.626597744361, 138.626597744361
3/24/2017, 135.95, 136.32, 134.61, 135.23, 180361, 1.35358261797462, -0.999464296660328, -0.582989289670329, 0, 0, -1.09184163955467, -0.742167555756226, -0.349674083798447, 135.803999999999, 136.230989247312, 138.365517241379, 138.365517241379
3/27/2017, 133.46, 135.73, 133.15, 135.39, 648819, 1.37966414474682, -0.93700715756821, -0.390966983533132, 0, 0, -1.1608122074291, -0.825896486090801, -0.334915721338302, 135.116727272727, 135.798344086021, 138.130905902981, 138.130905902981
3/28/2017, 134.96, 136.67, 134.82, 136.58, 208718, 1.36698705615323, -0.93805550074057, -0.3659404734022, 0, 0, -1.10669157305801, -0.882055503484244, -0.224636069573771, 134.882545454545, 135.55888172043, 137.988915254237, 137.988915254237
3/29/2017, 136.46, 137.44, 136.23, 137.11, 200144, 1.33774296202274, -0.765703145672256, -0.119629772546917, 0, 0, -1.00939829458426, -0.907524061704247, -0.101874232880011, 135.254545454545, 135.44576344086, 137.889852459016, 137.889852459016
3/30/2017, 137.28, 138.4, 137.28, 138.31, 117627, 1.30646403475375, -0.43436686701845, -0.0256779121973475, 0, 0, -0.825941756810408, -0.891207600725479, 0.0652658439150708, 136.217818181818, 135.569483870967, 137.873500793231, 137.873500793231
3/31/2017, 138.38, 139.1, 137.97, 138.65, 84024, 1.27884737550993, -0.383205725484452, 0.186944588634388, 0, 0, -0.64567305334873, -0.84210069125013, 0.196427637901399, 137.463454545454, 135.723935483871, 137.879815668203, 137.879815668203
4/3/2017, 138.81, 138.93, 135.85, 135.9, 1746532, 1.35280779384642, -0.939508175865848, -0.204587981371695, 0, 0, -0.7164520115671, -0.816970955313524, 0.100518943746424, 137.638363636363, 135.534451612903, 137.715610119048, 137.715610119048
4/4/2017, 135.87, 136.59, 135.45, 135.96, 386374, 1.32652434704724, -0.619914113139893, -0.120005398531402, 0, 0, -0.758954591236005, -0.80536768249802, 0.0464130912620148, 137.323454545454, 135.472494623656, 137.564221153846, 137.564221153846
4/5/2017, 136.86, 137.54, 134.24, 134.6, 414511, 1.39551662491319, -1.31708408339801, -0.507363705390481, 0, 0, -0.892095306461073, -0.82271320729063, -0.0693820991704424, 136.419999999999, 135.244903225806, 137.339398601399, 137.339398601399
4/6/2017, 134.7, 136.23, 134.36, 136.08, 827737, 1.38003167862764, -0.820109492260923, -0.514370874758388, 0, 0, -0.868178826293132, -0.831806331091131, -0.0363724952020011, 136.264545454545, 135.193849462365, 137.21434644957, 137.21434644957
