Date,IJS_Open,IJS_High,IJS_Low,IJS_Close,IJS_Volume,IJS_ATRPercentOfClose20,IJS_SQN25,IJS_SQN50,IJS_SQN100,IJS_SQN200,IJS_MACD,IJS_MACD_Avg,IJS_MACD_Diff,IJS_LinReg10,IJS_LinReg30,IJS_LinReg90,IJS_LinReg270
1/20/2017, 137.69, 138.42, 137.4, 138.04, 184452, 0, 0, 0, 0, 0, -0.7530103999419, -0.420216877556684, -0.332793522385216, 137.956, 137.734505494506, 137.734505494506, 137.734505494506
1/23/2017, 137.74, 138.07, 136.62, 137.33, 181729, 0, 0, 0, 0, 0, -0.855928586033144, -0.507359219251976, -0.348569366781168, 137.546363636364, 137.367142857143, 137.367142857143, 137.367142857143
1/24/2017, 137.84, 139.83, 137.78, 139.37, 208772, 0, 0, 0, 0, 0, -0.764073277859239, -0.558702030973429, -0.205371246885811, 137.715636363636, 137.58125, 137.58125, 137.58125
1/25/2017, 140.45, 141.18, 140.45, 140.96, 164519, 0, 0, 0, 0, 0, -0.556561873701781, -0.558273999519099, 0.00171212581731783, 138.670363636364, 138.122132352941, 138.122132352941, 138.122132352941
1/26/2017, 140.95, 141.17, 139.77, 139.97, 294983, 0, 0, 0, 0, 0, -0.466613487268461, -0.539941897068972, 0.0733284098005108, 139.342909090909, 138.35137254902, 138.35137254902, 138.35137254902
1/27/2017, 140.07, 140.29, 138.72, 139.33, 159382, 0, 0, 0, 0, 0, -0.441877703170917, -0.520329058289361, 0.0784513551184438, 139.508909090909, 138.41216374269, 138.41216374269, 138.41216374269
1/30/2017, 138.41, 138.45, 136.17, 137.21, 575308, 0, 0, 0, 0, 0, -0.586578981121022, -0.533579042855693, -0.052999938265329, 139.132545454546, 138.053105263158, 138.053105263158, 138.053105263158
1/31/2017, 136.87, 138.56, 136.33, 138.32, 626543, 0, 0, 0, 0, 0, -0.604717258932396, -0.547806686071034, -0.0569105728613627, 138.960363636364, 137.962857142857, 137.962857142857, 137.962857142857
2/1/2017, 139.25, 139.91, 137.64, 138.12, 139583, 0, 0, 0, 0, 0, -0.62799121153185, -0.563843591163197, -0.0641476203686526, 138.803090909091, 137.854675324675, 137.854675324675, 137.854675324675
2/2/2017, 138.11, 138.54, 137.16, 137.48, 195026, 1.41429389729415, 0, 0, 0, 0, -0.6901233258302, -0.589099538096598, -0.101023787733602, 138.158909090909, 137.657154150198, 137.657154150198, 137.657154150198
2/3/2017, 138.66, 139.75, 138.13, 139.63, 659939, 1.40417724521951, 0, 0, 0, 0, -0.559427707963323, -0.583165172069943, 0.0237374641066197, 138.395636363636, 137.841739130435, 137.841739130435, 137.841739130435
2/6/2017, 139.26, 139.5, 137.98, 138.35, 224935, 1.40594149123599, 0, 0, 0, 0, -0.552763873931269, -0.577084912442208, 0.0243210385109387, 137.961454545455, 137.802833333333, 137.802833333333, 137.802833333333
2/7/2017, 138.5, 139.14, 137.4, 137.77, 165510, 1.40441609237769, 0, 0, 0, 0, -0.587511424203228, -0.579170214794412, -0.00834120940881622, 137.679272727273, 137.684030769231, 137.684030769231, 137.684030769231
2/8/2017, 137.09, 137.65, 136.27, 137.52, 177584, 1.3911582663942, -0.490819093952284, 0, 0, 0, -0.62798302143392, -0.588932776122314, -0.0390502453116064, 137.716, 137.54641025641, 137.54641025641, 137.54641025641
2/9/2017, 137.7, 139.92, 137.7, 139.78, 157313, 1.38608156070113, -0.537471496040853, 0, 0, 0, -0.472250135829114, -0.565596248063674, 0.0933461122345597, 138.523090909091, 137.744894179894, 137.744894179894, 137.744894179894
2/10/2017, 140.46, 141.14, 140, 141, 206637, 1.35361103919904, -0.0068939378433248, 0, 0, 0, -0.247533486015357, -0.50198369565401, 0.254450209638654, 139.634, 138.086773399015, 138.086773399015, 138.086773399015
2/13/2017, 141.7, 142.11, 140.8, 141.09, 116441, 1.33153447232767, 0.120989013182429, 0, 0, 0, -0.0614730511354367, -0.413881566750296, 0.352408515614859, 140.260909090909, 138.402344827586, 138.402344827586, 138.402344827586
2/14/2017, 140.67, 141.64, 140.39, 141.54, 159734, 1.30509318048379, 0.427613352043605, 0, 0, 0, 0.120898777344678, -0.306925497931301, 0.427824275275979, 141.053636363636, 138.740752688172, 138.740752688172, 138.740752688172
