Date,EFG_Open,EFG_High,EFG_Low,EFG_Close,EFG_Volume,EFG_ATRPercentOfClose20,EFG_SQN25,EFG_SQN50,EFG_SQN100,EFG_SQN200,EFG_MACD,EFG_MACD_Avg,EFG_MACD_Diff,EFG_LinReg10,EFG_LinReg30,EFG_LinReg90,EFG_LinReg270
2/8/2017, 66.23, 66.45, 66.14, 66.42, 215457, 0.570738781099443, 1.82151417438202, 0, 0, 0, 0.465153587952528, 0.483631123308573, -0.0184775353560447, 66.3198181818182, 66.5670085470086, 66.5670085470086, 66.5670085470086
2/9/2017, 66.5, 66.64, 66.39, 66.61, 156771, 0.55942120325167, 1.60963660912677, 0, 0, 0, 0.473213779544494, 0.481547654555757, -0.00833387501126315, 66.4569090909091, 66.6396296296297, 66.6396296296297, 66.6396296296297
2/10/2017, 66.54, 66.79, 66.47, 66.75, 303077, 0.554305528556766, 1.34522610339178, 0, 0, 0, 0.485304086010629, 0.482298940846732, 0.00300514516389738, 66.6252727272727, 66.7213054187192, 66.7213054187192, 66.7213054187192
2/13/2017, 66.95, 67.05, 66.86, 66.92, 139172, 0.547667353998893, 1.74685161914591, 0, 0, 0, 0.502807271008194, 0.486400606879024, 0.0164066641291701, 66.7498181818182, 66.8146206896552, 66.8146206896552, 66.8146206896552
2/14/2017, 66.7, 66.7, 66.33, 66.68, 199076, 0.566397785889706, 1.420275388861, 0, 0, 0, 0.491645296051786, 0.487449544713577, 0.00419575133820932, 66.7720000000001, 66.8658709677419, 66.8658709677419, 66.8658709677419
2/15/2017, 66.37, 66.89, 66.37, 66.85, 139845, 0.57560260501076, 1.51378097225923, 0, 0, 0, 0.490858617142322, 0.488131359199326, 0.00272725794299666, 66.8634545454546, 66.8745806451613, 66.9313508064516, 66.9313508064516
2/16/2017, 66.95, 67.13, 66.9, 67.13, 111702, 0.565396729297197, 1.50290348610009, 0, 0, 0, 0.506984625208787, 0.491902012401218, 0.0150826128075691, 67.0234545454546, 66.9450752688172, 67.0222727272727, 67.0222727272727
2/17/2017, 67.07, 67.25, 66.95, 67.24, 285086, 0.558556340211701, 1.61475824996048, 0, 0, 0, 0.522616288221442, 0.498044867565263, 0.0245714206561796, 67.2270909090909, 67.0577634408603, 67.1155971479501, 67.1155971479501
2/21/2017, 67.12, 67.39, 67.09, 67.39, 113825, 0.551705919276496, 1.5277940382791, 0, 0, 0, 0.540873388436808, 0.506610571739572, 0.0342628166972356, 67.3503636363637, 67.1600645161291, 67.215512605042, 67.215512605042
2/22/2017, 67.24, 67.55, 67.2, 67.52, 198912, 0.549029751259491, 1.84577308732026, 0, 0, 0, 0.559383955403973, 0.517165248472452, 0.0422187069315211, 67.4585454545455, 67.2682580645161, 67.319, 67.319
